"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Agriculture","Agency Overall","2010","Agricultural Marketing Agreement Act of 1937, as amended (AMAA) (d)(3)  (7 U.S.C. 601 et seq), 9 CFR Part 900 and 9 CFR Part 929","","Confidential","1"
"Department of Agriculture","Agency Overall","2010","The National Defense Authorization Act of 1977","None","Technical proposal submitted by unsuccessful contractors","9"
"Department of Agriculture","Agency Overall","2010","7 U.S.C. 1502(c) FCIC Crop Insurance Act Section 502","None","Personal information provided by the producer (policy information, yield data, etc.)","8"
"Department of Agriculture","Agency Overall","2010","16 USC 470hh","None","Archaeological Resources Protection Act of 1979 - Archaeological, site maps, cultural resources and historic sites","3"
"Department of Agriculture","Agency Overall","2010","16 USC 470w-3","None","National Historic Preservation Act of 1966 - Location, character, or ownership of historic resources","11"
"Consumer Product Safety Commission","Agency Overall","2010","Section 6(a)(2) of the CPSA","Mulloy v. Consumer Product Safety Commission, No. C-2-85-645, 1985 U.S. District LEXIS 17194, at **2-5 (S.D. Ohio Aug. 2, 1985)","Trade Secret and other confidential business information","194"
"Consumer Product Safety Commission","Agency Overall","2010","Section 6(b)(1) of the CPSA","Consumer Product Safety Commission v. GTE Sylvania, Inc., 447 U.S. 102, 122 (1980); and Krugler v. U.S. Consumer Product Safety Commission, 1:03-CV-1905-JTC (N.D.GA. June 22, 2004), and Reliance Electric Co. v. Consumer Product Safety Commission, 924 F.2d 274 (D.C. Cir. 1991)","Information that identifies a particular brand-name of consumer product","177"
"Consumer Product Safety Commission","Agency Overall","2010","Section 6(b)(5) of the CPSA","Reliance Electric Co. v. Consumer Product Safety Commission, 924 F.2d 274 (D.C. Cir. 1991)","Information submitted under statutory reporting requirement for certain potentially unsafe consumer products","6"
"Consumer Product Safety Commission","Agency Overall","2010","Section 6(e)(1) of the CPSA","None","Information submitted under statutory reporting requirement for certain consumer products involved in product liability actions","6"
"Consumer Product Safety Commission","Agency Overall","2010","Section 25 (c) of the CPSA","None","Information that identifies injured persons or those treating injured persons, absent consent","183"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2010","0","N/A","0","0"
"U.S. Commission on Civil Rights","Agency Overall","2010","0","N/A","0","0"
"Social Security Administration","Agency Overall","2010","26 U.S.C, 6103","Church of Scientology v. IRS,  484 U.S. 9, 15 (1987)(finding that IRS lawfully exercised discretion to withhold street addresses pursuant to 26 U.S.C. section 6103(m)(1));","Tax information, such as third- party addresses""and employer’s names and addresses""","91"
"Department of the Treasury","Agency Overall","2010","26 U.S.C. 6103","Church of Scientology Int’l v. United Stats Dep’t of Justice, 30 F.3d 224, 235 (1st Cir. 1994).","Taxpayer Information","2076"
"Department of the Treasury","Agency Overall","2010","31 U.S.C. 5319","Small v. IRS, 820 F. Supp. 163 (D.N.J. 1992)","BSA Records","144"
"Department of the Treasury","Agency Overall","2010","26 U.S.C. 6105","Tax Analysts v. IRS, 217 F. Supp. 2d 23 (D.D.C. 2002)","Confidential information arising under treaty obligations","15"
"Department of the Treasury","Agency Overall","2010","Rule 6(e) of the Federal Rules of Criminal Procedure","Fund for Constitutional Gov’t v. National Archives & Records Service, 656 F. 2nd 856, 867 (D.C. Cir. 1981); Walston v. U.S. Department of Justice, 799 F. Supp. 193, 195 (D.D.C. 1992).","Part of the Federal Rules of Criminal Procedure – Grand Jury Secrecy: regulates matters occurring before the Grand Jury.  Used to withhold records used in Grand Jury proceedings","20"
"Department of the Treasury","Agency Overall","2010","18 U.S.C. 701","Not litigated","Official Badges, identification cards. Prohibits the reproduction of official identification media. Used to withhold copies of IRS employee identification badges and pocket commissions.","20"
"Department of the Treasury","Agency Overall","2010","41 U.S.C. 253 (b)","Hornbostel v. Dept of Interior, No.02-0523, 2003 WL 23303294 (D.D.C., 2003)","Protects the solicitations of unsuccessful bidders in a competitive proposal. This provision is used to withhold the unsuccessful bidder’s contract proposal as well as information in the winning solicitation that was not incorporated into the contract.","3"
"Department of the Treasury","Agency Overall","2010","5 U.S.C. 7114","Dublin v. Dept. of the Treasury, 555 F. Supp. 408, 412 (N.D. Ga. 1981), aff’d, 697 F.2d 1093 (unpublished table decision): NTEU v. OPM, No. 76-695, slip op at 49 D.D.C. July 9, 1979).","Delineates the rights and duties of a labor organization which is the exclusive representative of the employees in the unit it represents.","2"
"National Science Foundation","Agency Overall","2010","35 U.S.C. §122 (Patent Act)","Irons & Sears v. Dann, 606 F.2d 1215,
121921 (D.C. Cir. 1979).","Patent pending
applications","22"
"National Science Foundation","Agency Overall","2010","41 U.S.C.§253b(m)(1) (National Defense Authorization Act for Fiscal Year 1997)","Hornbostel v. U.S. Dep't of the Interior, 305
F. Supp. 2d 21, 30 (D.D.C. 2003), summary
affirmance granted, No. 03-5257, 2004
WL 1900562 (D.C. Cir. Aug. 25, 2004).","Proposal documents
not incorporated into
contracts","6"
"Office of Management and Budget","Agency Overall","2010","0","N/A","0","0"
"Merit Systems Protection Board","Agency Overall","2010","Not Applicable","Not Applicable","Not Applicable","0"
"National Aeronautics and Space Administration","Agency Overall","2010","5 USC 638(j)(2)","None cited","Contracts withheld data generated by contractors who elected to retain their data rights in accordance with the retention period agreed to under the contract.","1"
"National Aeronautics and Space Administration","Agency Overall","2010","10 USC 2305(g)","None cited","Procurement, unsuccessful proposals for competitive procurements and those portions of successful proposals that were not incorporated into the contracts.","17"
"National Aeronautics and Space Administration","Agency Overall","2010","22 USC 2751","None cited","Technical data withheld according to regulations establishing lists or categories of technical data that may not be exported, under the Arms Export Control Act.","2"
"National Aeronautics and Space Administration","Agency Overall","2010","41 USC 423","None cited","Performance evaluations compiled by the Procurement Office are used in source selection activities covered by the Procurement Integrity Act and are considered sensitive.","2"
"Export-Import Bank of the U.S.","Agency Overall","2010","0","N/A","0","0"
"Department of the Interior","Agency Overall","2010","Federal Property and Administrative Services Act (41 U.S.C. § 253b(m))","Hornbostel v. U.S. Department of the Interior, 305 F. Supp. 2d 21 (D.D.C. 2003)","Certain information in contractor proposals.","20"
"Department of the Interior","Agency Overall","2010","National Parks Omnibus Management Act (16 U.S.C. § 5937)","Southwest Center for Biological Diversity v. USDA, 314 F.3d 1060, 1062 (9th Cir. 2002)","Information about the nature and location of a resource that is endangered, threatened, rare or commercially valuable.","5"
"Department of the Interior","Agency Overall","2010","Archaeological Resources Protection Act (16 U.S.C. § 470hh(a))","Starkey v. U.S. Department of the Interior, 238 F. Supp. 2d 1188 (S.D. Cal. 2002)","Descriptions and/or locations of archaeological resources.","33"
"Department of the Interior","Agency Overall","2010","National Historic Preservation Act Amendments (16 U.S.C. § 470w-3)","None","Information concerning the location, character or ownership of  historic resources.","9"
"Department of the Interior","Agency Overall","2010","Outer Continental Shelf Lands Act (43 U.S.C. § 1350-1352)","None","Conservation information documents.","1"
"Department of the Interior","Agency Overall","2010","Right to Financial Privacy Act of 1978 (12 U.S.C. 3413(h)(4))","None","Information related to individual applicants for loan guarantees.","1"
"Department of the Interior","Agency Overall","2010","Rule 6(e), Federal Rules of Criminal Procedure (Grand Jury) (18 U.S.C. § 385)","McQueen v. United States, 179 F.R.D. 522, 528-30 (S.D. Tex. May 6, 1998)","Information that would reveal identities of witnesses or jurors; testimony, strategy or direction of investigations; or juror deliberations/questions.","6"
"Department of the Interior","Agency Overall","2010","Procurement Integrity Act (41 U.S.C. § 423)","None","Procurement information prior to the award of a contract.","7"
"Nuclear Regulatory Commission","Agency Overall","2010","41 U.S.C. 253b(m)(1)","Y","Contractor Proposals","1"
"Nuclear Regulatory Commission","Agency Overall","2010","42 U.S.C. 2167","Y","Safeguards Information","1"
"Farm Credit System Insurance Corporation","Agency Overall","2010","0","N/A","0","0"
"Office of Special Counsel","Agency Overall","2010","18 U.S.C. 208(d)(1)","n/a","Ethics waiver","1"
"Selective Service System","Agency Overall","2010","0","0","0","0"
"Federal Labor Relations Authority","Agency Overall","2010","NONE","NONE","NONE","0"
"Legal Services Corporation","Agency Overall","2010","0","N/A","0","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2010","0","N/A","0","0"
"National Railroad Passenger Corporation","Agency Overall","2010","49 U.S.C.  Section 24301 Note","None","Bid proposals not incorporated in contracts","4"
"Department of Defense","Agency Overall","2010","5 USC Sec 5749(j)","No","Dispute Resolution Communications between a Neutral and a Party to the Dispute","4"
"Department of Defense","Agency Overall","2010","5 USC App 4 § 105(b)(2)","No","Protecting Financial Disclosure Reports of Special Government Employees","1"
"Department of Defense","Agency Overall","2010","10 USC Sec 128","No","Unclassified Special Nuclear Weapons Information","11"
"Department of Defense","Agency Overall","2010","10 USC Sec 130","Chenkin v. Department of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907 at *8 (E.D. Pa. Jan 14, 1994), aff'd 61 F.3d 894 (3rd Cir. 1995)unpublished table decision); Colonial Trading Corp. v. Department of the Navy, 735 F. Supp. 429 431 (D.D.C 1990).","Unclassified Technical Data with Military or Space Application","69"
"Department of Defense","Agency Overall","2010","10 USC Sec 130b","Hiken v. Dep't of Defense, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007).","Personally Identifying Information of Personnel in Oversees, Sensetive or Routinely Deployable Units","615"
"Department of Defense","Agency Overall","2010","10 USC Sec 130c","Nat'l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-337 (D.D.C. 2005), affd on other grounds, 512 f.3D 677(D.C. Cir 208), cert. denied, 129 S. Ct.(U.S. 2008; ACLU v Dep't of Defense, 389 F. Supp. 2d 547, 554 (S.D. N.Y. 2005).","Certain Sensetive Information of Foreign Governments and International Organizations","63"
"Department of Defense","Agency Overall","2010","10 USC Sec 424","Miller v. DoJ 562 D. Supp. 2d 82 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organizational and Personnel Information for DIA, NRO and NGA","411"
"Department of Defense","Agency Overall","2010","10 USC Sec 455","No","Maps, Charts, and Geodetic Data","2"
"Department of Defense","Agency Overall","2010","10 USC Sec 457","No","Operational files of former National Photographic Interpretation Agency","5"
"Department of Defense","Agency Overall","2010","10 USC Sec 613a(a)","No","Proceedings of Promotion Selection Boards","7"
"Department of Defense","Agency Overall","2010","10 USC Sec 1102","Goodrich v Dept of Airforce, 404 F. Supp. 2d 48 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v Dep't of the Airforce, 107 F Supp. 2d 912 917 (S.D. Ohio 1999).","Medical Quality Assurance Records","16"
"Department of Defense","Agency Overall","2010","10 USC Sec 2305(g)","Chesterfield Assocs. Inc. v U.S. Coast Guard, No 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y. May 19, 2009).","DoD Contractor Proposals","340"
"Department of Defense","Agency Overall","2010","10 USC Sec 2485(h)","No","Food Donation Program","2"
"Department of Defense","Agency Overall","2010","10 USC 2640(h)","No","Charter air transportation for members of armed forces","1"
"Department of Defense","Agency Overall","2010","12 USC Sec 3403","No","Confidentiality of Financial Records","7"
"Department of Defense","Agency Overall","2010","16 USC Sec 470w-3","Hornbostel v U.S. Dep't of Interior, 305 F. Supp. 2d 21, 30 (D.D.C 2003), summary affirmance granted, No 03-5257, 2004 WL 1900562 (D.D.Cir Aug. 25, 2004","National Historic Preservation Information","43"
"Department of Defense","Agency Overall","2010","18 USC Sec 798(a)","Larson v. Dept of State, 565 F 3d 857, 868-869 (D.C. Cir. 2009); N.Y. Times Co. v. DoD 499 F Supp. 2d 501, 512 (S.D.N.Y. 2007); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878 at *3 (M.D. Fla Dec 3, 2007), aff'd per curiam, 287 F A [[770 (11th Cir. 208).","Communications Intelligence and Cytological Devices","383"
"Department of Defense","Agency Overall","2010","18 USC Sec 3509","No","Child Victims' and Child Witnesses' Rights","1"
"Department of Defense","Agency Overall","2010","22 USC Sec 2778(e) Sec 38 (e) of the Arms Export Control Act","Council for a Livable World v. U.S. Dept. of State, No 96-1807, slip op. at 11 (D.D.C Jan 21, 1998) amended (D.D.C. Nov 23, 1998).","Information Subject to Arms Exports Controls","14"
"Department of Defense","Agency Overall","2010","26 USC Sec 6103","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. Sec 6103); Tax Analysts vs. IRS 217 F. Supp. 2d 23, 27-29 (D.D/C 2002) (26 U.S.C 6105).","Confidentiality and Disclosure of Returns and Returns and Return Information","1"
"Department of Defense","Agency Overall","2010","35 USC Sec 181-188","No","Secrecy of Certain Inventions and Withholding of Patents","2"
"Department of Defense","Agency Overall","2010","35 USC 205","No","Confidentiality of Inventions","1"
"Department of Defense","Agency Overall","2010","41 USC Sec 253b(m)(1)","Hornsbostel v. U.S. Dept. of Interior, 305 F. Supp. 2d, 21, 30 (D.D.C. 203), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug 25, 2004).","Certain Contractor Proposals not yet in a Contract","24"
"Department of Defense","Agency Overall","2010","42 USC Sec 290dd-2","No","Confidentiality of Patent Records","2"
"Department of Defense","Agency Overall","2010","41 USC Sec 423","Legal & Safety Employer Research, Inc. v U.S. Dept. of Army. No Civ. S001748, 2001 WL 34098652 at *3-4 (E.D. Cal. May 4, 2001)(dictum).","Contract Source Selection","1"
"Department of Defense","Agency Overall","2010","42 USC Sec 2162(a) (Restricted Data) 42 USC Sec 2168(a)(1)©(Formerly Restricted Data)","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb 29 1984), aff'd in relevant part & remanded in part on other grounds sub nom, Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","Information Regarding Atomic Energy: Restricted and Formerly Restricted Data (A.E. Act of 1954 (specific applicable sections must be invoked)","43"
"Department of Defense","Agency Overall","2010","50 USC Sec 402 Note Sec 6 P.L. 86-36","Larson v. Dept. of Stat, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 620 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at #5-6 (E.D.N.Y Feb 9, 2009).","NSA Functions and Information","583"
"Department of Defense","Agency Overall","2010","50 USC 403g","Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136 1137-38, 1140 (9th Cir., 2007); Makky v Chertoff, 489 F.Supp. 2d 421, 442 (D.N.J 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir 2008).","CIA Functions & Information","4"
"Department of Defense","Agency Overall","2010","50 USC Sec 403-1(i)1)","CIA c. Sims 471 U.S. 159, 167 (1985); see also Minier v CIA, 88 F.3d 796, 801 99th Cir. 1996)(finding that agancy properly refused to confirm or deny existence of records concerning deceased person's alleged employment relationship with CIA); Maynard v. CIA, 986 F.2nd 547, 554 (1st Cir. 1993) (stating that under Sec 403(d)(3) it is the responsibility of the Director of CIA to determine whether sources or methods should be disclosed); Hunt v. CIA, 981 F.2d 1116, 1118 (9th Cir. 1992)(upholding agency's ""Glomar"" response to request on foreign national, because ackgnowledgment of any records would reveal sources and methods); Blzy v Tenet, 979 F. Supp. 10 23-24 (D.D.C. 1997)(protecting intelligence sources and methods located in requester's personnel file), summary affirmance granted, No. 97-5330 (D.C. Cir. May 12, 1998); Andrade v. CIA, No. 95-1215, 1997 WL 527347, at **3-5 (D.D.C. Aug. 18, 1997) (holding intelligence methods used in assessing employee fitness protectable).","Intelligence Sources and Methods","433"
"Department of Defense","Agency Overall","2010","50 USC Sec 421","No","Identities of US Undercover Intelligence Officers, Agents, Informants and Sources","2"
"Department of Defense","Agency Overall","2010","50 USC Sec 435 Note Sec 1082, P.L. 102-190","No","Information Concerning US Personnel Classified as POW/MIA During the Vietnam and Korean Conflicts (""McCain Bill"")","5"
"Department of Defense","Agency Overall","2010","50 USC Appx Sec 2170 ©","No","Authority to Review Certain Mergers, Acquisitions, and Takeovers","2"
"Department of Defense","Agency Overall","2010","P.L. 100-180, Sec 276(a)","No","Protection of Sematech Information","1"
"Department of Defense","Agency Overall","2010","IG Act of 1978, Sec 7(b). P.L. 95-452","No","Confidentiality of Employee Complaints to the IG","8"
"United States International Trade Commission","Agency Overall","2010","19 USC 1677(g)","None","Privilege or Confidential Information","3"
"United States International Trade Commission","Agency Overall","2010","19 USC 1332(g)","None","Confidential Business Information","1"
"United States International Trade Commission","Agency Overall","2010","41 USC 253b (m)","None","Prohibition on Release of Contract Proposals","1"
"Office of National Drug Control Policy","Agency Overall","2010","0","N/A","0","0"
"United States Postal Service","Agency Overall","2010","39 U.S.C. 410 (c)(1)","None","Records relating to names and addresses of postal customers","57"
"United States Postal Service","Agency Overall","2010","39 U.S.C. 410(c)(2)","Wickwire Gavin v. USPS, 356 F.3d 588 (4th Cir. 2004); Airline Pilots Assn, Intl v. USPS & FedEx, '04 US Dist LEXIS 26067 (DDC 6/24/04)","Records relating to commercial information that is proprietary to the Postal Service","122"
"United States Postal Service","Agency Overall","2010","39 U.S.C. 410(c)(3)","None","Records relating to information prepared for use in negotiating collective bargaining agreements","11"
"United States Postal Service","Agency Overall","2010","39 U.S.C. 410(c)(4)","None","Records prepared for proceedings under 39 U.S.C. Chapter 36, relating to rates, classification, and service changes","2"
"United States Postal Service","Agency Overall","2010","39 U.S.C. 410(c)(5)","None","Reports & memoranda of consultants or indep. contractors, except to extent they would be reqd to be disclosed if prepared within USPS","1"
"United States Postal Service","Agency Overall","2010","39 U.S.C. 412","None","Records containing lists of postal customers","7"
"United States Postal Service","Agency Overall","2010","18 U.S.C. 1461","None","Records concerning non-mailable matter","1"
"United States Postal Service","Agency Overall","2010","18 U.S.C. 2510","Lam Lek Chong v. DEA, 929 F.2d 729 (D.C. Cir. 1991)","Records relating to wiretap requests and information","1"
"United States Postal Service","Agency Overall","2010","18 U.S.C. 2517","Lam Lek Chong v. DEA, 929 F.2d 729 (D.C. Cir. 1991)","Records relating to wiretap requests and information","1"
"United States Postal Service","Agency Overall","2010","Federal Rules of Criminal Procedure-Rule 6(e)","Senate of P.R. v. United States Dep't of Justice, 823 F.2d 574 (D.C. Cir. 1987)","Grand jury information","9"
"United States Postal Service","Agency Overall","2010","5 U.S.C. 107, 5 CFR 2634-35","Meyerhoff v. EPA, 958 F.2d 1498, 1502-03 (9th Cir. 1992); Church of Scientology of Texas v. IRS, 816 F. Supp. 1138, 1152 (W.D. Tex. 1993); Judicial Watch v. Rossotti, 285 F. Supp. 2d 17, 30 (D.D.C. 2008).","Financial disclosure reports","3"
"United States Postal Service","Agency Overall","2010","Inspector General Act of 1978, Section 7(b)","United Am. Fin. v. Potter, 531 F. Supp. 2d 29, 45-46 (D.D.C. 2008)","Employee Complaint Information","7"
"General Services Administration","Agency Overall","2010","41 U.S.C. 253(b)","Hornbostel v. U.S.  Department of Interior  305 F Supp. 2d 2","Proposals of unsuccessful bidders","53"
"Federal Maritime Commission","Agency Overall","2010","46 U.S.C. 40306","N/A","Information and documents, other than agreements, filed with the Commission under 46 U.S.C. Chapter 403 regarding agreements","1"
"Federal Maritime Commission","Agency Overall","2010","5 U.S.C. 574","N/A","Administrative Dispute Resolution Act","1"
"National Credit Union Administration","Agency Overall","2010","31 U.S.C. 5319","None","Suspicious Activity Reports","1"
"Office of the Director of National Intelligence","Agency Overall","2010","Section 102A(i) of the National Security Act of 1947, as amended, codified at 50 U.S.C.§ 403-1(i).","CIA v. Sims, 471 U.S. 159 (1985), National Security Act of 1947.","Information that would reveal intelligence sources and methods was withheld pursuant to the National Security Act of 1947.","31"
"Court Services and Offender Supervision Agency","Agency Overall","2010","0","N/A","0","0"
"Department of Health and Human Services","Agency Overall","2010","41 U.S.C. 253b(m)","Hornbostel v. U.S. Dep't. of Interior, 305 F.Supp.2d 21 (D.D.C. 2003)","Technical proposal not incorporated into a final contract","50"
"Department of Health and Human Services","Agency Overall","2010","42 U.S.C. 242m(d) (Public Health Service Act 308(d))","","Identifiable information for certain research and statistical activities.","2"
"Department of Health and Human Services","Agency Overall","2010","42 U.S.C. 300aa-12(d)(4)(A)","Diane and Craig Arpino on behalf of Joseph Craig Arpino, Somers Point, New Jersey, HRSA - Fed. Cl. Number 040005V","Medical records presented to a Special Master in National Vaccine Injury Compensation Program court proceedings","3"
"Department of Health and Human Services","Agency Overall","2010","42 U.S.C. 11137 (b)","","Adverse reports of a health practitioner's conduct","1"
"Department of Health and Human Services","Agency Overall","2010","21 U.S.C. 331(j)","Anderson v. Department of Health & human Servs., 907 F.2d 936 (10th Cir. 1990)","Trade Secrets","41"
"Department of Health and Human Services","Agency Overall","2010","21 U.S.C. 350d(a)(4)","","Food Registration Documents","1"
"Department of Health and Human Services","Agency Overall","2010","5 U.S.C. app. 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. U.S. EPA, 958 F.2d 1498 (9th Cir. 1992)","Financial disclosure information pertaining to certain government employees","5"
"Department of Health and Human Services","Agency Overall","2010","42 U.S.C. 262a(h)(1)(C)","","Bioterrorism-related information","4"
"Department of Health and Human Services","Agency Overall","2010","18 U.S.C. 208","","Financial disclosure forms/personal financial interest.","4"
"Department of Health and Human Services","Agency Overall","2010","41 U.S.C. 423","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum)","Information that would identify organizations who have submitted proposals prior to the issuance of an award and the disclosure of unfunded grant applications","5"
"Department of Health and Human Services","Agency Overall","2010","5 U.S.C. 7114(b)(4), 7132 (Civil Service Reform Act)","Dubin v. Dep't of Treasury, 555 F. Supp. 408, 412 (N.D. Ga. 1981) (5 U.S.C. 7114(b)(4)), aff'd, 697 F.2d 1093 (11th Cir. 1983) (unpublished table decision)","Pen Register Information","1"
"Department of Health and Human Services","Agency Overall","2010","15 U.S.C. 3710a(c) (Federal Technology Transfer Act)","Pub. Citizen Health Research Group v. NIH, 209 F.Supp. 2d 37, 43, 51 (DDC 2002); DeLorme Pub. Co., Inc. v. NOAA, 917 F.Supp. 867, 871-72 (D.ME. 19960, appeal dismissed per stipulation, No. 96-1601 (1st Cir. July 8, 1996).","Trade secrets or commercial or financial information that is privileged or confidential, under the meaning of section 552(b)(4) of Title 5, which is obtained in the conduct of research or as a result of activities under this chapter,” which pertains to cooperative research and development agreements for the purpose of technological and industrial innovation.","1"
"Department of Health and Human Services","Agency Overall","2010","42 U.S.C. 299c-3(c) and (d) (Public Health Service Act)","None","Raw research data in HCUP database","2"
"National Transportation Safety Board","Agency Overall","2010","49 U.S.C. § 1114(c)(1)","N/A","Any portion of cockpit voice recording (CVR) or the portions of a transcript of a CVR that the Board did not find relevant to an investigation.","6"
"National Transportation Safety Board","Agency Overall","2010","49 U.S.C. § 1114(f)","N/A","Any information relating to Board participation in foreign aircraft accidents, where the country conducting the investigation has not issued its report or 2 years have not elapsed from the date of the accident.","10"
"U.S. Railroad Retirement Board","Agency Overall","2010","45 U.S.C 362(d) and (n)","Association of Retired Railroad Workers v. U.S. Railroad Retirement Board, 830 F.2d 331, 334 (D.C. Cir. 1987)","Names, Addresses, and Medical Records of Claimants under the Railroad Retirement and Unemployment Insurance Acts","10"
"U.S. Agency for Global Media","Agency Overall","2010","22 U.S.C. 1461-1a","","Information produced by VOA for audiences outside the U.S.","1"
"Federal Election Commission","Agency Overall","2010",".","N/A","Pursuant to the Agency's implementing statute, the Commission is prohibited from disclosing ""any notification or investigation made under this section"" of ""any person without the written consent of the person receiving such notification or the person with respect to whom such investigation is made.""  In addition, ""no action by the Commission or any person, and no information derived, in connection with any conciliation attempt made by the Commission"" may be made public ""without the written consent of"" all parties.","6"
"National Mediation Board","Agency Overall","2010","0","N/A","0","0"
"National Indian Gaming Commission","Agency Overall","2010","0","N/A","0","0"
"U.S. Department of State","Agency Overall","2010","8 U.S.C § 1202(f)","Medina-Hincapie v. DOS 700 F.2d 737 (D.C. Cir. 1983)","Records pertaining to the issuance or refusal of visas to enter the US","5494"
"U.S. Department of State","Agency Overall","2010","50 U.S.C.  § 403g","Larson v.DOS 565 F.3d 857 (D.C. Cir. 2009)","CIA sources and methods; functions and personnel","22"
"U.S. Department of State","Agency Overall","2010","10 U.S.C.  § 424","Miller v. DOJ 562 F. Supp. 82 (D.D.C. 2008)","Organizational and personnel information for DIA, NRO and NIMA Information concerning arms export licensing cases","5"
"U.S. Department of State","Agency Overall","2010","22 U.S.C.  § 2778(e)","Council for a Livable World Education Fund v. DOS Docket #96-1807 (D.D.C.  Nov. 23, 1998)","Information concerning arms export licensing cases","8"
"U.S. Department of State","Agency Overall","2010","50 U.S.C. § 402 note","Larson v.DOS 565 F.3d 857 (D.C. Cir. 2009)","Information regarding National Security Agency activities and personnel","6"
"U.S. Department of State","Agency Overall","2010","42 U.S.C. § 2162","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff’d in relevant part & remanded in part on other grounds sub nom, Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","Atomic Energy Act “Restricted Data” pertaining to atomic weapons and special nuclear material","1"
"U.S. Department of State","Agency Overall","2010","5 U.S.C. App3 § 7(b)","No","Protects employees who file complaints or provide information to the Inspector General","1"
"U.S. Department of State","Agency Overall","2010","22 U.S.C. § 4004","No","Foreign Service Act","1"
"U.S. Department of State","Agency Overall","2010","41 U.S.C.  § 253b(m)(1)","Hornbostel v. DOI 305 F. Supp. 2d 21 (D.D.C. 2003)","Protects contractor proposal solicited by and made to executive agency","1"
"U.S. Department of State","Agency Overall","2010","50 U.S.C.  § 2411(c)","Wis. Project on Nuclear Arms Control v. Dept. of Commerce 317 F.3d 275 (D.C. Cir. 2003)","Information concerning export license applications","2"
"U.S. Department of State","Agency Overall","2010","50 USC 1701 Note (PL#99-93 Sec 505)","No","Protects records on arbitration of claims before the Iran-United States Claims Tribunal","2"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2010","n/a","0","0","0"
"Equal Employment Opportunity Commission","Agency Overall","2010","Title VII of the Civil Rights Act of 1964, 42 U.S.C. Sections 2000e-5 and 2000e-8.","EEOC v. Associated Dry Good Corp., 449 U.S. 590 (1981)","Title VII charges conciliation materials, required and case file information","2497"
"Equal Employment Opportunity Commission","Agency Overall","2010","Title I of the Americans with Disabilities Act Amendments Act of 1990, 42 U.S.C. Section 12117.","EEOC v. Associated Dry Good Corp., 449 U.S. 590 (1981)","ADA charges conciliation materials, required reports and case file information","3987"
"United States African Development Foundation","Agency Overall","2010","N/A","N/A","N/A","0"
"American Battle Monuments Commission","Agency Overall","2010","N/A","N/A","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2010","0","N/A","0","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2010","0","N/A","0","0"
"Federal Financial Institutions Examination Council","Agency Overall","2010","o","o","0","0"
"Pension Benefit Guaranty Corporation","Agency Overall","2010","0","N/A","0","0"
"Federal Communications Commission","Agency Overall","2010","5 U.S.C. app. Section 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009).","Financial disclosure information pertaining to certain government employees.","1"
"Federal Communications Commission","Agency Overall","2010","41 U.S.C. Section 253b(m)(1) (National Defense Authorization Act for Fiscal Year 1997)","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 20054).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","1"
