"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Justice","Agency Overall","2021","10 U.S.C. § 130c","ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Nat'l Inst. of Mil. Just. v. DOD, 404 F. Supp. 2d 325, 335-37 (D.D.C. 2005), aff'd on other grounds, 512 F.3d 677 (D.C.
Cir. 2008); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).","Certain ""sensitive information of foreign governments"" and certain international organizations","1"
"Department of Justice","Agency Overall","2021","10 U.S.C. § 424","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intel. Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004). ","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","2"
"Department of Justice","Agency Overall","2021","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRHVPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","1"
"Department of Justice","Agency Overall","2021","13 U.S.C. §§ 8(b), 9(a)","Baldridge v. Shapiro, 455 U.S. 345, 355 (1982).","Certain census data","1"
"Department of Justice","Agency Overall","2021","15 U.S.C. § 6801","Hodes v. HUD, 532 F. Supp. 2d 108, 117 (D.D.C. 2008).","Nonpublic personal information of customers of financial institutions","1"
"Department of Justice","Agency Overall","2021","15 U.S.C. § 18a(h)","N/A","Information submitted in connection with the premerger notification provisions of the Hart-Scott-Rodino Antitrust Improvements Act of 1976","4"
"Department of Justice","Agency Overall","2021","15 U.S.C. § 1314(g)","Motion Picture Ass'n of Am. v. DOJ, No. 80 Civ. 6612, slip op. at 1 (S.D.N.Y. Oct. 6, 1981).","""Any documentary material, answers to written interrogatories, or transcripts of oral testimony"" provided pursuant to certain civil investigative demands pertaining to antitrust investigations","2"
"Department of Justice","Agency Overall","2021","18 U.S.C. § 701","Jones v. IRS, No. 06-CV-322, 2008 WL 1901208, at *3-4 (W.D. Mich. Apr. 25, 2008).","Likeness of any badge, identification card, or other insignia, of the design prescribed by the head of any department or agency of the United States for use by any officer or employee thereof, or any colorable imitation thereof","1"
"Department of Justice","Agency Overall","2021","18 U.S.C. §§ 2510, et seq.","Payne v. DOJ, No. 96-30840, 1997 WL 450139, at *3 (5th Cir. July 11, 1997); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","61"
"Department of Justice","Agency Overall","2021","18 U.S.C. § 3123(d)","Labow v. DOJ, 831 F.3d 523, 527-28 (D.C. Cir. 2016); ACLU v. DOJ, 2014 WL 4954121, at *11 (N.D. Cal. Sept. 30, 2014); Manna v. DOJ, 815 F. Supp. 798, 812 (D.N.J. 1993), aff'd on other grounds, 51 F.3d 1158 (3d Cir. 1995).","Certain court ""order[s] authorizing or approving the installation and use of a pen register or a trap and trace device""; information pertaining to ""the existence of the pen register or trap and trace device or the existence of the investigation""","42"
"Department of Justice","Agency Overall","2021","18 U.S.C. § 3509(d)","Davis v. U.S. Postal Inspection Serv., No. 13-01972, 2014 WL 7014877, at *3 (D.D.C. Dec. 15, 2014)","Certain records containing identifying information pertaining to children involved in criminal proceedings","37"
"Department of Justice","Agency Overall","2021","18 U.S.C. § 3521(b)(1)(g)","Bonadonna v. DOJ, 791 F. Supp. 2d 269, 270 (D. Mass. 2010), aff'd, No. 10 1595, 2011 WL 4770189 (1st Cir. Jan. 7, 2011).","""[T]he identity or location of the person relocated or protected, or any other matter concerning the person or the program after weighing [various factors],"" subject to certain exceptions","12"
"Department of Justice","Agency Overall","2021","18 U.S.C. § 5038(a)","Lavado v. DEA, No. 90-5262, 1991 WL 119586, at *1 (D.C. Cir. June 28, 1991). ","Records of juvenile delinquency proceedings","10"
"Department of Justice","Agency Overall","2021","22 U.S.C. § 3104(c)","Young Conservative Found., Inc. v. U.S. Dep't of Commerce, No. 85-3982, 1987 WL 9244, at *3-4 (D.D.C. Mar. 25, 1987).","Records and reports provided pursuant to subsection (b)(2) of the section of the statute which pertains to certain ""surveys and studies"" regarding international investment and trade","1"
"Department of Justice","Agency Overall","2021","26 U.S.C. §§ 6103, 6105","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232 (D.C. Cir. 2018); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002)
(26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","123"
"Department of Justice","Agency Overall","2021","28 U.S.C. § 652(d)","Yelder v. DOD, 577 F. Supp. 2d 342, 346-47 (D.D.C. 2008).","""[C]onfidential dispute resolution communications""","1"
"Department of Justice","Agency Overall","2021","31 U.S.C. § 3730(b)(2)","N/A","Records pertaining to civil actions for false claims against the United States Government","1"
"Department of Justice","Agency Overall","2021","31 U.S.C. § 5319","Turner v. Dep't of Treasury, No. 15-00007, 2017 WL 1106030 at *7 (E.D. Cal. Mar. 23, 2017); Yunes v. DOJ, 263 F. Supp. 3d 82, 87 (D.D.C. 2017); Council on Am.-Islamic
Rels., Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008). ","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","17"
"Department of Justice","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09- CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","9"
"Department of Justice","Agency Overall","2021","41 U.S.C. § 423(a)(1)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","8"
"Department of Justice","Agency Overall","2021","42 U.S.C. § 300aa-12(d)(4)(A)","Long v. DOJ, 778 F. Supp. 2d 222, 234 (N.D.N.Y. 2011).","""Except as provided in subparagraph (B), information submitted to a special master or the court in a proceeding on a petition [for compensation under the National Vaccine Injury Compensation Program] . . . without the express written consent of the person who submitted the information""","12"
"Department of Justice","Agency Overall","2021","42 U.S.C. § 2000g-2b","N/A","Conciliation assistance data received by the Community","3"
"Department of Justice","Agency Overall","2021","42 U.S.C. § 3789g","N/A","Data received by the Bureau of Justice Statistics and used only for statistical or research purposes","16"
"Department of Justice","Agency Overall","2021","49 U.S.C. § 1114(c)","McGilvra v. NTSB, 840 F. Supp. 100, 102 (D. Colo. 1993).","Certain ""cockpit voice or video recorder recording[s] or transcript[s] of communications by and between flight crew members and ground stations pertaining to [] incident[s] investigated by the [National Transportation Safety] Board""","1"
"Department of Justice","Agency Overall","2021","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403-1(i)(1))","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","1347"
"Department of Justice","Agency Overall","2021","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g)","Assassination Archives & Rsch. Ctr. v. CIA, No. 18-5280, 2019 WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008). ","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","10"
"Department of Justice","Agency Overall","2021","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","1"
"Department of Justice","Agency Overall","2021","Fed. R. Crim. P. 6(e)","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","548"
"Department of Justice","Agency Overall","2021","Pub. L. No. 111- 8, 123 Stat. 524","N/A","Information required to be maintained by Federal Firearms Licensees and information maintained in the ATF Firearms Tracing Systems","102"
"Department of Justice","Agency Overall","2021","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","1"
"Department of Justice","Agency Overall","2021","6 U.S.C. § 1504(d)(3)(B)","NA","A cyber threat indicator or defensive measure shared with the federal government under the Cybersecurity Information Sharing Act of 2015","2"
"Department of Justice","Agency Overall","2021","8 U.S.C. § 1367(a)(2)","N/A","Information that relates to an alien who is the beneficiary of certain applications for relief under the Immigration and Nationality Act","3"
"Department of Justice","Agency Overall","2021","19 U.S.C. § 2155(g)","Intell. Prop. Watch v. U.S. Trade Representative, 205 F. Supp. 3d 334, 345-46 (S.D.N.Y. 2016).","Certain information in connection with trade negotiations that is ""submitted in confidence""","1"
"Department of Justice","Agency Overall","2021","Pub. L. No. 108-447, 118 Stat. 2809, 2859-60; Pub. L. No. 110-161, 121 Stat. 1844, 1903-904; Pub. L. No. 112-55, 125 Stat. 552, 609-10","City of Chi. v. U.S. Dep't of the Treasury, 423 F.3d 777, 781-82 (7th Cir. 2005); P.W. Arms, Inc. v. United States, No. 15-1990-JCC, 2017 WL 319250, at *4 (W.D. Wash. Jan. 23, 2017); Williams v. ATF, No. PWG-15-1969, 2017 WL 3978580 at *5-6 (D. Md. Sept. 8, 2017); Abdeljabbar v. ATF, 74 F. Supp. 3d 158, 173 (D.D.C. 2014)"," Certain firearms database information","1"
"Department of Justice","Agency Overall","2021","Treaty on Cooperation Between the United States of America and Japan on Mutual Legal Assistance in Criminal Matters, U.S.-Jap., Aug. 5, 2003, S. TREATY DOC. 108-12 (2006)","N/A","Evidence obtained by way of a treaty with a confidentiality clause","1"
"Department of Justice","Agency Overall","2021","Treaty on Cooperation Between the United States of America and the United Mexican States for Mutual Legal Assistance, U.S.-Mex., Dec. 9, 1987, S. TREATY DOC. 100-13 (1991)","Dongkuk Int'l, Inc. v. U.S. Dep't of Just., 204 F. Supp. 3d 18, 28 (D.D.C. 2016).","Evidence obtained by way of a treaty with a confidentiality clause","1"
"Office of the Director of National Intelligence","Agency Overall","2021","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g)","Assassination Archives & Rsch. Ctr. v. CIA, No. 18-5280, 2019
WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","271"
"Office of the Director of National Intelligence","Agency Overall","2021","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403- 1(i)(1))","CIA v. Sims, 471 U.S. 159, 167 (1985)","Intelligence sources and methods","120"
"Selective Service System","Agency Overall","2021","N/A","N/A","N/A","0"
"Federal Open Market Committee","Agency Overall","2021","N/A","N/A","N/A","0"
"General Services Administration","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No.10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011WL 1303221,at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).
","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","9"
"General Services Administration","Agency Overall","2021","31 U.S.C. § 3730(b)(2)","N/A","Records pertaining to civil actions for false claims against the United States Government.","6"
"General Services Administration","Agency Overall","2021","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb.22, 2012): Margolin v. NASA, No. 09-CV-00421-LRH- VPC, 2011 WL 1303221,at *6 (D. New Mar 31, 2011).

","Certain contractor proposals","1"
"General Services Administration","Agency Overall","2021","10 U.S.C. § 130b","Freedom Watch, Inc. v. NSA, 
197 F. Supp. 3d 165, 174 
(D.D.C. 2016); Hiken v. DOD, 
521 F. Supp. 2d 1047, 1062 
(N.D. Cal. 2007); O'Keefe v. 
DOD, 463 F. Supp. 2d 317, 325 
(E.D.N.Y. 2006); Windel v. 
United States, No. A02-306, 
2005 WL 846206, at *2 (D. 
Alaska Apr. 11, 2005). 
","Personally identifiable 
information pertaining to 
""any member of the armed 
forces assigned to an 
overseas unit, a sensitive 
unit, or a routinely 
deployable unit"" and ""any 
employee of the 
Department of Defense or 
of the Coast Guard whose 
duty station is with any 
such unit""","2"
"General Services Administration","Agency Overall","2021","26 U.S.C. §§ 6103, 6105 ","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v.U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C.§§ 6103,6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23,
27-29 (D.D.C. 2002) (26 U.S.C. § 6105).
","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information.","2"
"General Services Administration","Agency Overall","2021","41 U.S.C. § 2102 (amending 41 U.S.C. § 423 (a)(1))* ","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4,
2001) (dictum).
","Contractor bid or proposal information; source selection information.","4"
"National Endowment for the Arts","Agency Overall","2021","N/A","N/A","N/A","0"
"Federal Labor Relations Authority","Agency Overall","2021","N/A","N/A","N/A","0"
"U.S. Department of State","Agency Overall","2021","8 U.S.C. § 1202(f) (Immigration and Nationality Act) ","Medina-Hincapie v. Dep't of State, 700 F.2d 737, 741-42 (D.C. Cir. 1983); DeLaurentiis v. Haig, 686 F.2d 192, 194 (3d Cir. 1982); Judicial Watch, Inc. v. U.S. Dep't of State, 650 F. Supp. 2d 28, 33 (D.D.C. 2009); Smith v. DOJ, No. 81-CV-813, 1983 U.S. Dist. LEXIS 10878, at *13-14 (N.D.N.Y. Dec. 13, 1983).  ","Certain records pertaining to the issuance or refusal of visas to enter the United States","5762"
"U.S. Department of State","Agency Overall","2021","10 U.S.C. § 424","Hamdan v. DOJ, 797 F.3d 759,
776 (9th Cir. 2015); Freedom
Watch, Inc. v. NSA, 197 F.
Supp. 3d 165, 174 (D.D.C.
2016); Wickwire Gavin, P.C. v.
Def. Intel. Agency, 330 F.
Supp. 2d 592, 602 (E.D. Va.
2004). ","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","4"
"U.S. Department of State","Agency Overall","2021","22 U.S.C. §§ 1461¸ 1461-1a (Foreign Affairs Reform and Restructuring Act)","Essential Info., Inc. v. USIA, 134 F.3d 1165, 1168 (D.C. Cir. 1998). ","Certain program information prepared by the United States Information Agency","5"
"U.S. Department of State","Agency Overall","2021","22 U.S.C. § 2778(e) (Arms Export Control Act)","Council for a Livable World v. U.S. Dep't of State, No. 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998). ","Certain information pertaining to export license applications","2"
"U.S. Department of State","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004). ","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","5"
"U.S. Department of State","Agency Overall","2021","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note) (National Security Agency Act of 1959)","Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010) (per curiam); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y. Feb. 9, 2009), summary affirmance granted, 354 F. App'x. 591 (2d Cir. 2009). ","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","3"
"U.S. Department of State","Agency Overall","2021","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g) (Central Intelligence Agency Act of 1949)","Assassination Archives & Rsch.
Ctr. v. CIA, No. 18-5280, 2019
WL 691517 (D.C. Cir. Feb. 15,
2019) (per curiam); ACLU v.
DOJ, 681 F.3d 61, 72-75 (2d
Cir. 2012); Berman v. CIA,
501 F.3d 1136, 1137-38, 1140
(9th Cir. 2007);
Makky v. Chertoff, 489 F.
Supp. 2d 421, 442 (D.N.J.
2007), aff'd on other grounds,
541 F. 3d 205 (3d Cir. 2008). ","Intelligence sources and
methods; certain
information pertaining to
Agency employees,
specifically: ""the
organization, functions,
names, official titles,
salaries, or numbers of
personnel employed by the
Agency","2"
"U.S. Department of State","Agency Overall","2021","7 U.S.C. § 1502(c)(1) (Federal Crop Insurance Act)","Bush v. U.S. Dep't of Agric., No. 16-4128, 2017 WL 3568672, at *7 (N.D. Iowa Aug. 17, 2017)."," Certain information furnished by a producer under the Federal Crop Insurance Act.","2"
"U.S. Department of State","Agency Overall","2021","7 U.S.C. § 2018(c)","Argus Leader Media v. USDA, 740 F. 3d 1172, 1175-76 (8Cir. 2014).","Information obtained pursuant to chapter 51 of title 7 of the United States Code, which concerns the handling of information submitted by applicants to the Supplemental Nutrition Assistance Program","1"
"U.S. Department of State","Agency Overall","2021","18 U.S.C. § 208(d)(1)","Seife v. NIH, 874 F. Supp. 2d 248, 256 (S.D.N.Y. 2012).","Providing that “a copy of any determination granting an exemption under subsection (b)(1) or (b)(3) [from application of penalties for acts affecting personal financial interests determined to constitute bribery, graft, or conflicts of interest] shall be made available to the public,” but exempting from this disclosure requirement “any information contained in the determination that would be exempt from disclosure under section 552 of title 5”","4"
"U.S. Department of State","Agency Overall","2021","19 U.S.C. § 2155(g) (Trade Act)","Intellectual Prop. Watch v. U.S. Trade Representative, 205 F. Supp. 3d 334, 345-46 (S.D.N.Y. 2016)."," Certain information in connection with trade negotiations that is “submitted in confidence.”","2"
"U.S. Department of State","Agency Overall","2021","20 U.S.C. § 1099c-1 (Higher Education Act)","Bagwell v. U.S. Dep't of Educ., 183 F. Supp. 3d 109, 126-27 (D.D.C. 2016)."," Certain program review reports and institutional responses until the Department of Education issues a final program review determination.","1"
"U.S. Department of State","Agency Overall","2021","21 U.S.C. § 387f(c) (Tobacco Regulations Federal Retirement Reform Act)","Rozema v. HHS, 167 F. Supp. 3d 324, 341 (N.D.N.Y. 2016).","Certain information reported to or obtained by the Secretary which is exempt from discourse under Exemption 4 of the FOIA","1"
"U.S. Department of State","Agency Overall","2021","28 U.S.C. § 652(d) (Alternative Dispute Resolution Act of 1998)","Yelder v. DOD, 557 F. Supp. 2d 342, 346-47 (D.D.C. 2008).","“[C]onfidential dispute resolution communications”","1"
"U.S. Department of State","Agency Overall","2021","39 U.S.C. § 3016(d) (Deceptive Mail Prevention and Enforcement Act)","Gov't Accountability Project v. FDA, 206 F. Supp. 3d 420, 433 (D.D.C. 2016) (dictum)."," Documentary material provided pursuant to any subpoena issued under Deceptive Mail Prevention Enforcement Act.","3"
"U.S. Department of State","Agency Overall","2021","52 U.S.C. § 30109(a)(12)(A) (formerly at 2 U.S.C. § 437(a)(12)(A)) (Federal Election Campaign Act)","Gov't Accountability Project v. FDA, 206 F. Supp. 3d 420, 433 (D.D.C. 2016).","Any notification or investigation made under this section of the Federal Election Campaign Act pertaining to federal campaign funds","2"
"U.S. Department of State","Agency Overall","2021","P. L. No. 111-83 123 Stat. 2142 (Protected National Security Documents Act 2009)","ACLU v.  DOD, 901 F. 3d 125, 133, (2d Cir. 2018)."," Certain photographs related to the treatment of individuals engaged, captured, or detained after September 11, 2001.","1"
"U.S. Department of State","Agency Overall","2021","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General.","10"
"U.S. Department of State","Agency Overall","2021","6 U.S.C. 673","The text of the statute explicitly prohibits disclosure under FOIA"," Protection of voluntarily shared critical infrastructure information
","11"
"National Aeronautics and Space Administration","Agency Overall","2021","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","6"
"National Aeronautics and Space Administration","Agency Overall","2021","22 U.S.C. § 2778(e) ","Council for a Livable World v. U.S. Dep't of State, 1998 U.S. Dist. LEXIS 23642 at *11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","19"
"National Aeronautics and Space Administration","Agency Overall","2021","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1)) ","Legal & Safety Emp. Rsch., Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 24098652, at *3-4 (.E.D. CAL. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","8"
"National Aeronautics and Space Administration","Agency Overall","2021","54 U.S.C. § 307103","N/A","Information about the location, character or ownership of a historic property","1"
"Denali Commission","Agency Overall","2021","N/A","N/A","N/A","0"
"U.S. Election Assistance Commission","Agency Overall","2021","N/A","N/A","N/A","0"
"U.S. Railroad Retirement Board","Agency Overall","2021","45 U.S.C. 362(d)","Ass'n of Retired R.R. Workers v. U.S. R.R. Ret. Bd., 830 F.2d 331, 334 (D.C. Cir. 1987); Nat'l Ass'n of Retired & Veteran Ry. Emp.'s v. R.R. Ret. Bd., 1991 U.S. Dist, LEXIS 21923 at *7 (N.D. Ohio Feb. 20, 1991).","Information obtained by the Railroad Retirement Board that reveals, in any manner, an employee's identity","11"
"Social Security Administration","Agency Overall","2021","26 U.S.C. §§ 6103, 6105 ","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232 (D.C. Cir. 2018); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","8"
"Social Security Administration","Agency Overall","2021","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"Central Intelligence Agency","Agency Overall","2021","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g) ","Assassination Archives & Rsch. Ctr. v. CIA, No. 18-5280, 2019 WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: “the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency”","1631"
"Central Intelligence Agency","Agency Overall","2021","10 U.S.C § 424","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intel. Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of an organization, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial Intelligence Agency","8"
"Central Intelligence Agency","Agency Overall","2021","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403-1(i)(1))","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence Sources and Methods","1630"
"Central Intelligence Agency","Agency Overall","2021","10 U.S.C. § 130(a)","Newport Aeronautical Sales v. Dept. of the Air Force, 684 F.3d 160, 168 (D.C. Cir., 2012); Chenkin v. Dept. of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907, at *8 (E.D. Pa. Jan 14, 1994), aff’d, 61 F.3d 894 (3d. Cir. 1995) (unpublished table decision).","Certain “technical data with military or space application in the possession of, or under the control of, the Department of Defense.”","2"
