"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Defense","Agency Overall","2023","10 U.S.C. § 2371(i)","N/A","Research projects: Transactions other than contracts and grants","4"
"Department of Defense","Agency Overall","2023","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep’t of the
Interior, 305 F. Supp. 2d 21, 30
(D.D.C. 2003), summary
affirmance granted, No. 03-
5257, 2004 WL 1900562 (D.C.
Cir. Aug. 25, 2004); Starkey v.
U.S. Dep’t of the Interior, 238
F. Supp. 2d 1188, 1193-94
(S.D. Cal. 2002).","Information pertaining to the nature and location of certain archaeological resources","53"
"Department of Defense","Agency Overall","2023","18 U.S.C. § 798","Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); ACLU v. ODNI, No. 10-4419, 2012 WL 1117114, at *4 (S.D.N.Y. Mar. 30, 2012); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla. Dec. 3, 2007), aff'd per curiam, 287 F. App'x 770 (11th Cir. 2008); Gilmore v. NSA, No. C 92-3646, 1993 U.S. Dist. LEXIS 7694, at *26-27 (N.D. Cal. May 3, 1993); Winter v. NSA, 569 F. Supp. 545, 546-48 (S.D. Cal. 1983).","Certain classified information pertaining to the communication intelligence and cryptographic devices of the United States or any foreign government","559"
"Department of Defense","Agency Overall","2023","18 U.S.C. § 3509(d)","Corley v. DOJ, 998 F.3d 981, 982-85 (D.C. Cir. 2021).","Certain records containing identifying information pertaining to children involved in criminal proceedings","361"
"Department of Defense","Agency Overall","2023","22 U.S.C. § 2778(e)","Council for a Livable World v. U.S. Dep't of State, No. 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","5"
"Department of Defense","Agency Overall","2023","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","44"
"Department of Defense","Agency Overall","2023","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","15"
"Department of Defense","Agency Overall","2023","42 U.S.C. §§ 2162, 2167, 2168(a)(1)","Meeropol v. Meese, 790 F.2d
942 (D.C. Cir. 1986).","“Restricted Data”
pertaining to atomic
weapons and special
nuclear material and certain
safeguards information for
nuclear material","51"
"Department of Defense","Agency Overall","2023","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403- 1(i)(1))","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","732"
"Department of Defense","Agency Overall","2023","50 U.S.C. § 3507 (formerly at 50 U.S.C. §403g)","Assassination Archives &
Research Ctr. v. CIA, No. 18-
5280, 2019 WL 691517 (D.C.
Cir. Feb. 15, 2019) (per
curiam); ACLU v. DOJ, 681
F.3d 61, 72-75 (2d Cir. 2012);
Berman v. CIA, 501 F.3d 1136,
1137-38, 1140 (9th Cir. 2007);
Makky v. Chertoff, 489 F.
Supp. 2d 421, 442 (D.N.J.
2007), aff’d on other grounds,
541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: &amp;quot;the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency&amp;quot;","115"
"Department of Defense","Agency Overall","2023","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","728"
"Department of Defense","Agency Overall","2023","Pub. L. No. 95-452, 92 Stat. 1101","N/A","Identities of employees that have submitted complaints and or provided information during the
course of an OIG investigation","19"
"Department of Defense","Agency Overall","2023","Pub. L. No. 102-190, 105 Stat. 1290, 1480-1481","N/A","Information concerning US personnel classified as POW.MIA during the Vietnam and Korean Conflicts (McCain Bill)","1"
"Department of Defense","Agency Overall","2023","15 U.S.C. § 3710a(c)","Pub. Citizen Health Rsch. Grp.
v. NIH, 209 F. Supp. 2d 37, 43,
51 (D.D.C. 2002); DeLorme
Pub. Co., Inc. v. NOAA, 917 F.
Supp. 867, 871-72 (D. Me.
1996), appeal dismissed per
stipulation, No. 96-1601 (1st
Cir. July 8, 1996).","“[T]rade secrets or
commercial or financial
information that is
privileged or confidential,
under the meaning of
section 552(b)(4) of Title 5,
which is obtained in the
conduct of research or as a
result of activities under
this chapter,” which
pertains to cooperative
research and development
agreements for the purpose
of technological and
industrial innovation","1"
"Department of Defense","Agency Overall","2023","10 U.S.C. § 14104(a)","N/A","Proceedings from selection and special selection boards for reserve officers","1"
"Department of Defense","Agency Overall","2023","42 U.S.C. § 262a(h)(1)","Civ. Beat L. Ctr. for the Pub. Int. v. CDC, 929 F.3d 1079, 1084-85 (9th Cir. 2019).","Certain categories of information relating to biological agents and toxins","3"
"Department of Defense","Agency Overall","2023","Pub. L. No. 108-447, 118Stat. 2809, 2859-60 Pub. L. No. 110-161, 121Stat. 1844, 1903-904 Pub. L. No. 112-55, 125 Stat.552, 609-10","City of Chi. v. U.S. Dep’t of the
Treasury, 423 F.3d 777, 781-82
(7th Cir. 2005); P.W. Arms,
Inc. v. United States, No. 15-
1990-JCC, 2017 WL 319250, at
*4 (W.D. Wash. Jan. 23, 2017);
Williams v. ATF, No. PWG-15-
1969, 2017 WL 3978580 at *5-
6 (D. Md. Sept. 8, 2017);
Abdeljabbar v. ATF, 74 F.
Supp. 3d 158, 173 (D.D.C.
2014).","Certain firearms database
information","2"
"Department of Defense","Agency Overall","2023","5 U.S.C. § 407 (formerly at 5 U.S.C. app. 3 § 7(b))","Wash. Post Co. v. Special Inspector Gen. for Afg. Reconstr., 486 F. Supp. 3d 141, 166 (D.D.C. 2020).","Names of employees who provide information or complaints to the Inspector General","1"
"Department of Defense","Agency Overall","2023","5 U.S.C. § 13109(a)(2) (formerly at 5 U.S.C. app. 4 § 107(a)(2))","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Off. for U.S. Att'ys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","4"
"Department of Defense","Agency Overall","2023","Pub. L. No. 111-83, 123 Stat. 2142","ACLU v. DOD, 901 F.3d 125, 133 (2d Cir. 2018).","Certain photographs related to the treatment of individuals engaged, captured, or detained after September 11, 2001","2"
"Department of Defense","Agency Overall","2023","15 U.S.C. §§ 46(f), 57b-2(f)","A. Michael's Piano, Inc. v. FTC, 18 F.3d 138, 143-44 (2d Cir. 1994) (15 U.S.C. § 57b-2); Ctr. for Digit. Democracy v. FTC, 189 F. Supp. 3d 151, 158-59 (D.D.C. 2016) (15 U.S.C. § 46(f)); Ayuda, Inc. v. FTC, 70 F. Supp. 3d 247, 278-79 (D.D.C. 2014) (15 U.S.C. § 57b-2); Nat'l Educ. Ass'n v. FTC, No. 79-959-S, 1983 WL 1883, at *1 (D. Mass. Sept. 26, 1983) (15 U.S.C. § 57b-2).","""[A]ny trade secret or any commercial or financial information which is obtained from any person and which is privileged or confidential"" and certain investigative materials received by the FTC and ""provided pursuant to any compulsory process under this subchapter or which is provided voluntarily in place of such compulsory process""","2"
"Department of Defense","Agency Overall","2023","18 U.S.C. § 5038 (a)","Lavado v. DEA, No. 90-5262, 1991 WL 119586, at *1 (D.C. Cir. June 28, 1991).","Records of juvenile delinquency proceedings","1"
"Department of Defense","Agency Overall","2023","19 U.S.C. § 1677f","Mudge Rose Guthrie Alexander & Ferdon v. U.S. Int'l Trade Comm'n, 846 F.2d 1527, 1530-31 (D.C. Cir. 1988).","Certain ""information submitted to the administering authority or the [United States International Trade] Commission which is designated as proprietary by the person submitting the information""","1"
"Department of Defense","Agency Overall","2023","26 U.S.C. §§ 6103, 6105","Nosal v. IRS, 523 F. Supp. 3d 72, 79 (D.D.C. 2021); Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232, 1237 (D.C. Cir. 2018); Leonard v. U.S. Dep’of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","7"
"Department of Defense","Agency Overall","2023","50 U.S.C. § 4565(c)(1)","Minor v. U.S. Dep’t of the Treasury, No. 20-02836, slip op. at 5 (D.S.C. Aug. 5, 2021) (unpublished disposition).","Information or documentary material filed with the Committee on Foreign Investment in the United States","4"
"Department of Defense","Agency Overall","2023","54 U.S.C. § 307103 (formerly at 16 U.S.C. § 470w-3)","N/A","Information about the location, character, or ownership of a historic property","20"
"Department of Defense","Agency Overall","2023","18 U.S.C. §§ 2510, et seq.","Payne v. DOJ, No. 96-30840, 1997 WL 450139, at *3 (5th Cir. July 11, 1997); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","57"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2023","N/A","N/A","N/A","0"
"Department of the Interior","Agency Overall","2023","10 U.S.C. § 3309 (formerly at 2305(g))","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 095633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09- 00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","5"
"Department of the Interior","Agency Overall","2023","16 U.S.C. § 470aaa-8","N/A","Information concerning the nature and specific location of a paleontological resource","8"
"Department of the Interior","Agency Overall","2023","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 2930 (D.D.C. 2003), summary affirmance granted, No. 035257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Starkey v. U.S. Dep’t of the Interior, 238 F. Supp. 2d 1188, 1192-94 (S.D. Cal. 2002).","Information pertaining to the nature and location of certain archaeological resources","38"
"Department of the Interior","Agency Overall","2023","16 U.S.C. § 4304","Black Hills Clean Water All. v. USFS, No. 20-5034, 2022 WL 2340440, at *9 (D.S.D. June 29, 2022).","“Information concerning the specific location of any significant cave . . . [that] create[s] a substantial risk of harm, theft, or destruction of such cave""","3"
"Department of the Interior","Agency Overall","2023","18 U.S.C. § 208(d)(1)","Seife v. NIH, 874 F. Supp. 2d 248, 256 (S.D.N.Y. 2012).","Providing that ""a copy of any determination granting an exemption under subsection (b)(1) or (b)(3) [from application of penalties for acts affecting personal financial interests determined to constitute bribery, graft, or conflicts of interest] shall be made available to the public,"" but exempting from this disclosure requirement ""any information contained in the determination that would be exempt from disclosure under section 552 of title 5""","3"
"Department of the Interior","Agency Overall","2023","25 U.S.C. § 2103(c)","N/A","Information related to decisions to grant/disapprove minerals agreements for Indian tribes","3"
"Department of the Interior","Agency Overall","2023","26 U.S.C. §§ 6103, 6105","Nosal v. IRS, 523 F. Supp. 3d 72, 79 (D.D.C. 2021); Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232, 1237 (D.C. Cir. 2018); Leonard v. U.S. Dep’of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","2"
"Department of the Interior","Agency Overall","2023","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Emp. Rsch., Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum). ","Contractor bid or proposal information; source selection information","9"
"Department of the Interior","Agency Overall","2023","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09- 00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 035257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","29"
"Department of the Interior","Agency Overall","2023","54 U.S.C. § 100707 (formerly at 16 U.S.C. § 5937)","Hornbostel v. U.S. Dep't of the Interior, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Sw. Ctr. for Biological Diversity v. USDA, 314 F.3d 1060, 1062 (9th Cir. 2002); Pease v. U.S. Dep't of Interior, No. 99-113, slip op. at 2, 4 (D. Vt. Sept. 17, 1999).  ","Information pertaining to: ""endangered, threatened, rare, or commercially valuable"" National Park System resources; ""mineral or paleontological objects within units of the National Park System""; or ""objects of cultural patrimony within units of the National Park System""","17"
"Department of the Interior","Agency Overall","2023","54 U.S.C. § 307103 (formerly at 16 U.S.C. § 470w-3)","N/A","Information about the location, character, or ownership of a historic property.","8"
"Department of the Interior","Agency Overall","2023","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","2"
"National Archives and Records Administration","Agency Overall","2023","5 U.S.C. §552 note","N/A","Records related to any active or inactive investigation, inquiry, or prosecution of the Nazi war crimes by the Office of Special Investigations of the U.S. Department of Justice","1"
"National Archives and Records Administration","Agency Overall","2023","5 U.S.C. §  574(j)","N/A","Dispute resolution communications","1"
"National Archives and Records Administration","Agency Overall","2023","10 U.S.C.  § 130(a)","Newport Aeronautical Sales v. Dep't of the Air Force, 684 F.3d 160, 168 (D.C. Cir. 
2012); Chenkin v. Dep't of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907, at *8 
(E.D. Pa. Jan. 14, 1994), aff'd, 61 F.3d 894 (3d Cir. 1995) (unpublished table decision).","Certain ""technical data with military or space application in the possession of, or under the control of, the Department of Defense""","2"
"National Archives and Records Administration","Agency Overall","2023","10 U.S.C. §  130b","Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O'Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to “any member of the armed forces assigned to an overseas unit, a 
sensitive unit, or a routinely deployable unit” and “any employee of the Department 
of Defense or of the Coast Guard whose duty station is with any such unit”","1"
"National Archives and Records Administration","Agency Overall","2023","10 U.S.C. §  424","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intel. Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of an 
organization, and certain information 
pertaining to, employees of the Defense 
Intelligence Agency, the National 
Reconnaissance Office, and the National 
Geospatial-Intelligence Agency","4"
"National Archives and Records Administration","Agency Overall","2023","18 U.S.C. §§  2510, et  seq. (Title III  of the  Omnibus  Crime  Control and  Safe Streets  Act)","Payne v. DOJ, No. 96-30840, 1997 WL 
450139, at *3 (5th Cir. July 11, 1997); Lam Lek Chong v. DEA, 929 F.2d 729, 732
-33 (D.C. Cir. 1991).","Wiretap requests and the contents of any wire, oral, or electronic communication 
obtained through wiretaps","5"
"National Archives and Records Administration","Agency Overall","2023","26 U.S.C. §§  6103, 6105  (Internal  Revenue  Code)","Nosal v. IRS, 523 F. Supp. 3d 72, 79 (D.D.C. 2021); Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232, 1237 
(D.C. Cir. 2018); Leonard v. U.S. Dep’of Treasury, 590 F. App’x. 141, 143-44 (3d 
Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 
2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third 
parties, and certain tax convention 
information","22"
"National Archives and Records Administration","Agency Overall","2023","42 U.S.C. §§  2162, 2167,  2168(a)(1)  (Atomic  Energy Act)","Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 
1986).","“Restricted Data” pertaining to atomic weapons and special nuclear material and 
certain safeguards information for nuclear material","23"
"National Archives and Records Administration","Agency Overall","2023","50 U.S.C. §  3024(i)(1)  (formerly at  50 U.S.C. §  403 -1(i)(1))  (National  Security Act  of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","76"
"National Archives and Records Administration","Agency Overall","2023","50 U.S.C. §  3507  (formerly at  50 U.S.C. §  403g)  (Central  Intelligence  Agency Act  of 1949)","Assassination Archives & Rsch. Ctr. v. CIA, No. 18-5280, 2019 WL 691517 (D.C. 
Cir. Feb. 15, 2019) (per curiam); ACLU v. 
DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Berman v. CIA, 501 F.3d 1136, 1137
-38, 1140 (9th Cir. 2007); Makky v. 
Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 
2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain 
information pertaining to Agency employees, specifically: “the organization, 
functions, names, official titles, salaries, or
numbers of personnel employed by the 
Agency”","25"
"National Archives and Records Administration","Agency Overall","2023","50 U.S.C. §  3605 (formerly at  50 U.S.C. §  402 note)  (National  Security  Agency Act  of 1959)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. 
NSA, 378 F. App’x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009).","Information pertaining to the functions or 
organization of NSA; certain information 
pertaining to NSA employees","7"
"National Archives and Records Administration","Agency Overall","2023","Fed. R.  Crim. P.  6(e),  enacted by  Act of July  30, 1977,  Pub. L. No.  95-78, § 2,  91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) 
(per curium); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Att’y Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. 
Dep’t of Treasury, 570 F. Supp. 2d 749, 
776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","34"
"Department of Labor","Agency Overall","2023","44 U.S.C. § 3501 note","        ","Data or information acquired under a pledge of confidentiality for exclusively statistical purposes      ","7"
"U.S. Interagency Council on Homelessness","Agency Overall","2023","N/A","N/A","N/A","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2023","N/A","N/A","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2023","5 U.S.C. § 13109(a)(2) (formerly at 5 U.S.C. app. 4 § 107(a)(2))","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Off. for U.S. Att’ys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees ","1"
"Advisory Council on Historic Preservation","Agency Overall","2023","N/A","N/A","N/A","0"
"U.S. International Development Finance Corporation","Agency Overall","2023","N/A","N/A","N/A","0"
"Office of Special Counsel","Agency Overall","2023","N/A","N/A","N/A","0"
"Federal Open Market Committee","Agency Overall","2023","N/A","N/A","N/A","0"
"Department of Agriculture","Agency Overall","2023","5 U.S.C. § 574(j)","N/A","Dispute resolution communications.","6"
"Department of Agriculture","Agency Overall","2023","7 U.S.C §608(d)(2)","N/A","Information for marketing order programs that is categorized as trade secrets and commercial or financial information","1"
"Department of Agriculture","Agency Overall","2023","7 U.S.C. § 1502(c)(1)","Bush v. U.S. Dep’t of Agric., No. 16 - 4128, 2017 WL 3568672, at *7 (N.D. Iowa Aug. 17, 2017).","Certain information furnished by a producer under the Federal Crop Insurance Act.","9"
"Department of Agriculture","Agency Overall","2023","7 U.S.C. § 2018(c)","Argus Leader Media v. USDA, 740 F.3d 1172, 1175-76 (8th Cir. 2014).","Information obtained pursuant to chapter 51 of title 7 of the United States Code, which concerns the handling of information submitted by applicants to the Supplemental Nutrition Assistance Program","1"
"Department of Agriculture","Agency Overall","2023","7 U.S.C. § 2276(a)(2)","Strunk v. U.S. Dept. of Interior, 752 F. Supp. 2d 39, 44-45 (D.D.C. 2010).","""[I]nformation furnished under a provision of law referred to in subsection (d) of this section . . . unless such information has been transformed into a statistical or aggregate form that does not allow the identification of the person who supplied particular information""","66"
"Department of Agriculture","Agency Overall","2023","7 U.S.C. § 2706(c)","N/A","Information obtained from reports filed by persons engaged in the production of commercial eggs and persons who receive or otherwise acquire eggs from such persons and who process, prepare for market, or market such eggs, including eggs of their own production.","1"
"Department of Agriculture","Agency Overall","2023","7 U.S.C. § 8791(b)(2)","Cent. Platte Nat. Res. Dist. v. U.S. Dep’t of Agric., 643 F.3d 1142, 1147-48 (8th Cir. 2011); Zanoni v. USDA, 605 F. Supp. 2d 230, 237-38 (D.D.C. 2009).","""[I]nformation provided by an agricultural producer or owner of agricultural land concerning the agricultural operation, farming or conservation practices, or the land itself, in order to participate in programs of the Department"" or ""geospatial information...maintained by the Secretary about agricultural land or operations.""","197"
"Department of Agriculture","Agency Overall","2023","15 U.S.C. § 638(k)(4)","N/A","Information contained within a Small Business Innovative Research (SBIR) and Small Business Technology Transfer (STTR) program evaluation databases.","2"
"Department of Agriculture","Agency Overall","2023","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 29- 30 (D.D.C. 2003), summary affirmance granted, No. 03- 5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Starkey v. U.S. Dep’t of the Interior, 238 F. Supp. 2d 1188, 1192 (S.D. Cal. 2002).","Information pertaining to the nature and location of certain archaeological resources.","42"
"Department of Agriculture","Agency Overall","2023","26 U.S.C. §§ 6103, 6105","Nosal v. IRS, 523 F. Supp. 3d 72, 79 (D.D.C. 2021); Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232, 1237 (D.C. Cir. 2018); Leonard v. U.S. Dep’of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","2"
"Department of Agriculture","Agency Overall","2023","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))","Legal & Safety Emp. Rsch., Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","4"
"Department of Agriculture","Agency Overall","2023","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkerfield v. HUD, No. 10-885, 2012 U.S. Dist. Lexis 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV - 00421, 2011 WL 1303221, at AMS 1 FNS 1 FS 6 REE *6 (D. Nev. Mar. 31, 2011); Hornbostel V. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. 1 9 4 Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","25"
"Department of Agriculture","Agency Overall","2023","44 U.S.C. § 3501 note","N/A","Data or information acquired under a pledge of confidentiality for exclusively statistical purposes ","6"
"Environmental Protection Agency","Agency Overall","2023","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1)) ","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin V. NASA, No 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D. D. C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D. C. Cir. Aug. 25, 2004)
                ","Contractor proposals that
are in the possession or
control of an executive
agency and that have not
been set forth or
incorporated by reference
into contracts
            ","1"
"Environmental Protection Agency","Agency Overall","2023","7 U.S.C. § 136i-1(b) ","Doe v. Veneman, 380 F. 3d 807, 818 (5th Cir. 2004).","“[D]ata, including the
location from which the
data was derived, that
would directly or indirectly
reveal the identity of
individual producers [of
certain pesticides]”","14"
"Environmental Protection Agency","Agency Overall","2023","5 U.S.C. § 407 (formerly at 5 U.S.C. app. 3 § 7(b)) ","Wash. Post Co. v. Special Inspector Gen. for Afg. Reconstr., 486 F. Supp. 3d 141, 166 (D.D.C. 2020).
                ","Names of employees who provide information or complaints to the Inspector General
            ","2"
