"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"National Archives and Records Administration","Agency Overall","2016","5 U.S.C. § 574(j)","N/A","Dispute resolution communications","6"
"National Archives and Records Administration","Agency Overall","2016","Pub. L. No. 105-246, 112 Stat 1859 (Nazi War Crimes Disclosure Act)","N/A","Records related to or supporting any active or inactive investigation, inquiry, or prosecution by the Office of Special Investigations of the Department of Justice","2"
"Federal Trade Commission","Agency Overall","2016","15 U.S.C.  § 46(f)","Doherty v. FTC, No. 80-0513, 1981 WL 2094, at *3 (D.D.C. June 24, 1981)(15 U.S.C. § 46(f)).","""[Any] trade secret or any commercial or financial information which is obtained from any person and which is privileged and confidential""","63"
"Federal Trade Commission","Agency Overall","2016","15 U.S.C.  § 57b-2(f)","A. Michael's Piano, Inc. v. FTC, 18 F.3d 138, 143-44 (2d Cir. 1994) (15 U.S.C. § 57b-2); Ayuda, Inc. v. FTC, 70 F.Supp.3d 247 (D.D.C. 2014) (15 U.S.C. § 57b-2); Carter, Fullerton & Hayes, LLC v. FTC, 637 F. Supp. 2d 1, 9 (D.D.C. 2009) (15 U.S.C. § 57b-2);","Certain investigative materials received by the FTC and ""provided pursuant to compulsory process under this subchapter or which is provided voluntarily in place of such compulsory process"" or ""consumer complaint information obtained from a foreign source""","168"
"Federal Trade Commission","Agency Overall","2016","15 U.S.C. § 18(a)(h)","Lieberman v. FTC, 771 F.2d 32 (2nd Cir. 1985).","Information submitted in connection with the premerger notification provisions of the Hart Scott-Rodino Antitrust Improvements Act of 1976.","34"
"Harry S. Truman Scholarship Foundation","Agency Overall","2016","N/A","N/A","N/A","0"
"U.S. Interagency Council on Homelessness","Agency Overall","2016","N/A","N/A","N/A","0"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2016","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005)","Financial disclosure information pertaining to certain government employees","1"
"Overseas Private Investment Corporation","Agency Overall","2016","N/A","N/A","N/A","0"
"Selective Service System","Agency Overall","2016","N/A","N/A","N/A","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2016","N/A","N/A","N/A","0"
"Central Intelligence Agency","Agency Overall","2016","50 U.S.C. § 403g (currently at 50 U.S.C. § 3507)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Vhertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F.3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","1201"
"Equal Employment Opportunity Commission","Agency Overall","2016","42 U.S.C.  § 2000e-5(b),  2000e-8(e)(Civil Rights Act  of 1964)","Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); and Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989)","Information pertaining to charges of unlawful employment discrimination practices; information obtained by the EEOC in the investigation of charges of unlawful employment practices.","1512"
"Equal Employment Opportunity Commission","Agency Overall","2016","42 U.S.C.  § 12117","N/A","Information pertaining to charges of unlawful employment discrimination practices under the ADA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.","1009"
"Equal Employment Opportunity Commission","Agency Overall","2016","42 U.S.C.  § 2000ff-6","N/A","Information pertaining to charges of unlawful employment discrimination practices under the GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.","875"
"Equal Employment Opportunity Commission","Agency Overall","2016","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","123"
"Department of Veterans Affairs","Agency Overall","2016","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide Information or complaints to the Inspection General","2"
"Department of Veterans Affairs","Agency Overall","2016","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","35"
"Department of Veterans Affairs","Agency Overall","2016","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1)) (Procurement Integrity Act)","Legal and Safety Research Inc. v. U.S. Dep't of the Army, No. Civ, S0011748, 2001 WL 34098652, at*3-4 (E.D. Cal May 4,2001) (dictum)","Contractor bid or proposal information; source selection information","15"
"Department of Veterans Affairs","Agency Overall","2016","38 U.S.C. § 5701","Ashton v. VA, No. 99-6018, 1999 WL 753331, at *1 (2d Cir. Sept. 3, 1999) (unpublished disposition)","""All files, records, reports, and other papers and documents pertaining to any claim under any of the laws administered by the Secretary and the names and addresses of present or former members of the Armed Forces, and their dependents, in the possession of [VA]""","96"
"Department of Veterans Affairs","Agency Overall","2016","38 U.S.C. § 5705","Schulte & Sun-Sentinel Co. v. VA, No. 86-6251,slip op. at 3-4, 12 (S.D. Fla. Feb. 2, 1996)","Records created by VA as part of its medical quality assurance program; certain other information pertaining to VA's medical qualityassurance program","64"
"Department of Veterans Affairs","Agency Overall","2016","38 U.S.C. § 7332","Palmer v. Derwinski, No. 91-197, slip op. at 3-4 (E.D. Ky, June 10, 1992)","Records of patients being treated for certain conditions","3859"
"Department of Veterans Affairs","Agency Overall","2016","35 U.S.C. § 205","N/A","Information pertaining to invention in which the Federal Government owns or may own a right, title, or interest (including a nonexclusive license) for a reasonable time in order for a patent application to be filed","2"
"Department of Veterans Affairs","Agency Overall","2016","38 U.S.C. § 7451","N/A","Information collected in VA nurse and other health-care personnel wage surveys","3"
"Department of Veterans Affairs","Agency Overall","2016","26 U.S.C. § 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","21"
"James Madison Memorial Fellowship Foundation","Agency Overall","2016","N/A","N/A","N/A","0"
"Marine Mammal Commission","Agency Overall","2016","N/A","N/A","N/A","0"
"Office of the United States Trade Representative","Agency Overall","2016","50 U.S.C. app § 2170(c) (currently at 50 U.S.C. § 4565(c))","","Information or documentary material filed with the President or President's designee pursuant to this section","1"
"Federal Mine Safety and Health Review Commission","Agency Overall","2016","N/A","N/A","N/A","0"
"National Capital Planning Commission","Agency Overall","2016","N/A","N/A","N/A","0"
"Department of Defense","Agency Overall","2016","5 U.S.C. § 574 (j)","","Dispute resolution communications between neutral and a party to the dispute","7"
"Department of Defense","Agency Overall","2016","10 U.S.C. § 128","","Unclassified information pertaining to security measures, including security plans, procedures, and equipment for the physical protection of special nuclear material","10"
"Department of Defense","Agency Overall","2016","10 U.S.C. § 130","Newport Aeronautical Sales v. Dep't of the Air Force, 684 F.3d 160, 165 (D.C. Cir. 2012); Chenkin v. Dep't of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907, at *8 (E.D. Pa. Jan. 14, 1994), aff'd, 61 F.3d 894 (3d Cir. 1995) (unpublished table decision).","Certain ""technical data with military or space application in the possession of, or under the control of, the Department of Defense""","140"
"Department of Defense","Agency Overall","2016","10 U.S.C § 130b","Hall v. CIA, No. 04-00814, 2012 WL 3143839, at * 16 (D.D.C. Aug. 3, 2012); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O'Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to members of the armed forces assigned to ""routinely deployable unit[s]"" and certain employees of DoD and DHS","901"
"Department of Defense","Agency Overall","2016","10 U.S.C. § 130c","Nat'l Inst. of Military Justice v. DOD, 404 F. Supp. 2d 325, 335-37 (D.D.C. 2005), aff'd on other grounds, 512 F.3d 677 (D.C. Cir. 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).","Certain ""sensitive information of foreign governments"" and international organizations","86"
"Department of Defense","Agency Overall","2016","10 U.S.C. § 130d","","Confidential business and unclassified homeland security information shared with State and local personnel","1"
"Department of Defense","Agency Overall","2016","10 U.S.C. § 130e","","DoD critical infrastructure security information","24"
"Department of Defense","Agency Overall","2016","10 U.S.C. § 424","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National  Geospatial Intelligence Agency","347"
"Department of Defense","Agency Overall","2016","10 U.S.C. § 455","","Maps, charts, and geodetic data","22"
"Department of Defense","Agency Overall","2016","10 U.S.C. § 457","","Operational files previously maintained by or concerning activities of the national photographic interpretation center","1"
"Department of Defense","Agency Overall","2016","10 U.S.C. § 613a(a)","","Proceedings from selection and special selection boards for active duty officers and warrant officers","1"
"Department of Defense","Agency Overall","2016","10 U.S.C. § 1102 (National Defense Authorization Act for Fiscal Year 1987)","Goodrich v. Dep't of the Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v. Dep't of the Air Force, 107 F. Supp. 2d 912, 917 (S.D. Ohio 1999).","Medical quality assurance records","12"
"Department of Defense","Agency Overall","2016","10 U.S.C. § 1506(d) and (f)","","Debriefing of a missing person returned to U.S. control from July 8, 1959, forward.","2"
"Department of Defense","Agency Overall","2016","10 U.S.C. § 2254a","","Military flight operations quality assurance information","13"
"Department of Defense","Agency Overall","2016","10 U.S.C § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","151"
"Department of Defense","Agency Overall","2016","10 U.S.C. § 2371(i)","","Research projects: Transactions other than contracts and grants","7"
"Department of Defense","Agency Overall","2016","10 U.S.C. § 2485(h)","","Commissary commercially valuable information","2"
"Department of Defense","Agency Overall","2016","10 U.S.C. § 14104(a)","","Proceedings from selection and special selection boards for reserve officers","3"
"Department of Defense","Agency Overall","2016","15 U.S.C. § 638 (k)(4)","","Protects information contained within a Small Business Innovative Research (SBIR) and Small Business Technology Transfer (STTR) program evaluation databases","1"
"Department of Defense","Agency Overall","2016","16 U.S.C. § 470w-3 (Archaeological Resources Protection Act of 1979)","","National historic preservation","35"
"Department of Defense","Agency Overall","2016","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Information pertaining to the nature and location of certain archaeological resources","30"
"Department of Defense","Agency Overall","2016","18 U.S.C. § 798 (Espionage Act)","Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); ACLU v. ODNI, No. 10-4419, 2012 WL 1117114, at *4 (S.D.N.Y. Mar. 30, 2012); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla. Dec. 3, 2007), aff'd per curiam, 287 F. App'x 770 (11th Cir. 2008); Gilmore v. NSA, No. C 92-3646, 1993 U.S. Dist. LEXIS 7694, at *26-27 (N.D. Cal. May 3, 1993); Winter v. NSA, 569 F. Supp. 545, 546-48 (S.D. Cal. 1983).","Certain classified information pertaining to the communication intelligence and cryptographic devices of the United States or any foreign government","684"
"Department of Defense","Agency Overall","2016","18 U.S.C. § 2510-20 (Title III of the Omnibus Crime Control and Safe Streets Act)","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","1"
"Department of Defense","Agency Overall","2016","18 U.S.C. § 3509(d) (Federal Victims' Protection and Rights Act)","Davis v. U.S. Postal Inspection Serv., No. 13-01972, 2014 WL 7014877, at *3 (D.D.C. Dec. 15, 2014); Rodriguez v. U.S. Dep't of Army, 31 F. Supp. 3d 218, 236-37 (D.D.C. 2014).","Certain records containing identifying information pertaining to children involved in criminal proceedings","164"
"Department of Defense","Agency Overall","2016","22 U.S.C. § 2778(e )","Council for a Livable World v. U.S. Dep't of State, No. 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","14"
"Department of Defense","Agency Overall","2016","26 U.S.C. § 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","1"
"Department of Defense","Agency Overall","2016","35 U.S.C. § 205","","Government inventions information","1"
"Department of Defense","Agency Overall","2016","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","19"
"Department of Defense","Agency Overall","2016","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","11"
"Department of Defense","Agency Overall","2016","42 U.S.C. § 262a(h)","","Bioterrorism-related information","1"
"Department of Defense","Agency Overall","2016","42 U.S.C. § 290dd-2","","Confidentiality of patient records maintained in connection with substance abuse education, prevention, training, treatment, rehabilitation, or research","1"
"Department of Defense","Agency Overall","2016","42 U.S.C. § 2162 (Atomic Energy Act)","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom., Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","""Restricted Data"" pertaining to atomic weapons and special nuclear material","9"
"Department of Defense","Agency Overall","2016","42 U.S.C § 2168(a)(1)(c ) (Atomic Energy Act of 1954)","","Information regarding atomic weapons: Formerly Restricted Data","7"
"Department of Defense","Agency Overall","2016","50 U.S.C. § 403g (currently at 50 U.S.C. § 3507) (Central Intelligence Agency Act of 1949)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, finctions, names, official titles, salaries, or numbers of personnel employed by the Agency""","18"
"Department of Defense","Agency Overall","2016","50 U.S.C. § 3142","","NGA operational files","1"
"Department of Defense","Agency Overall","2016","50 U.S.C. § 432a (currently at 50 U.S.C. § 3143)","Aftergood v. National Reconnaissance Office, 441 F. Supp. 2d 37, 46 (D.D.C. 2006).","Operational files of the National Reconnaissance Office","8"
"Department of Defense","Agency Overall","2016","50 U.S.C. § 3144 (formerly 50 U.S.C. § 432b)","","Operational files of the National Security Agency","2"
"Department of Defense","Agency Overall","2016","Pub. L. No 102-190, 105 Stat. 1290, 1480-1481","","Information concerning US personnel classified as POW.MIA during the Vietnam and Korean Conflicts (McCain Bill)","2"
"Department of Defense","Agency Overall","2016","50 U.S.C. app. § 2411(c) (Export Administration Act of 1979)","Wis. Project on Nuclear Arms Control v. U.S. Dep't of Commerce, 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ'g Co. v. U.S. Dep't of Commerce, 236 F.3d 1286, 1292 (11th Cir. 2001); Lessner v. U.S. Dep't of Commerce, 827 F.2d 1333, 1336-37 (9th Cir. 1987).","Information pertaining to license applications under the Export Administration Act","2"
"Department of Defense","Agency Overall","2016","50 U.S.C. § 402 note (currently at 50 U.S.C. § 3605)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App'x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009); Larson v. Dep't of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y. Feb. 9, 2009), summary affirmance granted, 354 F. App'x. 591 (2d Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","1146"
"Department of Defense","Agency Overall","2016","5 U.S.C. app. 3 § 7(b)","","Names of employees who provide information or complaints to the Inspector General","4"
"Department of Defense","Agency Overall","2016","Pub. L.  No. 111-83, 123 Stat. 2142, 2184","","Protection of photographs related to the treatment of individuals engaged, captured, or detained after September 11, 2001.","1"
"Department of Defense","Agency Overall","2016","50 U.S.C. § 403-1(i)(1) (currently at 50 U.S.C. § 3024(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. May 21, 2012); ACLU v. DOD, 628 F.3d 612, 619, 626 (D.C. Cir. 2011); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007).","Intelligence sources and methods","7"
"Department of Defense","Agency Overall","2016","IG Act of 1978, Sec 7(b), P.L. 95-452","","Confidentiality of employee complaints to the Inspector General","3"
"Defense Nuclear Facilities Safety Board","Agency Overall","2016","N/A","N/A","N/A","0"
"Postal Regulatory Commission","Agency Overall","2016","N/A","N/A","N/A","0"
"Office of National Drug Control Policy","Agency Overall","2016","N/A","N/A","N/A","0"
"National Credit Union Administration","Agency Overall","2016","5 U.S.C. § 574(b)","N/A","Dispute resolution communication between a neutral and a third party.","1"
"U.S. Commission on Civil Rights","Agency Overall","2016","N/A","N/A","N/A","0"
"United States Access Board","Agency Overall","2016","N/A","N/A","N/A","0"
"National Endowment for the Humanities","Agency Overall","2016","N/A","N/A","N/A","0"
"Department of Housing and Urban Development","Agency Overall","2016","42 U.S.C. § 3537a","N/A","Covered selected information during the grant selection process","1"
"Department of Housing and Urban Development","Agency Overall","2016","42 U.S.C. § 3610(d)","West v. Jackson, 448 F. Supp. 2d 207, 212-13 (D.D.C. 2006), summary affirmance granted, No. 06-5281, 2007 WL 1723362 (D.C. Cir. Mar. 6, 2007).","(Fair Housing Act) Records pertaining to conciliation of disputes regarding allegations of unfair housing practices; information derived from housing discrimination investigations and any final investigative reports pertaining to such investigations","16"
"Department of Housing and Urban Development","Agency Overall","2016","41 U.S.C. § 4702","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"Department of Housing and Urban Development","Agency Overall","2016","42 U.S.C. §§ 2000e-5(b)¸ 2000e-8(e) (Civil Rights Act of 1964)","Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989).","Information pertaining to charges of unlawful employment practices; information obtained by the EEOC in investigating charges of unlawful employment practices","1"
"United States International Boundary and Water Commission","Agency Overall","2016","N/A","N/A","N/A","0"
"U.S. Agency for Global Media","Agency Overall","2016","22 U.S.C. §§ 1461, 1461-1a (Foreign Affairs Reform and Restructuring Act)","Essential Info., Inc. v. USIA, 134 F.3d 1165, 1168 (D.C. Cir. 1998).","Certain program information prepared by the United States Information Agency","1"
"Department of Agriculture","Agency Overall","2016","5 U.S.C. § 574(j)","N/A","Dispute resolution communication between a neutral and a party.","3"
"Department of Agriculture","Agency Overall","2016","7 U.S.C. § 608(d)(2)","N/A","Information for marketing order programs that are categorized as trade secrets and commercial or financial information.","1"
"Department of Agriculture","Agency Overall","2016","7 U.S.C. § 1502 (c)","N/A","Personal information in connection with policy holders and/or yield data.","30"
"Department of Agriculture","Agency Overall","2016","7 U.S.C. § 2018(c)","Argus Leader Media v. USDA, 900 F. Supp. 2d 997, 1006 (D.S.D Sept. 27, 2012).","Information obtained pursuant to chapter 51 of title 7 of the United States Code, which concerns the handling of information submitted by applicants to the Supplemental Nutrition Assistance Program.","228"
"Department of Agriculture","Agency Overall","2016","7 U.S.C. § 2276(a)(2) (Food Security Act of 1985)","Strunk v. U.S. Dept. of Interior, 752 F. Supp. 2d, 39, 44 (D.D.C. 2010).","""[I]nformation furnished under a provision of law referred to in subsection (d) of this section . . . unless such information has been transformed into a statistical or aggregate form that does not allow the identification of the person who supplied particular information""","21"
"Department of Agriculture","Agency Overall","2016","7 U.S.C. § 8791","Ctr. for Biological Diversity v. USDA, 626 F3d 1113, 1118 (9th Cir. 2010); Zanoni v. USDA, 605 F. Supp. 2d 230, 237-381 (D.D.C. 2009).","""[I]nformation provided by an agricultural producer or owner of agricultural land concerning agricultural operations, farming, or conservation practices, or the land itself, in order to participate in programs of the Department"" and certain ""geospatial information"" . . . maintained by the Secretary.","266"
"Department of Agriculture","Agency Overall","2016","15 U.S.C. § 3710a(c) (Federal Technology Transfer Act)","Pub. Citizen Health Research Group v. NIH, 209 F. Supp. 2d 37, 43, 51 (D.D.C. 2002); DeLorme Pub. Co., Inc. v. NOAA, 917 F. Supp. 867, 871-72 (D. Me. 1996), appeal dismissed per stipulation, No. 96-1601 (1st Cir. July 8, 1996).","""[T]rade secrets or commercial or financial information that is privileged or confidential, under the meaning of section 552(b)(4) of Title 5, which is obtained in the conduct of research or as a result of activities under this chapter,"" which pertains to cooperative research and development agreements for the purpose of technological and industrial innovation","2"
"Department of Agriculture","Agency Overall","2016","16 U.S.C. § 470hh (Archaeological Resources Protection Act of 1979)","Hornbostel v. U.S. Dep't of Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 19000562 (D.C. Cir. Aug. 25, 2004).","Information pertaining to the nature and location of certain archaeological resources","35"
"Department of Agriculture","Agency Overall","2016","7 U.S.C. § 8401(h)(1)(c)","N/A","Site specific or transfer specific safeguard and security measures used by a registered person to prevent unauthorized access","3"
"Department of Agriculture","Agency Overall","2016","5 U.S. C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","1"
"American Battle Monuments Commission","Agency Overall","2016","N/A","N/A","N/A","0"
"Legal Services Corporation","Agency Overall","2016","Legal Services Corporation Appropriations Act, Pub. L. 104-134, § 509(i)","N/A","Reports pertaining to monetary instruments transactions","3"
"Presidio Trust","Agency Overall","2016","N/A","N/A","N/A","0"
"Department of Labor","Agency Overall","2016","42 U.S.C. § 2000e-5(b), 2000e-8(e) (Civil Rights Act of 1964)","Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); Am. Centennial Ins. Co. v. EEOC, 722 F. Supp 180, 184 (D.N.J. 1989).","Information pertaining to charges of unlawful employment practices; information obtained by the EEOC in investigation charges of unlawful employment practices.","4"
"Department of Labor","Agency Overall","2016","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F. 3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008)","Certain records pertaining to grand jury proceedings.","5"
"Federal Labor Relations Authority","Agency Overall","2016","N/A","N/A","N/A","0"
"Federal Open Market Committee","Agency Overall","2016","N/A","N/A","N/A","0"
"Office of Management and Budget","Agency Overall","2016","N/A","N/A","N/A","0"
