"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Homeland Security","Agency Overall","2014","10 U.S.C. §  424","Physicians for Human Rights v. DOD No RD8-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr 19, 2011); Miller v DOJ, 562 F. Supp 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v Def Intelligence Agency, 330 F. Supp 2d 592, 602 (E.D. Va 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Ageny","4"
"Department of Homeland Security","Agency Overall","2014","19 U.S.C. § 130b","Hiken v. DOD 521 F. Supp 2n 1047, 1062 (N.D. Cal. 2007); O'Keefe v. DOD, 463 F. Supp 2d 317, 325 (E.D.N.Y. 2006); Widel v. United States No. A02=306, 2005 WL 846206, at *2 (D. Alaska Apr 11, 2005).","Personnel in overseas, sensitive, or routinely deployable units; nondisclosure of personally identifying information","2"
"Department of Homeland Security","Agency Overall","2014","Federal Rule of Criminal Procedure 6 (e) Grand Jury","Rugiero v. Dept of Justice, 257 F.3d 534 (6th Cir. 2001); Iglesias v. CIA, 525 F.Supp.547 (D.D.C. 1981).","","3"
"Department of Homeland Security","Agency Overall","2014","8 U.S.C. § 1202(f)  (Immigration and Nationality Act)","Medina-Hincapie v. Dep't of State, 700 F.2d 737, 741-42 (D.C. Cir. 1983); DeLaurentiis v. Haig, 686 F.2d 192, 194 (3d Cir. 1982); Beltranena v. U.S. Dep't of State, 821 F. Supp. 2d 167, 177-78 (D.D.C. 2011); Badalamenti v. U.S. Dep't of State, 899 F. Supp. 542, 547 (D. Kan. 1995); Jan-Xin Zang v. FBI, 756 F. Supp. 705, 711-12 (W.D.N.Y. 1991); Smith v. DOJ, No. 81-CV-813, 1983 U.S. Dist. LEXIS 10878, at *13-14 (N.D.N.Y. Dec. 13, 1983); Holy Spirit Ass'n for Unification of World Christianity, Inc. v. U.S. Dep't of State, 526 F. Supp. 1022, 1031 (S.D.N.Y. 1981).","Certain records pertaining to issuance or refusal of visas to enter the United States","1"
"Department of Homeland Security","Agency Overall","2014","18 U.S.C. § 1961","","","1"
"Department of Homeland Security","Agency Overall","2014","26 U.S.C. § 6103","Church of Scientology v. IRS, 484 U.S. 9 (1987); Long v. IRS, 891 F.2d 222 (9th Cir. 1989)","Certain tax return information and certain tax concention information","1769"
"Department of Homeland Security","Agency Overall","2014","44 U.S.C. § 3541","","","1"
"Department of Homeland Security","Agency Overall","2014","18 U.S.C § 1461","","Mailing obscene or crime-inciting matter","1"
"Federal Mediation and Conciliation Service","Agency Overall","2014","N/A","N/A","N/A","0"
"United States Copyright Office","Agency Overall","2014","N/A","N/A","N/A","0"
"Office of Special Counsel","Agency Overall","2014","N/A","N/A","N/A","0"
"United States International Trade Commission","Agency Overall","2014","19 U.S.C. § 1677(f)","Mudge Rose Guthrie Alexander & Ferdon v. U.S. International Trade Commssion, 846 F.2d 1527, 1530 (D.C. Cir. 1988)","Certain ""information submitted to the administering authority or the [The United States International Trade] Commission is designated as proprietary by the person submitting the information""","1"
"United States International Trade Commission","Agency Overall","2014","19 U.S.C. § 1332(g)","None","Confidential Business Information","3"
"United States International Trade Commission","Agency Overall","2014","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","None","Prohibition on Release of Contract Proposals","1"
"Environmental Protection Agency","Agency Overall","2014","28 U.S.C. § 652(d)","Yelder v. DOD, 577 F. Supp. 2d 342, 347-48 (D.D.C. 2008).","[C]onfidential dispute resolution communications","1"
"Environmental Protection Agency","Agency Overall","2014","42 U.S.C. § 300i-2","N/A","Information related to vulnerability assessments provided to the Administrator","1"
"Environmental Protection Agency","Agency Overall","2014","5 U.S.C. app. § 107(a) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010); Glascoe v. DOJ, No. 04-0486, 2005 WL 1139269, at *1 (D.D.C. May 15, 2005).","Financial disclosure information pertaining to certain government employees","1"
"Environmental Protection Agency","Agency Overall","2014","7 U.S.C. § 136i-1 (Federal Insecticide, Fungicide, and Rodenticide Act)","Doe v. Veneman, 380 F.3d 807, 818 (5th Cir. 2004).","Data ""that would directly or indirectly reveal the identity of individual producers [of certain pesticides]""","23"
"Environmental Protection Agency","Agency Overall","2014","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","11"
"Environmental Protection Agency","Agency Overall","2014","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","1"
"Federal Open Market Committee","Agency Overall","2014","N/A","N/A","N/A","0"
"Securities and Exchange Commission","Agency Overall","2014","15 U.S.C. § 80b-10(b)","N/A","Investment Advisors examinations or investigations","2"
"Securities and Exchange Commission","Agency Overall","2014","15 U.S.C. § 78u-6","N/A","Information that could identify a whistleblower","34"
"Securities and Exchange Commission","Agency Overall","2014","42 U.S.C. § 247d-6b(d)","N/A","Information identifying the location at which materials in the stockpile under subsection (a) of this section are stored","1"
"Securities and Exchange Commission","Agency Overall","2014","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","2"
"Securities and Exchange Commission","Agency Overall","2014","15 U.S.C. 77f §(e)(2)","N/A","""[A]ny information provided to or obtained by the Commission pursuant to this subsection""","1"
"Millennium Challenge Corporation","Agency Overall","2014","N/A","N/A","N/A","0"
"Legal Services Corporation","Agency Overall","2014","Section 509(i) of the 1996  Legal Services Corporation Appropriations Act, Pub. L. 104-134","None","Financial records of LSC-funded recipients","2"
"Federal Communications Commission","Agency Overall","2014","50 U.S.C. § 403g (Central Intelligence Agency Act of 1949)","ACLU v. DOJ, 681 F. 3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically:  ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","1"
"Federal Communications Commission","Agency Overall","2014","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","1"
"Federal Trade Commission","Agency Overall","2014","15 U.S.C. § 46(f)","Doherty v. FTC, No. 80-0513, 1981 WL 2094, at *3 (D.D.C. June 24, 1981) (15 U.S.C. § 46(f)).","""[A]ny trade secret or any commercial or financial information which is obtained from any person and which is privileged or confidential""","35"
"Federal Trade Commission","Agency Overall","2014","15 U.S.C. § 57b-2","A. Michael's Piano, Inc. v. FTC, 18 F.3d 138, 143-44 (2d Cir. 1994) (15 U.S.C. § 57b-2); Carter, Fullerton & Hayes, LLC v. FTC, 637 F. Supp. 2d 1, 9 (D.D.C. 2009) (15 U.S.C. § 57b-2); National Educ. Ass'n v. FTC, No. 79-959-S, 1983 WL 1883, at *1 (D. Mass. Sept. 26, 1983) (15 U.S.C. § 57b-2).","Certain investigative materials received by the FTC and ""provided pursuant to any compulsory process under this subchapter or which is provided voluntarily in place of such compulsory process""","41"
"Federal Trade Commission","Agency Overall","2014","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"Federal Trade Commission","Agency Overall","2014","15 U.S.C. §18a(h)","Lieberman v. FTC, 771 F.2d 32 (2nd Cir. 1985).","Information submitted in connection with the premerger notification provisions of the Hart-Scott-Rodino Antitrust Improvements Act of 1976.","17"
"Federal Trade Commission","Agency Overall","2014","21 U.S.C. § 355","None","Any information or documentary material that may have been filed pursuant to a pharmaceutical agreement notification.","3"
"Department of the Interior","Agency Overall","2014","16 U.S.C. § 4304 (Federal Cave Protection Act of 1988)","None","Information concerning the specific location of any significant cave","4"
"Department of the Interior","Agency Overall","2014","16 U.S.C. § 5937 (National Parks Omnibus Management Act)","Hornbostel v. U.S. Dep't of  the Interior, 305 F. Supp. 2d  21, 30 (D.D.C. 2003),  summary affirmance granted,  No. 03-5257, 2004 WL  1900562 (D.C. Cir. Aug. 25,  2004); Sw. Ctr. for Biological  Diversity v. USDA, 170 F.  Supp. 2d 931, 945 (D. Ariz.  2000), aff'd, 314 F.3d 1060,  1062 (9th Cir. 2002); Pease v.  U.S. Dep't of Interior, No.  1:99CV113, slip op. at 2, 4  (D. Vt. Sept. 17, 1999).","Information pertaining to:  ""endangered, threatened, rare,  or commercially valuable""  National Park System resources;  ""mineral or paleontological  objects within units of the  National Park System""; or  ""objects of cultural patrimony  within units of the National  Park System""","5"
"Department of the Interior","Agency Overall","2014","41 U.S.C.§  2102 (amending 41 U.S.C. § 423(a)(1)) (Procurement Integrity Act)","Legal & Safety Employer  Research, Inc. v. U.S. Dep't of  the Army, No. Civ. S001748,  2001 WL 34098652, at *3-4  (E.D. Cal. May 4, 2001)","Contractor bid or proposal  information; source selection  information","4"
"Department of the Interior","Agency Overall","2014","Fed. R. Crim. P. 32, enacted by Act of July 31, 1975, Pub. L. 94-64, 2, 89 Stat. 370","DOJ v. Julian, 486 U.S. 1, 9  (1988).","Presentence reports and  recommendations","6"
"Department of the Interior","Agency Overall","2014","16 U.S.C. § 470hh (Archaeological Resources Protection Act of 1979)","Hornbostel v. U.S. Dep't of  the Interior, 305 F. Supp. 2d  21, 30 (D.D.C. 2003),  summary affirmance granted,  No. 03-5257, 2004 WL  1900562 (D.C. Cir. Aug. 25,  2004).","Information pertaining to the nature and location of certain archaeological resources","29"
"Department of the Interior","Agency Overall","2014","16 U.S.C. § 470w-3 (National Historic Preservation Act Amendments)","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 32-33 (D.D.C. 2003) (dictum), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004)","Information about the location, character or ownership of a historic resource","9"
"Department of the Interior","Agency Overall","2014","16 U.S.C. § 470aaa-8 (Paleontological Resources Preservation Act)","None","Information concerning the nature and specific location of a paleontological resource","2"
"Department of the Interior","Agency Overall","2014","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10- 885, 2012 U.S. Dist. LEXIS  35233, at *13-15 (S.D. Ohio  Mar. 15, 2012); Margolin v.  NASA, No. 09-CV-00421,  2011 WL 1303221, at *6 (D.  Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of  the Interior, 305 F. Supp. 2d  21, 30 (D.D.C. 2003),  summary affirmance granted,  No. 03-5257, 2004 WL  1900562 (D.C. Cir. Aug. 25,  2004).","Contractor proposals that are in  the possession or control of an  executive agency and that have  not been set forth or  incorporated by reference into  contracts","23"
"Department of the Interior","Agency Overall","2014","25 U.S.C. § 2103(c) (Indian Mineral Development Act of 1982)","Jicarilla Apache v. U.S., 60 Fed. Cl. 611, 613-14 (2004) (dictum) (overturned on other grounds by U.S. v. Jicarilla Apache Nation, 131 S. Ct. 2313 (2011))","Information related to decisions to grant/disapprove minerals agreements for Indian tribes","5"
"Department of the Interior","Agency Overall","2014","Fed. R. Crim. P. 6(e),  enacted by Act of July 30,  1977, Pub. L. No. 95-78,  91 Stat. 319","Sussman v. USMS, 494 F.3d  1106, 1113 (D.C. Cir. 2007);  Fund for Constitutional Gov't  v. Nat'l Archives & Records  Serv., 656 F.2d 856, 867-68  (D.C. Cir. 1981); Durham v.  U.S. Atty. Gen., No. 06-843,  2008 WL 620744, at *2 (E.D.  Tex. Mar. 3, 2008); Cozen  O'Connor v. U.S. Dep't of  Treasury, 570 F. Supp. 2d  749, 776 (E.D. Pa. 2008).","Certain records pertaining to  grand jury proceedings","1"
"Department of the Interior","Agency Overall","2014","26 U.S.C. § 6103 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition); Leonard v. U.S. Dep't of Treasury, No. 10-6625, 2013 WL 4517912, at *2 (D.N.J. Aug. 26, 2013).","Certain tax return information, to include Taxpayer Identification Numbers of third parties","1"
"National Science Foundation","Agency Overall","2014","35 U.S.C. § 122","Irons & Sears v. Dann, 606 F.2d 1215, 1219-21 (D.C.Cir.1979.)","Applications for patents - certain information pertaining to applications for patents","2"
"National Science Foundation","Agency Overall","2014","41 U.S.C. § 4702","Sinkfield. v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Hornbostel v. U.S. Dept. of the Interior, 305 F.Supp.2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","2"
"Court Services and Offender Supervision Agency","Agency Overall","2014","N/A","N/A","N/A","0"
"Overseas Private Investment Corporation","Agency Overall","2014","N/A","N/A","N/A","0"
"Equal Employment Opportunity Commission","Agency Overall","2014","42 U.S.C. § 2000e-5(b), 2000e-8(e)(Civil Rights Act of 1964)","EEOC v. Associated Dry Goods Corp., 449 U.S. 590 (1981); Frito-Lay v. EEOC, 964 F. Supp. 236, 240-43 (W.D. Ky. 1997); and Am. Centennial Ins. Co. v. EEOC, 722 F. Supp. 180, 184 (D.N.J. 1989)","Information pertaining to charges of unlawful employment discrimination practices; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.","3620"
"Equal Employment Opportunity Commission","Agency Overall","2014","42 U.S.C. § 12117","N/A","Information pertaining to charges of unlawful employment practices under the ADA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.","756"
"Equal Employment Opportunity Commission","Agency Overall","2014","42 U.S.C. § 2000ff-6","N/A","Information pertaining to charges of unlawful employment practices under GINA; information obtained by the EEOC in the investigation of charges of unlawful employment practices including conciliation materials; and specific reports and information required to be furnished to the EEOC.","633"
"Department of Agriculture","Agency Overall","2014","7 U.S.C. § 608(d)(2)","None.","Information for marketing order programs that are categorized as trade secrets and commericial or financial information.","1"
"Department of Agriculture","Agency Overall","2014","7 U.S.C. § 1502(c)","None.","Personal information provided by agricultural producer (policy information, yield data, etc.)","13"
"Department of Agriculture","Agency Overall","2014","7 U.S.C. § 2018(c)","Argus Leader Media v. U.S. Dep't of Agriculture, 2012 WL 4482939 (Sept. 27, 2012)","Information obtained pursuant to chapter 51 of title 7 of the United States Code, which concerns the handling of information submitted by applicants to the Supplemental Nutrition Assistance Program","79"
"Department of Agriculture","Agency Overall","2014","7 U.S.C. § 2276(a)(2) (Food Security Act of 1985)","Strunk v. U.S. Dep't of Interior, 752 F. Supp. 2d, 39, 44 (D.D.C 2010).","""[I]nformation furnished under a provision of law referred to in subsection (d) of this section . . . unless such information has been transformed into a statistical or aggregate form that does not allow the identification of the person who supplied particular information""","6"
"Department of Agriculture","Agency Overall","2014","7 U.S.C. § 8791","Ctr. for Biological Diversity v. USDA, 626 F3d. 1113, 1118 (9th Cir. 2010); Zanoni v. USDA, 605 F. Supp. 2d 230, 237-381 (D.D.C. 2009).","""[I]nformation provided by an agricultural producer or owner of agricultural land concerning the agricultural operation, farming or conservation practices, or the land itself, in order to participate in programs of the Department"" and certain ""geospatial information . . . maintained by the Secretary""","230"
"Department of Agriculture","Agency Overall","2014","16 U.S.C. § 470hh (Archaeological Resources Protection Act of 1979)","Hornbostel v. US Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Information pertaining to the nature and location of certain archaeological resources.","23"
"Department of Agriculture","Agency Overall","2014","16 USC 470w-3","None.","Information about the location, character, or ownership of a historic resource","21"
"Department of Agriculture","Agency Overall","2014","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","9"
"National Railroad Passenger Corporation","Agency Overall","2014","N/A","N/A","N/A","0"
"Consumer Product Safety Commission","Agency Overall","2014","15 U.S.C. § 2055(a)(2); Section 6(a)(2) of the Consumer Product Safety Act (CPSA)","Mulloy v. Consumer Prod. Safety Comm'n, No. C-2-85-645, 1985 U.S. Dist. LEXIS 17194, at *2-*5 (S.D. Ohio Aug. 2, 1985)","Trade secret and other confidential business information","213"
"Consumer Product Safety Commission","Agency Overall","2014","15 U.S.C. § 2055(b)(1); Section 6(b)(1) of the CPSA","Consumer Prod. Safety Comm'n v. GTE Sylvania, Inc., 447 U.S. 102, 122 (1980); and Krugler v. U.S. Consumer Prod. Safety Comm'n, 1:03-CV-1905-JTC (N.D. Ga. June 22, 2004), and Reliance Elec. Co. v. Consumer Prod. Safety Comm'n, 924 F.2d 274 (D.C. Cir. 1991)","Information that identifies a particular brand name of a consumer product","137"
"Consumer Product Safety Commission","Agency Overall","2014","15 U.S.C. § 2055(b)(5); Section 6(b)(5) of the CPSA","Reliance Elec. Co. v. Consumer Prod. Safety Comm'n, 924 F.2d 274 (D.C. Cir. 1991)","Information submitted under statutory reporting requirement for certain potentially unsafe consumer products","5"
"Consumer Product Safety Commission","Agency Overall","2014","15 U.S.C. § 2055(e)(1); Section 6(e)(1) of the CPSA","None","Information submitted under statutory reporting requirement for certain consumer products involved in product liability actions","4"
"Consumer Product Safety Commission","Agency Overall","2014","15 U.S.C. §2074(c); Section 25(c) of the CPSA","None","Information that identifies injured persons or those treating injured persons, absent consent","147"
"Commodity Futures Trading Commission","Agency Overall","2014","7 U.S.C. § 12","Hunt v. Commodity Futures Trading Comm'n, 484 F. Supp. 47, 49 (D.D.C. 1979)","""[D]ata and information that would separately disclose the business transactions of any person"" and trade secrets or names of customers gathered in the course of the Commission's investigations under the Commodity Exchange Act.","10"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2014","N/A","N/A","N/A","0"
"Department of Justice","Agency Overall","2014","5 U.S.C. § 574","N/A","Dispute resolution communications","1"
"Department of Justice","Agency Overall","2014","5 U.S.C. app. § 107","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009).","Financial disclosure information pertaining to certain government employees","11"
"Department of Justice","Agency Overall","2014","10 U.S.C. § 130c","Nat'l Inst. of Military Justice v. DOD, 404 F. Supp. 2d 325, 335-37 (D.D.C. 2005), aff'd on other grounds, 512 F.3d 677 (D.C. Cir. 2008), cert. denied, 129 S. Ct. 775 (U.S. 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).","Certain ""sensitive information of foreign governments"" and certain international organizations","1"
"Department of Justice","Agency Overall","2014","10 U.S.C. § 424","Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008); Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","4"
"Department of Justice","Agency Overall","2014","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","2"
"Department of Justice","Agency Overall","2014","15 U.S.C. § 18a(h)","Lieberman v. FTC, 771 F.2d 32 (2d Cir. 1985).","Information submitted in connection with the premerger notification provisions of the Hart-Scott-Rodino Antitrust Improvements Act of 1976","5"
"Department of Justice","Agency Overall","2014","15 U.S.C. § 1314(g)","Motion Picture Ass'n of Am. v. DOJ, No. 80 Civ. 6612, slip op. at 1 (S.D.N.Y. Oct. 6, 1981).","""Any documentary material, answers to written interrogatories, or transcripts of oral testimony"" provided pursuant to certain civil investigative demands pertaining to antitrust investigations","5"
"Department of Justice","Agency Overall","2014","18 U.S.C. § 701","Jones v. IRS, No. 06-CV-322, 2008 WL 1901208, at *3-4 (W.D. Mich. Apr. 25, 2008).","Establishes penalties for: manufacturing, selling, or possessing ""any badge, identification card, or other insignia, of the design prescribed by the head of any department or agency of the United States for use by any officer or employee thereof, or any colorable imitation thereof""; and photographing, printing, making, or executing ""any engraving, photograph, print, or impression in the likeness of any such badge, identification card, or other insignia, or any colorable imitation thereof""","14"
"Department of Justice","Agency Overall","2014","18 U.S.C. § 2251","N/A","Prohibition on sexual exploitation of children","1"
"Department of Justice","Agency Overall","2014","18 U.S.C. §§ 2510-20","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175 (D.C. Cir. Sept. 14, 2007) (per curiam); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991); Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","160"
"Department of Justice","Agency Overall","2014","18 U.S.C. § 3123(d)","Jennings v. FBI, No 03-1651, slip op. at 11-12 (D.D.C. May 6, 2004); Riley v. FBI, No. 00-2378, 2002 U.S. Dist. LEXIS 2632, at *5-6 (D.D.C. Feb. 11, 2002); Manna v. DOJ, 815 F. Supp. 798, 812 (D.N.J. 1993), aff'd on other grounds, 51 F.3d 1158 (3d Cir. 1995).","Certain court ""order[s] authorizing or approving the installation and use of a pen register or a trap and trace device""; information pertaining to ""the existence of the pen register or trap and trace device or the existence of the investigation""","42"
"Department of Justice","Agency Overall","2014","18 U.S.C. § 3153","N/A","Information regarding pre-trial services","3"
"Department of Justice","Agency Overall","2014","18 U.S.C. § 3509(d)","Tampico v. EOUSA, No. 04-2285, slip op. at 8 (D.D.C. Apr. 29, 2005).","Certain records containing identifying information pertaining to children involved in criminal proceedings","11"
"Department of Justice","Agency Overall","2014","18 U.S.C. § 3521 (b)(1)(g)","Bonadonna v. DOJ, 791 F. Supp. 2d 269, 270 (D. Mass. 2010), aff'd, No. 10–1595, 2011 WL 4770189 (1st Cir. Jan. 7, 2011).","""[T]he identity or location of the person relocated or protected, or any other matter concerning the person or the program after weighing [various factors],"" subject to certain exceptions","24"
"Department of Justice","Agency Overall","2014","18 U.S.C. § 4208(c)","DOJ v. Julian, 486 U.S. 1, 9 (1988).","Certain records pertaining to parole determination proceedings","5"
"Department of Justice","Agency Overall","2014","18 U.S.C. § 5038","N/A","Juvenile arrest records","4"
"Department of Justice","Agency Overall","2014","21 U.S.C. § 355","N/A","Any information or documentary material that may have been filed pursuant to a pharmaceutical agreement notification","1"
"Department of Justice","Agency Overall","2014","22 U.S.C. § 1644","N/A","Records pertaining to certain claims against the German Democratic Republic","1"
"Department of Justice","Agency Overall","2014","26 U.S.C. §§ 6103, 6105","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C.             § 6103); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Leonard v. U.S. Dep't of Treasury, No. 10-6625, 2013 WL 4517912, at *2 (D.N.J. Aug. 26, 2013) (26 U.S.C. § 6103); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information and certain tax convention information","69"
"Department of Justice","Agency Overall","2014","28 U.S.C. § 652(d)","Yelder v. DOD, 577 F. Supp. 2d 342, 347-48 (D.D.C. 2008).","[C]onfidential dispute resolution communications","1"
"Department of Justice","Agency Overall","2014","31 U.S.C. § 3730","N/A","Records pertaining to civil actions for false claims against the United States Government","1"
"Department of Justice","Agency Overall","2014","31 U.S.C. § 5311","N/A","Records and reports on monetary instruments transactions","24"
"Department of Justice","Agency Overall","2014","31 U.S.C. § 5319","Hulstein v. DEA, No. 10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008), cert. denied, 129 S. Ct. 2789 (U.S. 2009); Sciba v. Bd. of Governors of the Fed. Reserve Sys., No. 04-1011, 2005 WL 3201206, at *6 (D.D.C. Nov. 4, 2005).","Reports pertaining to monetary instruments transactions filed under Subchapter II of Chapter 53 of Title 31 and records of those reports","11"
"Department of Justice","Agency Overall","2014","41 U.S.C. § 253b(m)(1) (currently at 41 U.S.C. § 4702(b)","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","8"
