"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Department of Education","Agency Overall","2011","41 U.S.C. § 253b(m)(1)","Margolin v. NASA, No. 09­CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor Proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","11"
"Department of Education","Agency Overall","2011","5 U.S.C § 574","n/a","Communications relating to proceedings","4"
"Department of Education","Agency Overall","2011","44 U.S.C. § 3541","n/a","Security controls over information resources supporting Federal operations and systems","1"
"Department of Veterans Affairs","Agency Overall","2011","5 U.S.C. app 3 (IG Act)","","Names or employees who provide information or complaints to the Inspector General.","4"
"Department of Veterans Affairs","Agency Overall","2011","41 U.S.C. 253b(m)(1)","Margolin v. NASA, No. 09¬CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","54"
"Department of Veterans Affairs","Agency Overall","2011","38 U.S.C. 5701","Ashton v. VA, No. 99-6018, 1999 WL 753331, at *1 (2d Cir. Sept. 3, 1999) (unpublished disposition).","Records pertaining to any claim filed with the Department for names and addresses of present and former members of the Armed Forces and their dependents","1417"
"Department of Veterans Affairs","Agency Overall","2011","38 U.S.C. 5705","Schulte & Sun-Sentinel Co. v. VA, No. 86-6251, slip op. at 3-4, 12 (S.D. Fla. Feb. 2, 1996).","Records created by VA as part of its medical quality-assurance program; certain other information pertaining to VA's medical quality-assurance program","58"
"Department of Veterans Affairs","Agency Overall","2011","38 U.S.C. 7332","Palmer v. Derwinski, No. 91-197, slip op. at 3-4 (E.D. Ky. June 10, 1992).","Records of the identity, diagnosis, prognosis, or treatment of any patient or subject which are maintained in connection with the performance of any program or activity relating to drug abuse, alcoholism, or alcohol abuse, infection with the human immunodeficiency virus (HIV) or sickle cell anemia","1921"
"Department of Veterans Affairs","Agency Overall","2011","35 U.S.C. 205","","Information pertaining to invention in which the Federal Government owns or may own a right, title, or interest (including a nonexclusive license) for a reasonable time in order for a patent application to be filed.","3"
"Department of Veterans Affairs","Agency Overall","2011","38 U.S.C. 7451","","Information collected in VA nurse and other health-care personnel wage surveys.","1"
"Department of Veterans Affairs","Agency Overall","2011","26 U.S.C. 6103","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103)","Certain tax return information and certain tax convention information.","4"
"National Railroad Passenger Corporation","Agency Overall","2011","41 U.S.C. Section 253b(m)(1)","None","Bid proposals not incorporated in contracts","3"
"Institute of Museum and Library Services","Agency Overall","2011","N/A","N/A","N/A","0"
"Surface Transportation Board","Agency Overall","2011","5 U.S.C. 552(b)(2)","U.S. Dept. of Justice v. Reporters Committee, 489 U.S. 749, 773 (1989)","Personal email information","2"
"Surface Transportation Board","Agency Overall","2011","5 U.S.C. 552(b)(5)","Jordan v. DOJ, 591 F.2d 753, 774 (D.C. Cir. 1978)","Internal draft decisions and correspondence","1"
"Surface Transportation Board","Agency Overall","2011","5 U.S.C. 552(b)(6)","None","Personal email information","1"
"Occupational Safety and Health Review Commission","Agency Overall","2011","0","N/A","0","0"
"Securities and Exchange Commission","Agency Overall","2011","15 U.S.C 78x(d)","N","Records from Foreign Securities Authorities","2"
"Securities and Exchange Commission","Agency Overall","2011","15 U.S.C 80b-10(b)","N","Investment Advisors examinations or investigations","3"
"Securities and Exchange Commission","Agency Overall","2011","15 U.S.C 78u-6","N","Information that could identify a whistleblower","4"
"Securities and Exchange Commission","Agency Overall","2011","42 U.S.C 247d-6b(d)","N","Information identifying the location of certain stockpiles","1"
"Department of Justice","Agency Overall","2011","5 U.S.C. app. § 107(a)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992) Concepcion v. FBI, 606 F. Supp. 2d 14, 33 (D.D.C. 2009), renewed motion for summary judgment granted in part on other grounds, 699 F. Supp. 2d 106 (D.D.C. 2010)","Financial disclosure information pertaining to certain government employees","84"
"Department of Justice","Agency Overall","2011","5 U.S.C. § 574","None","Dispute resolution communications","2"
"Department of Justice","Agency Overall","2011","10 U.S.C. § 130b","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007) O'Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006) Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005)","Personally identifiable information pertaining to members of the armed forces assigned to ""routinely deployable unit[s]"" and certain employees of DOD and DHS","1"
"Department of Justice","Agency Overall","2011","10 U.S.C. § 130c","Nat'l Inst. of Military Justice v. DOD, 404 F. Supp. 2d 325, 335-37 (D.D.C. 2005), aff'd on other grounds, 512 F.3d 677 (D.C. Cir. 2008) ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005) Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004)","Certain ""sensitive information of foreign governments"" and certain international organizations","1"
"Department of Justice","Agency Overall","2011","10 U.S.C. § 424","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WL 1495942, at *7 (D.D.C. Apr. 19, 2011) Miller v. DOJ, 562 F. Supp. 2d 82, 112 (D.D.C. 2008) Wickwire Gavin, P.C. v. Def. Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004)","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","2"
"Department of Justice","Agency Overall","2011","10 U.S.C. § 2305(g)","Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011) Chesterfield Assocs., Inc. v. U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994, at *1-2 (E.D.N.Y. May 19, 2009)","Certain contractor proposals that are not set forth or incorporated into the contract","3"
"Department of Justice","Agency Overall","2011","15 U.S.C. § 18a(h)","Lieberman v. FTC, 771 F.2d 32, 39 n.14 (2d Cir. 1985) (dictum)","Information submitted in connection with the premerger notification provisions of the Hart-Scott-Rodino Antitrust Improvements Act of 1976","6"
"Department of Justice","Agency Overall","2011","15 U.S.C. § 1314(g)","Motion Picture Ass'n of Am. v. DOJ, No. 80 Civ. 6612, slip op. at 1 (S.D.N.Y. Oct. 6, 1981)","""Any documentary material, answers to written interrogatories, or transcripts of oral testimony"" provided pursuant to any demand issued under chapter 34 of title 15 of the United States Code","6"
"Department of Justice","Agency Overall","2011","15 U.S.C. § 4305(d)","None","Information submitted under the National Cooperative Research and Production Act of 1993","1"
"Department of Justice","Agency Overall","2011","18 U.S.C. §§ 2510-20","Mendoza v. DEA, No. 07-5006, 2007 U.S. App. LEXIS 22175, at *2 (D.C. Cir. Sept. 14, 2007) (per curiam) Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11, 1997) Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991)","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","129"
"Department of Justice","Agency Overall","2011","18 U.S.C. § 3123(d)","Jennings v. FBI, No 03-1651, slip op. at 11-12 (D.D.C. May 6, 2004) Riley v. FBI, No. 00-2378, 2002 U.S. Dist. LEXIS 2632, at *5-6 (D.D.C. Feb. 11, 2002) Manna v. DOJ, 815 F. Supp. 798, 812 (D.N.J. 1993), aff'd on other grounds, 51 F.3d 1158 (3d Cir. 1995)","Certain court ""order[s] authorizing or approving the installation and use of a pen register or a trap and trace device""; information pertaining to ""the existence of the pen register or trap and trace device or the existence of the investigation""","35"
"Department of Justice","Agency Overall","2011","18 U.S.C. § 3153","None","Information regarding pre-trial services","5"
"Department of Justice","Agency Overall","2011","18 U.S.C. § 3509(d)","Tampico v. EOUSA, No. 04-2285, slip op. at 8 (D.D.C. Apr. 29, 2005)","Certain records containing identifying information pertaining to children involved in criminal proceedings","3"
"Department of Justice","Agency Overall","2011","18 U.S.C. § 3521(b)(1)(g)","Bonadonna v. DOJ, No. 09-40011-RWZ, 2010 WL 745790, at *1 (D. Mass. Feb. 22, 2010)","""[T]he identity or location of the person relocated or protected, or any other matter concerning the person or the program after weighing [various factors],"" subject to certain exceptions","58"
"Department of Justice","Agency Overall","2011","18 U.S.C. § 5038","None","Juvenile arrest records","5"
"Department of Justice","Agency Overall","2011","26 U.S.C. §§ 6103, 6105","Church of Scientology v. IRS. 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103) Pac. Fisheries, Inc. v. IRS, No. 09-35618, 2010 WL 3611645, at *2 (9th Cir. September 15, 2010) (unpublished disposition) Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105)","Certain tax return information and certain tax convention information","29"
"Department of Justice","Agency Overall","2011","31 U.S.C. § 5319","Hulstein v. DEA, No. 10-4112, 2011 U.S. Dist. LEXIS 25788, at *7-8 (N.D. Iowa Mar. 11, 2011) Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008) Sciba v. Bd. of Governors of the Fed. Reserve Sys., No. 04-1011, 2005 WL 3201206, at *6 (D.D.C. Nov. 4, 2005)","Reports pertaining to monetary instrument transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","24"
"Department of Justice","Agency Overall","2011","41 U.S.C. § 253b(m)(1)","Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011) Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004)","Certain contractor proposals that have not been set forth or incorporated by reference into the contract","3"
"Department of Justice","Agency Overall","2011","41 U.S.C. § 423(a)(1)","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum)","Contractor bid or proposal information; source selection information prior to contract award","1"
"Department of Justice","Agency Overall","2011","41 U.S.C. § 4702","None","Certain contractor proposals that have not been set forth or incorporated by reference into the contract","3"
"Department of Justice","Agency Overall","2011","42 U.S.C. § 2000g-2(b)","None","Community Relations Service confidentiality information","2"
"Department of Justice","Agency Overall","2011","42 U.S.C. § 3789g","None","Data received by the Bureau of Justice Statistics and used only for statistical or research purposes","5"
"Department of Justice","Agency Overall","2011","50 U.S.C. § 402 note","Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010) (per curiam) Larson v. Dep’t of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009) Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979) Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y. Feb. 9, 2009), summary affirmance granted, 354 F. App’x. 591 (2d Cir. 2009)","Intelligence-related information","3"
"Department of Justice","Agency Overall","2011","50 U.S.C. § 403g","Larson v. Dep't of State, 565 F. 3d 857, 865 n.2 (D.C. Cir. 2009) Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007) Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008)","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","89"
"Department of Justice","Agency Overall","2011","50 U.S.C. § 403-1(i)(1)","CIA v. Sims, 471 U.S. 159, 167 (1985) Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007) Wolf v. CIA, 473 F.3d 370, 378, 380 (D.C. Cir. 2007)","Intelligence sources and methods","83"
"Department of Justice","Agency Overall","2011","50 U.S.C. § 1806(b)","None","Electronic surveillance information acquired pursuant to subchapter I of chapter 36 of title 50","1"
"Department of Justice","Agency Overall","2011","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319 by Act of July 30, 1977,  Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007) Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981) Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008) Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008)","Certain records pertaining to grand jury proceedings","841"
"Department of Justice","Agency Overall","2011","Pub. L. No. 99-93, 99 Stat. 405","None","Records pertaining to the arbitration of claims before the Iran-United States Claims Tribunal","1"
"Department of Justice","Agency Overall","2011","Pub. L. No. 110-161, 121 Stat. 1844, 1903-04 (2007)","City of Chicago v. U.S. Dep't of the Treasury, 423 F.3d 777, 781-82 (7th Cir. 2005)","Certain firearms database information","208"
"U.S. Commission on Civil Rights","Agency Overall","2011","N/A","N/A","N/A","0"
"Armed Forces Retirement Home","Agency Overall","2011","N/A","N/A","N/A","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2011","0","N/A","0","0"
"Office of Management and Budget","Agency Overall","2011","Consolidated Appropriations Act 2010, Pub. L. 111-117","None","Firearms Trace System Database Information","1"
"U.S. Agency for International Development","Agency Overall","2011","26 U.S. C. § 6103","Church of Scientology v. IRS, 484 U.S. 9,15 (1987); Pac. Fisheries, Inc. v. IRS, No. 09-35618, 2010 WL 3611645, at *w (9th Cir. September 15, 2010) (unpublished disposition)","Certain tax return information and certain tax convention information","61"
"U.S. Agency for International Development","Agency Overall","2011","41 U.S.C. § 253b(m)(1)","Margolin v. NASA, No. 09CV-00421-LRH-VPC, 2011 WL 1303221, at *6(D. New.Mar. 31, 2011); Hornbostel v. United States Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","6"
"U.S. Agency for International Development","Agency Overall","2011","5 U.S.C. app. § 7(b)","N","Information pertaining to an anonymous source","2"
"Federal Energy Regulatory Commission","Agency Overall","2011","16 U.S.C. 470aa, et seq. (1994) [Specifically 16 U.S.C. 470hh(a)]","None","Archaeological survey data and resource reports.","3"
"Court Services and Offender Supervision Agency","Agency Overall","2011","42 § U.S.C. 290dd-3","","Patient Records","1"
"National Capital Planning Commission","Agency Overall","2011","0","N/A","0","0"
"Office of Special Counsel","Agency Overall","2011","N/A","N/A","N/A","0"
"Merit Systems Protection Board","Agency Overall","2011","0","N/A","0","0"
"National Endowment for the Arts","Agency Overall","2011","20 U.S.C. § 959(c)(4)(B)","N/A","Identities of recent panelists; panelists’ notes and comments","2"
"Federal Mediation and Conciliation Service","Agency Overall","2011","N/A","N/A","N/A","0"
"Millennium Challenge Corporation","Agency Overall","2011","N/A","N/A","N/A","0"
"Department of Defense","Agency Overall","2011","5 USC § 574(j)","N/A","Dispute Resolution Communications between a Neutral and a Party to the Dispute","5"
"Department of Defense","Agency Overall","2011","10 USC § 128","N/A","Unclassified Special Nuclear Weapons Information","9"
"Department of Defense","Agency Overall","2011","10 USC § 130","Newport Aeronautical Sales v. Dep’t of the Air Force, 660 F. Supp. 2d 60, 65 (D.D.C. 2009); Chenkin v. Department of the Army, No. 93-494, 1994 U.S. Dist. LEXIS 20907, at *8 (E.D. Pa. Jan. 14, 1994), aff’d, 61 F.3d 894 (3d Cir. 1995) (unpublished table decision).","Certain technical data with military or space application in the possession of, or under the control of, the Department of Defense","152"
"Department of Defense","Agency Overall","2011","10 USC § 130b","Hiken v. DOD, 521 F. Supp. 2d 1047, 1062(N.D. Cal. 2007); O’Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifying information of DoD and Coast Guard personnel in overseas, sensitive or routinely deployable units","858"
"Department of Defense","Agency Overall","2011","10 USC § 130c","Nat’l Inst. Of Military Justice v. DoD 404 F. Supp 2d 325, 335-37 (D.D.C. 2005), aff’d on other grounds, 512 F.3d 677 (D.C. Cir 2008); ACLU v. DOD, 389 F. Supp. 2d 547, 554 (S.D.N.Y. 2005); Gerstein v. DOD, No. 03-5193, slip op. at 8 (N.D. Ca. Dec. 21, 2004).","Certain Sensitive Information of Foreign Governments and International Organizations","52"
"Department of Defense","Agency Overall","2011","10 USC § 424","Physicians for Human Rights v. DOD, No. RDB-08-273, 2011 WS 1495942, at *7 (D.D.C. Apr. 19, 2011); Miller v. DoJ, 562 D. Supp. 2d 82, 112 (D.D.C. 2008). Wickerwire Gavin, P.C. v. Def Intelligence Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of, and certain information pertaining to, employees of DIA, NRO, and NGA","687"
"Department of Defense","Agency Overall","2011","10 USC § 455","N/A","Maps, Charts, and Geodetic Data","14"
"Department of Defense","Agency Overall","2011","10 USC § 457","N/A","Operational files of former National Photographic Interpretation Agency","2"
"Department of Defense","Agency Overall","2011","10 USC § 1102","Goodrich v. Dept of Air Force, 404 F. Supp. 2d 48, 50-51 (D.D.C. 2005); Dayton Newspapers, Inc. v Dep’t of the Air Force, 107 F Supp. 2d 912, 917 (S.D. Ohio 1999).","Medical Quality Assurance Records","39"
"Department of Defense","Agency Overall","2011","10 USC § 1506 (d) & (f)","N/A","Records pertaining to the debriefing of a missing person returned to U.S control","2"
"Department of Defense","Agency Overall","2011","10 USC § 2305 (g)","Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303551, at *6 (D. Nev. Mar. 31, 2011); Chesterfield Assocs. Inc. v U.S. Coast Guard, No. 08-CV-4674, 2009 WL 1406994 at *1-2 (E.D.N.Y May 19, 2009).","DoD Contractor Proposals","274"
"Department of Defense","Agency Overall","2011","10 USC § 2371(i)","N/A","Proposals, business plans, or technical information submitted to the DoD as part of a process resulting in awards other than contracts and grants","2"
"Department of Defense","Agency Overall","2011","12 USC § 3403","N/A","Financial Records","7"
"Department of Defense","Agency Overall","2011","16 USC § 470w-3","Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.D.Cir Aug. 25, 2004).","National Historic Preservation Information","37"
"Department of Defense","Agency Overall","2011","18 USC § 798(a)","Larson v. Dept of State, 565 F 3d 857, 868-869 (D.C. Cir. 2009);N.Y. Times Co. v. DoD 499 F. Supp. 2d 501, 512 (S.D.N.Y. 2007); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla Dec 3, 2007), aff’d per curiam, 287 F. App’x 770 (11th Cir. 2008).","Certain classified information pertaining to the communication intelligence and cytological devices of the United States or any foreign government","427"
"Department of Defense","Agency Overall","2011","18 USC § 3509 (d)","Tampico v. EOUSA, No. 04-2285, slip op. at 8 (D.D.C. Apr. 29, 2005).","Certain records containing identifying information pertaining to children involved in criminal proceedings","1"
"Department of Defense","Agency Overall","2011","22 USC § 2778 (e)","Council for a Livable World v. U.S. Dept. of State, No 96-1807, slip op. at 11 (D.D.C. Jan. 21, 1998), amended (D.D.C Nov. 23, 1998).","Certain information pertaining to export license applications","19"
"Department of Defense","Agency Overall","2011","41 USC § 423","Legal & Safety Employer Research, Inc v. U.S. Dept of Army. No. Civ. S001748, 2001 WL 34098652 at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","18"
"Department of Defense","Agency Overall","2011","42 USC § 2162(a)","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29 1984), aff’d in relevant part & remanded in part on other grounds sub nom, Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","Information regarding atomic energy: Restricted and Formerly Restricted Data","51"
"Department of Defense","Agency Overall","2011","50 USC § 402 Note Sec 6 P.L.","Houghton v. NSA, No. 09-4440, 2010 WL 1784058, at *3 (3d Cir. May 5, 2010)(per curiam); Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Founding Church of Scientology v. NSA, 610 F.2d 824, 827-28 (D.C. Cir. 1979); Roman v. NSA, No. 07-CV-4502, 2009 WL 303686, at *5-6 (E.D.N.Y Feb. 9, 2009), summary affirmance granted, 354 F. App’x. 591 (2d Cir. 2009).","Information pertaining to the functions or information of NSA; certain information pertaining to NSA employees","758"
"Department of Defense","Agency Overall","2011","50 USC § 403 (g)","Larson v. Dept of State, 565 F. 3d 857, 868-869 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v Chertoff, 489 F.Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir 2008).","Certain information pertaining to CIA employees, specifically: the organization, functions, names, official titles, salaries, or numbers of personnel employed by the CIA","41"
"Department of Defense","Agency Overall","2011","50 USC § 403-1 (i)(1)","CIA v. Sims, 471 U.S. 159, 167 (1985); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Wolf v. CIA, 473 F.3d 370, 378, 380 (D.D. Cir. 2007).","Intelligence Sources and Methods","561"
"Department of Defense","Agency Overall","2011","50 USC § 421","N/A","Identities of U.S. Undercover Intelligence Officers, Agents, Informants and Sources","1"
"Department of Defense","Agency Overall","2011","50 USC § 432b","N/A","NSA Operational Files","2"
"Department of Defense","Agency Overall","2011","50 USC §435 Note Sec 1082, P.L. 102-190","N/A","Information concerning US personnel classified as POW/MIA during the Vietnam and Korean Conflicts (“McCain Bill”)","2"
"Department of Defense","Agency Overall","2011","IG Act of 1978, Sec 7(b), P.L. 95-452","N/A","Confidentiality of Employee Complaints to the IG","9"
"Department of Defense","Agency Overall","2011","P.L. 103-236, Sec 533","N/A","Certain  Open Skies Treaty Information","3"
"Inter-American Foundation","Agency Overall","2011","0","N/A","0","0"
"Farm Credit Administration","Agency Overall","2011","0","N/A","0","0"
"American Battle Monuments Commission","Agency Overall","2011","N/A","N/A","N/A","0"
"National Credit Union Administration","Agency Overall","2011","0","N/A","0","0"
"National Archives and Records Administration","Agency Overall","2011","41 U.S.C. 253(b)(m)(1)","Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar 31, 2011); Hornbostel v. U.S. Dep't of Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","2"
"National Archives and Records Administration","Agency Overall","2011","42 U.S.C. 2162 (Atomic Energy Act)","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom, Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","""Restricted Data"" pertaining to atomic weapons and special nuclear material.","2"
"National Archives and Records Administration","Agency Overall","2011","42 U.S.C. 2168(a)(1)(c) (FRD)","Meeropol v. Smith, No. 75-1121, slip op. at 53-55 (D.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom, Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","Restricted and Formerly Restricted Data (Atomic Energy Act of 1954)","1"
"National Archives and Records Administration","Agency Overall","2011","50 U.S.C. 403(g) (CIA Act of 1949)","Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F.3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","24"
"National Archives and Records Administration","Agency Overall","2011","50 U.S.C. 421 (Intelligence Identies Protection Act of 1982)","None","Identies of US Undercover Intelligence Officers, Agents, Informants and Sources","1"
"National Archives and Records Administration","Agency Overall","2011","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertining to grand jury proceedings.","1"
"Department of Energy","Agency Overall","2011","41 U.S.C. 423 (a)(1)","Legal and Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, At *3-4 (E.D. Cal. May 4, 2001)(dictum).","Procurement Integrity Act - Agency withheld contractor bid information, proposal information, or source selection information","10"
"Department of Energy","Agency Overall","2011","15 U.S.C. 638(k)(4)","","Company commercialization information","1"
"Department of Energy","Agency Overall","2011","42 U.S.C. 2162","Meeropool v. Smith, No. 75-1121, slip op. at 53-55 (d.D.C. Feb. 29, 1984), aff'd in relevant part & remanded in part on other grounds sub nom, Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","Information that is classified as Restricted Data, Formerly Restricted Data, or Unclassified Controlled Nuclear Information.","19"
"Department of Energy","Agency Overall","2011","35 U.S.C. 181","","Patent Information","1"
"Department of Energy","Agency Overall","2011","42 U.S.C. 7256(g)(5)","","Contracts, leases, etc., with public agencies and private organizations and persons","2"
"Department of Energy","Agency Overall","2011","41 U.S.C 253","Hornbostel v. United States Dept. of the Interior, 305 F. supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. cir. Aug. 25, 2004).","Contractor proposals, technical, management, and cost proposals submitted in response to the requirements of a solicitation for a competitive proposal.","4"
"Department of Energy","Agency Overall","2011","16 U.S.C. 470hh","Hornbostel v. United States Dept. of the Interior, 305 F. supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. cir. Aug. 25, 2004).","Information pertinaing to the nature and location of certain archaeologicial resources.","1"
"Department of Commerce","Agency Overall","2011","50 U.S.C. § app. 2411(c)","Wis. Project on Nuclear Arms Control v. Dep’t of Commerce, 317 F.3d 275, 284 (D.C. Cir. 2003); Times Publ’g Co. v. U.S. Dep’t of Commerce, 236 F.3d 1286, 1292 (11th Cir. 2001).","Information pertaining to license applications under the Export Administration Act","8"
"Department of Commerce","Agency Overall","2011","35 U.S.C. § 122","Irons & Sears v Dann, 606 F.2d 1215, 1219-21 (D.C. Cir. 1979)","Applications for patents; certain information pertaining to applications for patents","7"
"Department of Commerce","Agency Overall","2011","13 U.S.C. §§ 8(b), 9(a)","Baldrige v Shapiro, 455 U.S. 345, 355 (1982)","Certain Census data","35"
