"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Court Services and Offender Supervision Agency","Agency Overall","2022","10 U.S.C. § 3309(b) (formerly at 10 U.S.C. §  2305(g)) ","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); 
Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","1"
"Federal Mediation and Conciliation Service","Agency Overall","2022","N/A","N/A","N/A","0"
"Marine Mammal Commission","Agency Overall","2022","N/A","N/A","N/a","0"
"Appraisal Subcommittee","Agency Overall","2022","N/A","N/A","N/A","0"
"U.S. Nuclear Waste Technical Review Board","Agency Overall","2022","N/A","N/A","N/A","0"
"Office of Management and Budget","Agency Overall","2022","N/A","N/A","N/A","0"
"Morris K. Udall and Stewart L. Udall Foundation","Agency Overall","2022","N/A","N/A","N/A","0"
"Chemical Safety and Hazard Investigation Board","Agency Overall","2022","N/A","N/A","N/A","0"
"Federal Housing Finance Agency","Agency Overall","2022","N/A","N/A","N/A","0"
"United States Postal Service","Agency Overall","2022","39 U.S.C. § 410(c)(1)","N/A","Records relating to names and addresses of postal customers","419"
"United States Postal Service","Agency Overall","2022","39 U.S.C. § 410(c)(2)	","Wickwire Gavin, P.C. v. USPS, 356 F.3d 588, 589, 597 (4th Cir. 2004); Am. Postal Workers Union, AFL-CIO v. USPS, 742 F. Supp. 2d 76, 81-83 (D.D.C. 2010); Reid v. USPS, No. 05- 294, 2006 WL 1876682, at *5-9 (S.D. Ill. July 5, 2006); Robinett v. USPS, No. 02-1094, 2002 WL 1728582, at *5 (E.D. La. July 24, 2002).","Commercial information which would not be disclosed under good business practice
","322"
"United States Postal Service","Agency Overall","2022","39 U.S.C. § 410(c)(3)","N/A","Information prepared for use in the negotiation of collective bargaining agreements under 39 U.S.C. Chapter 12 and minutes or notes kept during the negotiating sessions","6"
"United States Postal Service","Agency Overall","2022","39 U.S.C. § 410(c)(4)","N/A","Information prepared for proceedings under 39 U.S.C. Chapter 36, relating to rates, classification, and service charges","2"
"United States Postal Service","Agency Overall","2022","39 U.S.C. § 410(c)(6)","N/A","Investigatory files, whether or not considered closed, compiled for law enforcement purposes except to the extent available by law to a party other than the Postal Service","4"
"United States Postal Service","Agency Overall","2022","39 U.S.C. § 412	","N/A","Records containing lists of postal customers","19"
"United States Postal Service","Agency Overall","2022","18 U.S.C. 1461","N/A","Obscene materials/records concerning non-mailable matter","1"
"United States Postal Service","Agency Overall","2022","18 U.S.C. § 2510-2520","Payne v. DOJ, No. 96-30840, 1997 WL 450139, at *3 (5th Cir. July 11, 1997); Lam Lek Chong v. DEA, 929 F.2d 729, 732-33 (D.C. Cir. 1991).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps.","1"
"United States Postal Service","Agency Overall","2022","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, § 2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Att’y Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings

","2"
"United States Postal Service","Agency Overall","2022","18 U.S.C. § 3509(d)","Corley v. DOJ, 998 F.3d 981, 982-85 (D.C. Cir. 2021).","Certain records containing identifying information pertaining to children involved in criminal proceedings","1"
"United States Postal Service","Agency Overall","2022","5 U.S.C. app. 3 § 7(b)","Wash. Post Co. v. Special Inspector Gen. for Afg. Reconstr., 486 F. Supp. 3d 141, 166 (D.D.C. 2020). ","Names of employees who provide information or complaints to the Inspector General","2"
"Department of the Interior","Agency Overall","2022","25 U.S.C. § 2103(c) ","N/A","Information related to decisions to grant/disapprove minerals agreements for Indian tribes","1"
"Department of the Interior","Agency Overall","2022","26 U.S.C. §§ 6103, 6105 ","Nosal v. IRS, 523 F. Supp. 3d
72, 79 (D.D.C. 2021); Church
of Scientology v. IRS, 484 U.S.
9, 15 (1987) (26 U.S.C.
§ 6103); Elec. Priv. Info. Ctr. v.
IRS, 910 F.3d 1232, 1237 (D.C.
Cir. 2018); Leonard v. U.S.
Dep’of Treasury, 590 F. App’x.
141, 143-44 (3d Cir. 2014) (per
curiam); Pac. Fisheries, Inc. v.
IRS, 395 F. App’x. 438, 440
(9th Cir. 2010) (unpublished
disposition) (26 U.S.C.
§§ 6103, 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain convention information","1"
"Department of the Interior","Agency Overall","2022","54 U.S.C. § 100707 (formerly at 16 U.S.C. § 5937) ","Hornbostel v. U.S. Dep't of the Interior, No. 03-5257, 2004 WL
1900562 (D.C. Cir. Aug. 25, 2004); Sw. Ctr. for Biological Diversity v. USDA, 314 F.3d 1060, 1062 (9th Cir. 2002); Pease v. U.S. Dep't of Interior, No. 1:99CV113, slip op. at 2, 4 (D. Vt. Sept. 17, 1999).
","Information pertaining to: ""endangered, threatened, rare, or commercially valuable"" National Park System resources; ""mineral or paleontological objects within units of the National Park System""; or ""objects of cultural patrimony within units of the National Park System""","21"
"Department of the Interior","Agency Overall","2022","10 U.S.C. § 3309(b) (formerly at 10 U.S.C. § 2305(g))","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-
5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH- VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).
","Certain contractor proposals","5"
"Department of the Interior","Agency Overall","2022","5 U.S.C. § 574 ","N/A","Dispute resolution communications","3"
"Department of the Interior","Agency Overall","2022","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No.95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Att'y Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings.","1"
"Department of the Interior","Agency Overall","2022","41 U.S.C. § 2102 (amending 41 U.S.C. 423(a)(1))","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","2"
"Department of the Interior","Agency Overall","2022","16 U.S.C. § 470hh ","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Starkey v. U.S. Dep't of the Interior, 238 F. Supp. 2d 1188, 1193-94 (S.D. Cal. 2002).","Information pertaining to the nature and location of certain archaeological resources","41"
"Department of the Interior","Agency Overall","2022","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1)) ","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at
*13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No.09-CV- 00421, 2011 WL1303221, at *6 (D. Nev. Mar.31, 2011);
Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004
WL1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","14"
"Department of the Interior","Agency Overall","2022","16 U.S.C. § 470aaa-8 ","N/A","Information concerning the nature and specific location of a paleontological resource.","9"
"Department of the Interior","Agency Overall","2022","54 U.S.C. § 307103 (formerly at 16 U.S.C. § 470w-3)","N/A","Information about the location, character or ownership of a historic resource","9"
"Tennessee Valley Authority","Agency Overall","2022","16 U.S.C. § 470hh","Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 29-30 (D.D.C.2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C.Cir. Aug. 25, 2004); Starkey v. U.S. Dep’t of the Interior, 238 F. Supp. 2d1188, 1192-94 (S.D. Cal. 2002).","Information pertaining to the nature and location of certain archaeological resources","4"
"Tennessee Valley Authority","Agency Overall","2022","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1)) ","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D.Ohio Mar. 15, 2012); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","3"
"Harry S. Truman Scholarship Foundation","Agency Overall","2022","N/A","N/A","N/A","0"
"Millennium Challenge Corporation","Agency Overall","2022","N/A","N/A","N/A","0"
"Privacy and Civil Liberties Oversight Board","Agency Overall","2022","N/A","N/A","N/A","0"
"Presidio Trust","Agency Overall","2022","N/A","N/A","N/A","0"
"Export-Import Bank of the U.S.","Agency Overall","2022","5 U.S.C. app. 4 § 107(a)(2)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Off. for U.S. Att'ys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","1"
"Export-Import Bank of the U.S.","Agency Overall","2022","10 U.S.C. § 3309(b) (formerly at 10 U.S.C. § 2305(g))","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","2"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2022","N/A","N/A","N/A","0"
"U.S. Department of State","Agency Overall","2022","8 U.S.C. § 1202(f)","Medina-Hincapie v. Dep’t of State, 700 F.2d 737, 741-42 (D.C. Cir. 1983); De Laurentiis v. Haig, 686 F.2d 192, 194 (3d Cir. 1982); Assadi v. Dep't of State, No. 12-1111, 2014 WL 4704840, at *6-7 (S.D.N.Y. Sept. 19, 2014); Badalamenti v. U.S. Dep't of State, 899 F. Supp. 542, 547 (D. Kan. 1995).","Certain records pertaining to the issuance or refusal of visas to enter the United States","5714"
"U.S. Department of State","Agency Overall","2022","10 U.S.C. § 130b","Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O'Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005). ","Personally identifiable information pertaining to “any member of the armed forces assigned to an overseas unit, a sensitive unit, or a routinely deployable unit” and “any employee of the Department of Defense or of the Coast Guard whose duty station is with any such unit”","1"
"U.S. Department of State","Agency Overall","2022","10 U.S.C. § 424","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intel. Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004). ","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","3"
"U.S. Department of State","Agency Overall","2022","18 U.S.C. § 3509(d) ","Corley v. DOJ, 998 F.3d 981, 982-85 (D.C. Cir. 2021).","Certain records containing identifying information pertaining to children involved in criminal proceedings","1"
"U.S. Department of State","Agency Overall","2022","22 U.S.C. § 2778(e)","Council for a Livable World v. U.S. Dep’t of State, 1998 U.S. Dist. LEXIS 23642, at *11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","2"
"U.S. Department of State","Agency Overall","2022","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"U.S. Department of State","Agency Overall","2022","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App’x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","1"
"U.S. Department of State","Agency Overall","2022","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403-1(i)(1))","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","3"
"U.S. Department of State","Agency Overall","2022","5 U.S.C. App. 3 § 7(b) ","Wash. Post Co. v. Special Inspector Gen. for Afg. Reconstr., 486 F. Supp. 3d 141, 166 (D.D.C. 2020).","Names of employees who provide information or complaints to the Inspector General","1"
"Farm Credit Administration","Agency Overall","2022","N/A","N/A","N/A","0"
"U.S. Commission on Civil Rights","Agency Overall","2022","N/A","N/A","N/A","0"
"Social Security Administration","Agency Overall","2022","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code) ","Nosal v. IRS, 523 F. Supp. 3d
72, 79 (D.D.C. 2021); Church
of Scientology v. IRS, 484 U.S.
9, 15 (1987) (26 U.S.C.
§ 6103); Elec. Priv. Info. Ctr. v.
IRS, 910 F.3d 1232, 1237 (D.C.
Cir. 2018); Leonard v. U.S.
Dep’of Treasury, 590 F. App’x.
141, 143-44 (3d Cir. 2014) (per
curiam); Pac. Fisheries, Inc. v.
IRS, 395 F. App’x. 438, 440
(9th Cir. 2010) (unpublished
disposition) (26 U.S.C.
§§ 6103, 6105)","Certain tax return 
information, to include 
Taxpayer Identification 
Numbers of third parties, 
and certain tax convention 
information","5"
"Social Security Administration","Agency Overall","2022","42 U.S.C. § 405(r) (Social Security Act","Int’l Diatomite Producers Ass’n 
v. SSA, No. 92-1634, 1993 WL 
137286, at *3 (N.D. Cal. Apr. 
28, 1993), appeal dismissed per 
stipulation, No. 93-16204 (9th 
Cir. Oct. 27, 1993).","Death certificates and 
records pertaining to deaths 
provided to the 
Commissioner of Social 
Security under this 
subsection","5"
"Social Security Administration","Agency Overall","2022","41 U.S.C. § 4702 (formerly at  41 U.S.C. § 253b(m)(1)) ","Sinkfield v. HUD, No. 10-885, 
2012 U.S. Dist. LEXIS 35233, 
at *13-15 (S.D. Ohio Mar. 15, 
2012); Margolin v. NASA, No. 
09-CV-00421, 2011 WL 
1303221, at *6 (D. Nev. Mar. 
31, 2011); Hornbostel v. U.S. 
Dep’t of the Interior, 305 F. 
Supp. 2d 21, 30 (D.D.C. 2003), 
summary affirmance granted, 
No. 03-5257, 2004 WL 
1900562 (D.C. Cir. Aug. 25, 
2004).","Contractor proposals that 
are in the possession or 
control of an executive 
agency and that have not 
been set forth or 
incorporated by reference 
into contracts ","3"
"National Indian Gaming Commission","Agency Overall","2022","N/A","N/A","N/A","0"
"United States African Development Foundation","Agency Overall","2022","N/A","0","N/A","0"
"National Credit Union Administration","Agency Overall","2022","N/A","N/A","N/A","0"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2022","N/A","N/A","N/A","0"
"U.S. Election Assistance Commission","Agency Overall","2022","N/A","N/A","N/A","0"
"Federal Deposit Insurance Corporation","Agency Overall","2022","15 U.S.C. § 6801","Hodes v. HUD, 532 F. Supp. 2d 108, 117 (D.D.C. 2008).","Nonpublic personal information of customers of financial institutions","3"
"Federal Deposit Insurance Corporation","Agency Overall","2022","31 U.S.C. § 5319","Turner v. Dep’t of Treasury, No. 15-00007, 2017 WL 1106030 at *7 (E.D. Cal. Mar. 23, 2017); Yunes v. DOJ, 263 F. Supp. 3d 82, 87 (D.D.C. 2017); Council on Am.-Islamic Relations, Cal. v. FBI, 749 F. Supp. 2d 1104,  117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","2"
"Office of National Drug Control Policy","Agency Overall","2022","N/A","N/A","N/A","0"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2022","N/A","N/A","N/A","0"
"Council on Environmental Quality","Agency Overall","2022","N/A","N/A","N/A","0"
"Merit Systems Protection Board","Agency Overall","2022","N/A","N/A","N/A","0"
"Office of Special Counsel","Agency Overall","2022","5 U.S.C. § 574(j)","N/A","Dispute resolution communications","1"
"Office of the Special Inspector General for Afghanistan Reconstruction","Agency Overall","2022","5 U.S.C. app. 3 § 7(b)","Wash. Post Co. v. Special Inspector Gen. for Afg. Reconstr., 486 F. Supp. 3d 141, 166 (D.D.C. 2020).","Names of employees who provide information or complaints to the Inspector General.","2"
"Peace Corps","Agency Overall","2022","N/A","N/A","N/A","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2022","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g) ","Assassination Archives & Rsch. Ctr. v. CIA, No. 18-5280, 2019 WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and
methods; certain
information pertaining to
Agency employees,
specifically: “the
organization, functions,
names, official titles,
salaries, or numbers of
personnel employed by the
Agency.” ","1"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2022","50 U.S.C. § 3024(m)(1)","N/A
","Protects, among other things, the names and identifying information of ODNI personnel.","1"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2022","N/A","N/A","N/A","0"
"Federal Trade Commission","Agency Overall","2022","15 U.S.C. § 18a(h) ","N/A","Information submitted in connection with the premerger notification provisions of the HartScott-Rodino Antitrust Improvements Act of 1976 ","11"
"Federal Trade Commission","Agency Overall","2022","21 U.S.C. § 355 ","N/A","Any information or documentary material that may have been filed pursuant to a pharmaceutical agreement notification ","1"
"Federal Trade Commission","Agency Overall","2022","*15 U.S.C. §§ 46(f), 57b-2(f) ","A. Michael’s Piano, Inc. v. FTC, 18 F.3d 138, 143-44 (2d Cir. 1994) (15 U.S.C. § 57b-2); Ctr. for Digit. Democracy v. FTC, 189 F. Supp. 3d 151, 15859 (D.D.C. 2016) (15 U.S.C. § 46(f)); Nat'l Educ. Ass'n v. FTC, No. 79-959-S, 1983 WL 1883, at *1 (D. Mass. Sept. 26, 1983) (15 U.S.C. § 57b-2). ","""[A]ny trade secret or any commercial or financial information which is obtained from any person and which is privileged or confidential"" and certain investigative materials received by the FTC and ""provided pursuant to any compulsory process under this subchapter or which is provided voluntarily in place of such compulsory process""","110"
"Department of Labor","Agency Overall","2022","7 U.S.C. § 1502(c)(1)","Bush v. U.S. Dep’t of Agric., 
No. 16-4128, 2017 WL 
3568672, at *7 (N.D. Iowa 
Aug. 17, 2017).        ","Certain information furnished by a producer under the Federal Crop Insurance Act.","1"
"Department of Labor","Agency Overall","2022","18 U.S.C. § 208(d)(1)","Seife v. NIH, 874 F. Supp. 2d 
248, 256 (S.D.N.Y. 2012).","Providing that ""a copy of any determination granting an exemption under subsection (b)(1) or (b)(3) [from application of penalties for acts affecting personal financial interests determined to constitute bribery, graft, or conflicts of interest] shall be made available to the public,"" but exempting from this disclosure requirement ""any information contained in the determination that would be exempt from disclosure under section 552 of title 5""","1"
"Department of Labor","Agency Overall","2022","Fed. R. Crim. P. 6(e), enacted  by Act of July 30, 1977, Pub.  L. No. 95-78, § 2, 91 Stat.  319","Sussman v. USMS, 494 F.3d 
1106, 1113 (D.C. Cir. 2007); 
Sorin v. DOJ, No. 18-99, 2018 
WL 6431027 (2d Cir. Dec. 6, 
2018) (per curium); Widi v. 
McNeil, No. 12-CV-00188, 
2016 WL 4394724, at *23 (D. 
Me. Aug 16, 2016); Durham v. 
U.S. Att’y Gen., No. 06-843, 
2008 WL 620744, at *2 (E.D. 
Tex. Mar. 3, 2008); Cozen 
O'Connor v. U.S. Dep’t of 
Treasury, 570 F. Supp. 2d 749, 
776 (E.D. Pa. 2008).       ","Certain records that would 
reveal some secret aspect 
pertaining to grand jury 
proceedings","1"
"Federal Communications Commission","Agency Overall","2022","54 U.S.C. § 307103 (formerly at 16 U.S.C. § 470w-3)","N/A","Information about the location, character, or ownership of a historic property ","3"
"James Madison Memorial Fellowship Foundation","Agency Overall","2022","N/A","N/A","N/A","0"
"Nuclear Regulatory Commission","Agency Overall","2022","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","1"
"Nuclear Regulatory Commission","Agency Overall","2022","42 U.S.C. §§ 2162, 2167, 2168(a)(1)","Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986).","“Restricted Data” pertaining to atomic weapons and special nuclear material and certain safeguards information for nuclear material ","1"
"U.S. Interagency Council on Homelessness","Agency Overall","2022","N/A","N/A","N/A","0"
"United States International Trade Commission","Agency Overall","2022","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","3"
"Institute of Museum and Library Services","Agency Overall","2022","N/A","N/A","N/A","0"
"National Labor Relations Board","Agency Overall","2022","N/A","N/A","N/A","0"
"Denali Commission","Agency Overall","2022","N/A","N/A","N/A","0"
"Federal Reserve System","Agency Overall","2022","12 U.S.C. 248(s)(6)","N/A","Information concerning the borrowers and counterparties participating in emergency credit facilities, discount window lending programs, and open market operations authorized or conducted by the Board of Governors of the Federal Reserve System or a Federal reserve bank.","1"
"Inter-American Foundation","Agency Overall","2022","N/A","N/A","N/A","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2022","N/A","N/A","N/A","0"
"National Transportation Safety Board","Agency Overall","2022","49 U.S.C. § 1114(f)","N/A","Any information relating to Board participation in foreign aircraft accidents, where the country conducting the investigation has not issued its report or two years have not elapsed from the date of the accident.
","2"
"National Transportation Safety Board","Agency Overall","2022","49 U.S.C. § 1114(c) ","McGilvra v. NTSB, 840 F. Supp. 100, 102 (D. Colo. 1993).","Certain ""cockpit voice or video recorder recording[s] or
transcript[s] of communications by and between flight crew members and ground stations pertaining to [] incident[s] investigated by the [National Transportation Safety] Board”
","4"
"National Transportation Safety Board","Agency Overall","2022","49 U.S.C. § 1114(d)(1)","N/A
","Certain surface vehicle recordings and transcripts related to
an accident investigated by the Board
","3"
"Federal Financial Institutions Examination Council","Agency Overall","2022","N/A","N/A","N/A","0"
"National Archives and Records Administration","Agency Overall","2022","5 U.S.C. § 574(j)","None","Dispute resolution communications","1"
"National Archives and Records Administration","Agency Overall","2022","8 U.S.C. §1202(f)","Medina-Hincapie v. Dep’t of State, 700 F.2d 737, 741-42 (D.C. Cir. 1983); De Laurentiis v. Haig, 686 F.2d 192, 194 (3d Cir. 1982); Assadi v. Dep't of State, No. 12-1111, 2014 WL 4704840, at *6-7 (S.D.N.Y. Sept. 19, 2014); Badalamenti v. U.S. Dep't of State, 899 F. Supp. 542, 547 (D. Kan. 1995).","Certain records pertaining to the issuance or refusal of visas to enter the United States","1"
"National Archives and Records Administration","Agency Overall","2022","10 U.S.C. § 130b","Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O'Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to “any member of the armed forces assigned to an overseas unit, a sensitive unit, or a routinely deployable unit” and “any employee of the Department of Defense or of the Coast Guard whose duty station is with any such unit”","4"
"National Archives and Records Administration","Agency Overall","2022","10 U.S.C. § 424","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intel. Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of an organization, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","3"
"National Archives and Records Administration","Agency Overall","2022","10 U.S.C. §455(b)","None","Maps, charts, and geodetic data","1"
"National Archives and Records Administration","Agency Overall","2022","18 U.S.C. §§ 2510, et seq. (Title III of the Omnibus Crime Control and Safe Streets Act)","Payne v. DOJ, No. 96-30840, 1997 WL 450139, at *3 (5th Cir. July 11, 1997); Lam Lek Chong v. DEA, 929 F.2d 729, 732-33 (D.C. Cir. 1991).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","6"
