"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Office of National Drug Control Policy","Agency Overall","2018","50 U.S.C. § 3507","Assassination Archives & Research Ctr. v. CIA, No. 18- 5280, 2019 WL 691517 (D.C. Cir. Feb. 15, 2019) (per curiam); ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically:  ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","3"
"Department of Housing and Urban Development","Agency Overall","2018","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","2"
"Department of Housing and Urban Development","Agency Overall","2018","42 U.S.C. § 3610(d) (Fair Housing Act)","West v. Jackson, 448 F. Supp. 2d 207, 212-13 (D.D.C. 2006), summary affirmance granted & motion to remand denied, No. 06-5281, 2007 WL 1723362 (D.C. Cir. Mar. 6, 2007).","Records pertaining to conciliation of disputes regarding allegations of unfair housing practices; information derived from housing discrimination investigations and any final investigative reports pertaining to such investigations","14"
"Armed Forces Retirement Home","Agency Overall","2018","N/A","N/A","N/A","0"
"National Capital Planning Commission","Agency Overall","2018","N/A","N/A","N/A","0"
"Federal Communications Commission","Agency Overall","2018","5 U.S.C. app. 4 § 107(a)(2) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Office for U.S. Attorneys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","1"
"Legal Services Corporation","Agency Overall","2018","N/A","N/A","N/A","0"
"United States International Trade Commission","Agency Overall","2018","19 U.S.C. § 1677f (Tariff Act)","Mudge Rose Guthrie Alexander & Ferdon v. U.S. Int’l Trade Comm’n, 846 F.2d 1527, 1530-31 (D.C. Cir. 1988).","Certain “information submitted to the administering authority or the [United States International Trade] Commission which is designated as proprietary by the person submitting the information”","6"
"Inter-American Foundation","Agency Overall","2018","N/A","N/A","N/A","0"
"Federal Retirement Thrift Investment Board","Agency Overall","2018","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","2"
"Federal Retirement Thrift Investment Board","Agency Overall","2018","Supplemental Appropriation Act of 2010, Pub. L. No. 111-212","","Contractor performance information","1"
"Department of the Treasury","Agency Overall","2018","18 U.S.C. § 701","Jones v. IRS, No. 06-CV-322, 2008 WL 1901208, at *3-4 (W.D. Mich. Apr. 25, 2008).","Likeness of any badge, identification card, or other insignia, of the design prescribed by the head of any department or agency of the United States for use by any officer or employee thereof, or any colorable imitation thereof","2"
"Department of the Treasury","Agency Overall","2018","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","2140"
"Department of the Treasury","Agency Overall","2018","21 U.S.C. § 1904(e)(3)","N/A","Information related to foreign narcotics traffickers","3"
"Department of the Treasury","Agency Overall","2018","31 U.S.C. § 5319 (Bank Secrecy Act)","Turner v. Dep’t of Treasury, No. 15-00007, 2017 WL 1106030 at *7 (E.D. Cal. Mar. 23, 2017); Yunes v. DOJ, 263 F. Supp. 3d 82, 87 (D.D.C. 2017); Council on Am.-Islamic Relations, Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff’d on other grounds, 288 F. App’x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","498"
"Department of the Treasury","Agency Overall","2018","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","4"
"Department of the Treasury","Agency Overall","2018","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","1"
"Department of the Treasury","Agency Overall","2018","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Widi v. McNeil, No. 12-CV00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","22"
"Department of the Treasury","Agency Overall","2018","50 U.S.C. § 4565(c) (formerly at 50 U.S.C. app. § 2170(c))","N/A","Information or documentary material filed with the Committee on Foreign Investment in the United States","10"
"Department of the Treasury","Agency Overall","2018","Foreign Relations Authorization Act, Fiscal Years 1986 and 1987, Pub. L. No. 99-93, § 505, 99 Stat. 405, 438-39 (1985)","","Information related to the settlement of claims before the Iran Tribunal.","1"
"Office of Personnel Management","Agency Overall","2018","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","4"
"Office of Personnel Management","Agency Overall","2018","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g) (Central Intelligence Agency Act of 1949)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","474"
"Office of Personnel Management","Agency Overall","2018","31 U.S.C. § 5319 (Bank Secrecy Act)","Turner v. Dep’t of Treasury, No. 15-00007, 2017 WL 1106030 at *7 (E.D. Cal. Mar. 23, 2017); Yunes v. DOJ, 263 F. Supp. 3d 82, 87 (D.D.C. 2017); Council on Am.-Islamic Relations, Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff’d on other grounds, 288 F. App’x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","1646"
"Gulf Coast Ecosystem Restoration Council","Agency Overall","2018","0","N/A","0","0"
"James Madison Memorial Fellowship Foundation","Agency Overall","2018","N/A","N/A","N/A","0"
"Office of the Director of National Intelligence","Agency Overall","2018","50 U.S.C. § 3024(i)","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","153"
"Office of the Director of National Intelligence","Agency Overall","2018","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep’t of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff’d on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","25"
"United States Trade and Development Agency","Agency Overall","2018","N/A","N/A","N/A","0"
"Council of the Inspectors General on Integrity and Efficiency","Agency Overall","2018","N/A","N/A","N/A","0"
"Appraisal Subcommittee","Agency Overall","2018","N/A","N/A","N/A","0"
"U.S. Railroad Retirement Board","Agency Overall","2018","45 U.S.C. 362(d) (Railroad Unemployment Insurance Act)","Ass’n of Retired R.R. Workers v. U.S. R.R. Retirement Bd., 830 F.2d 331, 334 (D.C. Cir. 1987); Nat’l Ass’n of Retired & Veteran Ry. Employees v. R.R. Ret. Bd., 1991 U.S. Dist, LEXIS 21923 at *7 (N.D. Ohio Feb. 20, 1991).","Information obtained by the Railroad Retirement Board that reveals, in any manner, an employee's identity","22"
"Committee for Purchase from People Who Are Blind or Severely Disabled","Agency Overall","2018","0","N/A","0","0"
"Federal Deposit Insurance Corporation","Agency Overall","2018","31 U.S.C. §5319","Turner v. Dep’t of Treasury, No. 15-00007, 2017 WL 1106030 at *7 (E.D. Cal. Mar. 23, 2017); Yunes v. DOJ, 263 F. Supp. 3d 82, 87 (D.D.C. 2017); Council on Am.-Islamic Relations, Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff'd on other grounds, 288 F. App'x 829 (3d Cir. 2008).","Record pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","1"
"National Railroad Passenger Corporation","Agency Overall","2018","41 U.S.C. § 4702(b)  (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","3"
"Department of Health and Human Services","Agency Overall","2018","42 U.S.C. § 242m(d)","N/A","Identifiable information for certain research and statistical activities","15"
"Department of Health and Human Services","Agency Overall","2018","5 U.S.C. app. 4 § 107(a)(2) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Office for U.S. Attorneys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","3"
"Department of Health and Human Services","Agency Overall","2018","42 U.S.C. § 262a(h)","N/A","Bioterrorism-related information","14"
"Department of Health and Human Services","Agency Overall","2018","42 U.S.C. § 247d-6b(d)","N/A","Information identifying the location at which materials in the stockpile under subsection (a) of this section","1"
"Department of Health and Human Services","Agency Overall","2018","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","60"
"Department of Health and Human Services","Agency Overall","2018","6 U.S.C. § 133(a)(1)","State case, mentioned in a foot note 7 - Bowling v. Office of Open Records, 990 A.2d 813 (Commw. Ct. Pa.  2010) ""Records designated as critical infrastructure information are exempt from disclosure under the Freedom of Information Act (FOIA) as well as  [**8] state and local disclosure laws. See FOIA, 5 U.S.C. § 552(b)(3) (protection from disclosure of records by statute); 6 U.S.C. § 133(a)(1)(A) (protection of voluntary shared critical infrastructure information).""","Protection of voluntarily shared critical infrastructure information","1"
"Department of Health and Human Services","Agency Overall","2018","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Privacy Info. Ctr. v. IRS, 910 F.3d 1232 (D.C. Cir. 2018); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","22"
"Department of Health and Human Services","Agency Overall","2018","42 U.S.C. § 1320c-9(a)","N/A","Information related to Quality Improvement Organization records","2"
"Department of Health and Human Services","Agency Overall","2018","21 U.S.C. § 331(j) (Food, Drug, and Cosmetic Act)","Anderson v. HHS, 907 F.2d 936, 950-51 (10th Cir. 1990).","Certain information “concerning any method or process which as a trade secret is entitled to protection”","20"
"Department of Health and Human Services","Agency Overall","2018","21 U.S.C. § 350d(a)4","N/A","Food Registration Documents","1"
"Department of Health and Human Services","Agency Overall","2018","42 U.S.C. § 282(j)(6)","Grassetti v. Weinberger, 408 F. Supp. 142 (N.D. Cal. 1976) - However, the court upheld the agencie's withholdings under 5 U.S.C. § 552(b) (4), (5), and (6) not (b)(3).","Information submitted for publication on clinicaltrials.gov that is not otherwise publicly available","10"
"Department of Health and Human Services","Agency Overall","2018","42 U.S.C. § 11137(b)(1)","N/A","National Practioner Data Bank information","3"
"Department of Health and Human Services","Agency Overall","2018","42 U.S.C. § 300aa12(d)(4)(A) (National Childhood Vaccine Injury Act of 1986)","Long v. DOJ, 778 F. Supp. 2d 222, 234 (N.D.N.Y. 2011).","“Except as provided in subparagraph (B), information submitted to a special master or the court in a proceeding on a petition [for compensation under the National Vaccine Injury Compensation Program] . . . without the express written consent of the person who submitted the information”","6"
"Department of Health and Human Services","Agency Overall","2018","25 U.S.C. § 1675(g)","N/A","Medical quality assurance records","1"
"Department of Health and Human Services","Agency Overall","2018","7 U.S.C. § 8401","N/A","Registration and transfer documentation for listed biological agents and toxins, and information derived therefrom","1"
"Department of Health and Human Services","Agency Overall","2018","5 U.S.C. § 574(j)","N/A","Dispute resolution communications","3"
"Department of Health and Human Services","Agency Overall","2018","42 USC § 1320c-9(a)","N/A","Information related to Quality Improvement Organization records","1"
"Department of Health and Human Services","Agency Overall","2018","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","47"
"U.S. Department of State","Agency Overall","2018","8 U.S.C. § 1202(f)(Immigration and NationalityAct)","Medina-Hincapie v. Dep't of State, 700 F.2d 737, 741-42 (D.C. Cir. 1983); DeLaurentiis v. Haig, 686 F.2d 192, 194 (3d Cir. 1982); Assadi v. Dep't of State, No. 121111, 2014 WL 4704840, at *6 (S.D.N.Y. Sept. 19, 2014); Beltranena v. U.S. Dep't of State, 821 F. Supp. 2d 167, 177-78 (D.D.C. 2011); Badalamenti v. U.S. Dep't of State, 899 F. Supp. 542, 547 (D. Kan. 1995); JanXin Zang v. FBI, 756 F. Supp. 705, 711-12 (W.D.N.Y. 1991); Smith v. DOJ, No. 81-CV-813, 1983 U.S. Dist. LEXIS 10878, at *13-14 (N.D.N.Y. Dec. 13, 1983).","Certain records pertaining to
the issuance or refusal of
visas to enter the United
States","6527"
"U.S. Department of State","Agency Overall","2018","10 U.S.C. § 424","Physicians for Human Rights
v. DOD, No. RDB-08-273,
2011 WL 1495942, at *7
(D.D.C. Apr. 19, 2011);
Miller v. DOJ, 562 F. Supp.
2d 82, 112 (D.D.C. 2008);
Wickwire Gavin, P.C. v. Def.
Intelligence Agency, 330 F.
Supp. 2d 592, 602 (E.D. Va.
2004).","Organization or any function of, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial Intelligence Agency","2"
"U.S. Department of State","Agency Overall","2018","22 U.S.C. §§ 1461, 1461-1a(Foreign Affairs Reform and Restructuring Act)","Essential Info., Inc. v. USIA, 134 F.3d 1165, 1168 (D.C. Cir. 1998).","Certain program information prepared by the United States Information Agency","4"
"U.S. Department of State","Agency Overall","2018","22 U.S.C. § 2778(e)(Arms Export Control Act)","Council for a Livable World v. U.S. Dep’t of State, 1998 U.S. Dist. LEXIS 23642 at *11 (D.D.C. Jan. 21, 1998), amended (D.D.C. Nov. 23, 1998).","Certain information pertaining to export license applications","1"
"U.S. Department of State","Agency Overall","2018","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","32"
"U.S. Department of State","Agency Overall","2018","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note)(National Security Agency Act of 1959)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App’x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","3"
"U.S. Department of State","Agency Overall","2018","50 U.S.C. § 3507(formerly at 50 U.S.C. § 403g)(Central Intelligence Agency Act of 1949)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008)","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","20"
"U.S. Department of State","Agency Overall","2018","Fed. R. Crim. P 6e Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Widi v. McNeil, No. 12-CV- 00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to Grand Jury proceedings","1"
"Occupational Safety and Health Review Commission","Agency Overall","2018","N/A","N/A","N/A","0"
"Office of the United States Trade Representative","Agency Overall","2018","19 U.S.C. § 2155(g) (Trade Act)","Intellectual Prop. Watch v. U.S. Trade Representative, 205 F. Supp. 3d 334, 345-46 (S.D.N.Y. 2016).","Certain information in connection with trade negotiations that is “submitted in confidence.”","7"
"Federal Reserve System","Agency Overall","2018","N/A","N/A","N/A","0"
"U.S. Agency for International Development","Agency Overall","2018","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","9"
"U.S. Agency for International Development","Agency Overall","2018","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","1"
"U.S. Agency for International Development","Agency Overall","2018","5 U.S.C. app. 3 § 7(b)","N/A","Names of employees who provide information or complaints to the Inspector General","4"
"U.S. Election Assistance Commission","Agency Overall","2018","6 U.S.C. § 673(a)(1)(A)","N/A","Voluntarily shared critical infrastructure information","5"
"Small Business Administration","Agency Overall","2018","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","17"
"Small Business Administration","Agency Overall","2018","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings","5"
"Corporation for National and Community Service (operating as AmeriCorps)","Agency Overall","2018","N/A","N/A","N/A","0"
"Presidio Trust","Agency Overall","2018","N/A","N/A","N/A","0"
"Office of Science and Technology Policy","Agency Overall","2018","N/A","N/A","N/A","0"
"Farm Credit Administration","Agency Overall","2018","N/A","N/A","N/A","0"
"Federal Housing Finance Agency","Agency Overall","2018","31 U.S.C. § 3729","N/A","Certain false claims investigation information","1"
"Department of Commerce","Agency Overall","2018","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","1"
"Department of Commerce","Agency Overall","2018","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Widi v. McNeil, No. 12-CV00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","3"
"Department of Commerce","Agency Overall","2018","13 U.S.C. §§ 8(b), 9(a) (Census Act)","Baldrige v. Shapiro, 455 U.S. 345, 355 (1982).","Certain census data","16"
"Department of Commerce","Agency Overall","2018","15 U.S.C. § 1153","N/A","Rules, regulations, and fees","1"
"Department of Commerce","Agency Overall","2018","16 U.S.C. § 1881a(b)(1) (Magnuson-Stevens Act)","N/A","Certain information submitted to the Secretary, a State fishery management agency, or a marine fisheries commission by any person in compliance with the requirements of this chapter","8"
"Department of Commerce","Agency Overall","2018","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note) (National Security Agency Act of 1959)","ACLU v. DOJ, 681 F.3d 61, 72- 75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App’x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","4"
"Department of Commerce","Agency Overall","2018","35 U.S.C. § 122 (Patent Act)","Irons & Sears v. Dann, 606 F.2d 1215, 1219-21 (D.C. Cir. 1979).","Applications for patents; certain information pertaining to applications for patents","13"
"Department of Commerce","Agency Overall","2018","19 U.S.C. § 1677f (Tariff Act)","Mudge Rose Guthrie Alexander & Ferdon v. U.S. Int’l Trade Comm’n, 846 F.2d 1527, 1530- 31 (D.C. Cir. 1988).","Certain ""information submitted to the administering authority or the [United States International  Trade] Commission which is  designated as proprietary by the person submitting the information""","2"
"Department of Commerce","Agency Overall","2018","5 U.S.C. app. 4 § 107(a)(2) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Office for U.S. Attorneys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","2"
