"Agency","Component","Fiscal Year","Statute","Case Citation","Type of Information Withheld","Number of Times Relied Upon"
"Federal Maritime Commission","Agency Overall","2020","26 U.S.C. §§ 6103, 6105","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232 (D.C. Cir. 2018); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information
","1"
"Federal Maritime Commission","Agency Overall","2020","46 U.S.C.§40306","N/A","Agreement information and documents filed with the FMC (other than Agreements)","3"
"U.S. Commission for the Preservation of America’s Heritage Abroad","Agency Overall","2020","N/A","N/A","N/A","0"
"Securities and Exchange Commission","Agency Overall","2020","15 U.S.C. § 80a-30(c)","N/A","Information regarding investment company examination","1"
"Securities and Exchange Commission","Agency Overall","2020","15 U.S.C. § 78x(d)","N/A","Foreign securities authorities","4"
"Securities and Exchange Commission","Agency Overall","2020","15 U.S.C. § 78u-6","N/A","Information that could identify a whistleblower","15"
"Securities and Exchange Commission","Agency Overall","2020","42 U.S.C. § 247d-6b(d)","N/A","Information identifying the location at which materials in the stockpile under subsection (a) of this section are stored
","21"
"Securities and Exchange Commission","Agency Overall","2020","5 U.S.C. app 3 § 7(b) (Inspector General Act of 1978)","N/A","Names of employees who provide information or complaints to the Inspector General","2"
"Securities and Exchange Commission","Agency Overall","2020","15 U.S.C. § 77f(e)(2)","N/A","Certain information contained in or filed with a securities registration statement","10"
"Securities and Exchange Commission","Agency Overall","2020","31 U.S.C. § 5319","N/A","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","1"
"Securities and Exchange Commission","Agency Overall","2020","15 U.S.C. § 80b-4","N/A","Reports by investment adviser","4"
"Securities and Exchange Commission","Agency Overall","2020","5 U.S.C. app. 4 § 107(a)(2) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Off. for U.S. Att'ys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012). ","Confidential financial disclosure information pertaining to certain government employees","1"
"Department of Transportation","Agency Overall","2020","49 U.S.C. § 60138","N/A","Certain information contained in pipeline facility response plans","1"
"Department of Transportation","Agency Overall","2020","18 U.S.C. § 3509(d) (Federal Victims’ Protection and Rights Act) ","Davis v. U.S. Postal Inspection Serv., 75 F. Supp. 3d 425, 430-31 (D.D.C. 2014).","Certain records containing identifying information pertaining to children involved in criminal proceedings","1"
"Department of Transportation","Agency Overall","2020","5 U.S.C. app. 3 § 7","N/A","Identities of employees that have submitted complaints and or provided information during the course of an OIG investigation","1"
"Department of Transportation","Agency Overall","2020","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319 ","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Att'y Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","1"
"Department of Transportation","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","3"
"Department of Transportation","Agency Overall","2020","31 U.S.C. § 3729(c)","N/A","Certain false claims investigation information","1"
"Department of Transportation","Agency Overall","2020","54 U.S.C. § 307103","N/A","Information about the location, character or ownership of a historic resource","1"
"Department of Transportation","Agency Overall","2020","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1)) (Procurement Integrity Act)","Legal & Safety Emp. Rsch., Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","2"
"Department of Transportation","Agency Overall","2020","49 U.S.C. § 114(r) (formerly at 49 U.S.C. § 114(s))","Skurow v. DHS, 892 F. Supp. 2d 319, 329-30 (D.D.C. 2012); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Information obtained or developed in carrying out security under the authority of the Aviation and Transportation Security Act or under chapter 449 of this title","122"
"Department of Transportation","Agency Overall","2020","49 U.S.C. § 31143(b)","N/A","Identities of motor carrier safety complainants ","458"
"Department of Transportation","Agency Overall","2020","49 U.S.C. § 46102(c)","N/A","Aviation safety, when required for national defense","1"
"Department of Transportation","Agency Overall","2020","49 U.S.C. § 1114(f)","N/A","Any information relating to Board participation in foreign aircraft accidents, where the country conducting the investigation has not issued its report or two years have not elapsed from the date of the accident","2"
"Department of Transportation","Agency Overall","2020","49 U.S.C. § 40110(e)","N/A","Contract proposal not incorporated into contract","10"
"Department of Transportation","Agency Overall","2020","49 U.S.C. § 40123(a)","N/A","Aviation Safety Action Program voluntarily submitted information","17"
"Department of Transportation","Agency Overall","2020","10 U.S.C. § 130e","N/A","Critical infrastructure information","4"
"Department of Transportation","Agency Overall","2020","49 U.S.C. § 30305(c)","N/A","National Driver Register information on certain individuals","6"
"Department of the Interior","Agency Overall","2020","16 U.S.C. § 470aaa-8 (Paleontological Resources Preservation Act)","N/A","Information concerning the nature and specific location of a paleontological resource.","1"
"Department of the Interior","Agency Overall","2020","Fed. R. Crim. P. 6(e) enacted by Act of July 30 1977 Pub. L. No. 95-78 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records pertaining to grand jury proceedings.","53"
"Department of the Interior","Agency Overall","2020","54 U.S.C. § 307103 ","Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 32-33 (D.D.C. 2003) (dictum), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Information about the location, character or ownership of a historic resource","6"
"United States International Trade Commission","Agency Overall","2020","19 U.S.C. § 1677f (Tariff Act)","Mudge Rose Guthrie Alexander & Ferdon v. U.S. Int’l Trade Comm’n, 846 F.2d 1527, 1530-31 (D.C. Cir. 1988).","Certain “information submitted to the administering authority or the [United States International Trade] Commission which is designated as proprietary by the person submitting the information”","1"
"Department of Homeland Security","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","28"
"Department of Homeland Security","Agency Overall","2020","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403- 1(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","160"
"Department of Homeland Security","Agency Overall","2020","18 U.S.C. § 3509(d) (Federal Victims' Protection and Rights Act)","Davis v. U.S. Postal Inspection Serv., 75 F. Supp. 3d 425, 430- 31 (D.D.C. 2014).","Certain records containing identifying information pertaining to children involved in criminal proceedings","6"
"Department of Homeland Security","Agency Overall","2020","31 U.S.C. § 5319 (Bank Secrecy Act)","Turner v. Dep’t of Treasury, No. 15-00007, 2017 WL 1106030 at *7 (E.D. Cal. Mar. 23, 2017); Yunes v. DOJ, 263 F. Supp. 3d 82, 87 (D.D.C. 2017); Council on Am.-Islamic Relations, Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff’d on other grounds, 288 F. App’x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under subchapter II of chapter 53 of title 31 and records of those reports","69"
"Department of Homeland Security","Agency Overall","2020","5 U.S.C. app. 4 § 107(a)(2) (Ethics in Government Act of 1978)","Meyerhoff v. EPA, 958 F.2d 1498, 1500-02 (9th Cir. 1992); Boyd v. Exec. Office for U.S. Attorneys, 161 F. Supp. 3d 1, 7 (D.D.C. 2015); Seife v. NIH, 874 F. Supp. 2d 248, 254 (S.D.N.Y. 2012).","Confidential financial disclosure report pertaining to certain government employees","1"
"Department of Homeland Security","Agency Overall","2020","18 U.S.C. §§ 2510, et seq.","Payne v. DOJ, No. 96-30840, slip op. at 5-6 (5th Cir. July 11,
1997); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","9"
"Department of Homeland Security","Agency Overall","2020","49 U.S.C. §§ 114(r) (formerly at 49 U.S.C. § 114(s))","Skurow v. DHS, No. 11-1296, 2012 WL 4380895, at *9-10 (D.D.C. Sept. 26, 2012); Gordon v. FBI, 390 F. Supp. 2d 897, 900 (N.D. Cal. 2004).","Information obtained or developed in carrying out security under the authority of the Aviation and Transportation Security Act or under chapter 449 of this title","10010"
"Department of Homeland Security","Agency Overall","2020","10 U.S.C. § 2305(g)","Roman v. NSA, Nos. 09-2947, 09-4281, 09-3344, 09-2504, 09-5633, 2012 WL 569747, at *7 (E.D.N.Y. Feb. 22, 2012); Margolin v. NASA, No. 09-CV-00421-LRH-VPC, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011).","Certain contractor proposals","7"
"Department of Homeland Security","Agency Overall","2020","50 U.S.C. § 4565(c) (formerly at 50 U.S.C. app. § 2170(c))","N/A","Information or documentary material filed with the Committee on Foreign Investment in the United States","6"
"Department of Homeland Security","Agency Overall","2020","41 U.S.C. § 2102 (amending 41 U.S.C. § 423(a)(1))* (Procurement Integrity Act)","Legal & Safety Employer Research, Inc. v. U.S. Dep’t of the Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D. Cal. May 4, 2001) (dictum).","Contractor bid or proposal information; source selection information","19"
"Department of Homeland Security","Agency Overall","2020","8 U.S.C. § 1202(f) (Immigration and Nationality Act)","Medina-Hincapie v. Dep't of State, 700 F.2d 737, 741-42 (D.C. Cir. 1983); DeLaurentiis v. Haig, 686 F.2d 192, 194 (3d Cir. 1982); Assadi v. Dep't of State, No. 12-1111, 2014 WL 4704840, at *6 (S.D.N.Y. Sept. 19, 2014); Beltranena v. U.S. Dep't of State, 821 F. Supp. 2d 167, 177-78 (D.D.C. 2011); Badalamenti v. U.S. Dep't of State, 899 F. Supp. 542, 547 (D. Kan. 1995); Jan-Xin Zang v. FBI, 756 F. Supp. 705, 711-12 (W.D.N.Y. 1991); Smith v. DOJ, No. 81-CV-813, 1983 U.S. Dist. LEXIS 10878, at *13-14 (N.D.N.Y. Dec. 13, 1983).","Certain records pertaining to the issuance or refusal of visas to enter the United States","29003"
"Department of Homeland Security","Agency Overall","2020","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Leonard v. U.S. Dep't of Treasury, 590 F. App'x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","5704"
"Department of Homeland Security","Agency Overall","2020","Fed. R. Crim. P. 6(e),  enacted by Act of July 30, 1977, Pub. L. No. 95-78, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Fund for Constitutional Gov't v. Nat'l Archives & Records Serv., 656 F.2d 856, 867-68 (D.C. Cir. 1981); Durham v. U.S. Atty. Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O'Connor v. U.S. Dep't of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","8"
"Department of Homeland Security","Agency Overall","2020","10 U.S.C. § 130b","Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Hiken v. DOD, 521 F. Supp. 2d 1047, 1062 (N.D. Cal. 2007); O’Keefe v. DOD, 463 F. Supp. 2d 317, 325 (E.D.N.Y. 2006); Windel v. United States, No. A02-306, 2005 WL 846206, at *2 (D. Alaska Apr. 11, 2005).","Personally identifiable information pertaining to “any member of the armed forces assigned to an overseas unit, a sensitive unit, or a routinely deployable unit” and “any employee of the Department of Defense or of the Coast Guard whose duty station is with any such unit”","1"
"Department of Homeland Security","Agency Overall","2020","50 U.S.C. § 3507 (formerly at 50 U.S.C. § 403g) (Central Intelligence Agency Act of 1949)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Larson v. Dep't of State, 565 F.3d 857, 865 n.2 (D.C. Cir. 2009); Berman v. CIA, 501 F.3d 1136, 1137-38, 1140 (9th Cir. 2007); Makky v. Chertoff, 489 F. Supp. 2d 421, 442 (D.N.J. 2007), aff'd on other grounds, 541 F. 3d 205 (3d Cir. 2008).","Intelligence sources and methods; certain information pertaining to Agency employees, specifically: ""the organization, functions, names, official titles, salaries, or numbers of personnel employed by the Agency""","4"
"Department of Homeland Security","Agency Overall","2020","6 U.S.C.  § 133(a)(1)","N/A","Protection of voluntarily shared critical infrastructure information","5"
"Department of Homeland Security","Agency Overall","2020","6 USC § 1504(d)(3)(B)","N/A","A cyber threat indicator or defensive measure shared with the federal government under the Cybersecurity Information Sharing Act of 2015.","1"
"Department of Homeland Security","Agency Overall","2020","7 U.S.C. § 12(a)(1)","Hunt v. Commodity Futures Trading Comm’n, 484 F. Supp. 47, 49 (D.D.C. 1979).","[D]ata and information that would separately disclose the business transactions or market positions of any person and trade secrets or names of customers,” as well as certain other information concerning, or obtained in, the course of the Commission’s investigation under the Commodity Exchange Act","1"
"Department of Homeland Security","Agency Overall","2020","16 U.S.C. § 470hh","Hornbostel v.
U.S. Dep't of the Interior,
305 F. Supp. 2d 21, 30
(D.D.C. 2003), summary affirmance
granted, No.03-5257, 2004 WL
1900562 (D.C. Cir. Aug. 25, 2004).
","Information pertaining to the nature and location of certain archaeological resources","14"
"Department of Homeland Security","Agency Overall","2020","18 U.S.C. § 2252","N/A","[M]aterial involving the sexual exploitation of minors","2"
"Department of Homeland Security","Agency Overall","2020","49 U.S.C. § 40119(b)","N/A","Certain information obtained or developed in ensuring transportation security if disclosure of
that information would: constitute an invasion of personal privacy, reveal a trade secret or
confidential commercial or financial information, or be detrimental to transportation safety
","31"
"Department of Homeland Security","Agency Overall","2020","49 U.S.C. 1114(c) (Transportation Safety Act of 1974)","McGilvra v. NTSB, 840 F. Supp. 100, 102 (D. Colo. 1993).","Certain “cockpit voice or video recorder recording[s] or transcript[s] of communications by and between flight crew members and ground stations pertaining to [] incident[s] investigated by the [National Transportation Safety] Board”","8"
"Department of Homeland Security","Agency Overall","2020","6 U.S.C. § 121(d)","N/A","Intelligence sources and methods","173"
"Federal Retirement Thrift Investment Board","Agency Overall","2020","N/A","N/A","N/A","0"
"Denali Commission","Agency Overall","2020","N/A","N/A","N/A","0"
"National Indian Gaming Commission","Agency Overall","2020","N/A","N/A","N/A","0"
"National Railroad Passenger Corporation","Agency Overall","2020","N/A","N/A","N/A","0"
"National Archives and Records Administration","Agency Overall","2020","10 U.S.C. § 424","Hamdan v. DOJ, 797 F.3d 759, 776 (9th Cir. 2015); Freedom Watch, Inc. v. NSA, 197 F. Supp. 3d 165, 174 (D.D.C. 2016); Wickwire Gavin, P.C. v. Def. Intel. Agency, 330 F. Supp. 2d 592, 602 (E.D. Va. 2004).","Organization or any function of an organization, and certain information pertaining to, employees of the Defense Intelligence Agency, the National Reconnaissance Office, and the National Geospatial-Intelligence Agency","25"
"National Archives and Records Administration","Agency Overall","2020","10 U.S.C. § 455","N/A","Maps, charts, and geodetic data","1"
"National Archives and Records Administration","Agency Overall","2020","15 U.S.C. §§ 2055(a)(2), 2055(b)(1), 2055(b)(5) (Consumer Product Safety Act)","Consumer Prod. Safety Comm’n v. GTE Sylvania, Inc., 447 U.S. 102, 122 (1980) (15 U.S.C. § 2055(b)(1)); Mulloy v. Consumer Prods. Safety Comm’n, No. 85-3720, 1986 WL 17283, at *1 (6th Cir. July 22, 1986) (per curiam) (unpublished disposition) (15 U.S.C. § 2055(a)(2) and 15 U.S.C. § 2055(b)(5)); Reliance Elec. Co. v. Consumer Prod. Safety Comm’n, No. 87-1478, slip op. at 16-17 (D.D.C. Sept. 19, 1989) (15 U.S.C. § 2055(b)(5)).","Certain information reported to, or otherwise obtained by, the Consumer Product Safety Commission which either contains or relates to a trade secret or is “subject to section 552(b)(4) of Title 5”","1"
"National Archives and Records Administration","Agency Overall","2020","16 U.S.C. § 470hh (Archaeological Resources Protection Act of 1979)","Hornbostel v. U.S. Dep’t of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004); Starkey v. U.S. Dep’t of the Interior, 238 F. Supp. 2d 1188, 1193-94 (S.D. Cal. 2002).","Information pertaining to the nature and location of certain archaeological resources","1"
"National Archives and Records Administration","Agency Overall","2020","18 U.S.C. § 798 (Espionage Act)","Larson v. Dep’t of State, 565 F.3d 857, 868-69 (D.C. Cir. 2009); N.Y. Times Co. v. DOJ, No. 14 Civ 03776, 2016 WL 5946711, at *6 (S.D.N.Y. Aug. 18, 2016); Adejumobi v. NSA, No. 07-1237, 2007 WL 4247878, at *3 (M.D. Fla. Dec. 3, 2007), aff’d per curiam, 287 F. App’x 770 (11th Cir. 2008); Gilmore v. NSA, No. C 92-3646, 1993 U.S. Dist. LEXIS 7694, at *26-27 (N.D. Cal. May 3, 1993); Winter v. NSA, 569 F. Supp. 545, 546-48 (S.D. Cal. 1983).","Certain classified information pertaining to the communication intelligence and cryptographic devices of the United States or any foreign government","7"
"National Archives and Records Administration","Agency Overall","2020","18 U.S.C. §§ 2510, et seq. (Title III of the Omnibus Crime Control and Safe Streets Act)","Payne v. DOJ, No. 96-30840, 1997 WL 450139, at *3 (5th Cir. July 11, 1997); Lam Lek Chong v. DEA, 929 F.2d 729, 733 (D.C. Cir. 1991).","Wiretap requests and the contents of any wire, oral, or electronic communication obtained through wiretaps","33"
"National Archives and Records Administration","Agency Overall","2020","26 U.S.C. §§ 6103, 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Elec. Priv. Info. Ctr. v. IRS, 910 F.3d 1232 (D.C. Cir. 2018); Leonard v. U.S. Dep’t of Treasury, 590 F. App’x. 141, 143-44 (3d Cir. 2014) (per curiam); Pac. Fisheries, Inc. v. IRS, 395 F. App’x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include Taxpayer Identification Numbers of third parties, and certain tax convention information","33"
"National Archives and Records Administration","Agency Overall","2020","42 U.S.C. §§ 2162, 2167, 2168(a)(1) (Atomic Energy Act)","Meeropol v. Meese, 790 F.2d 942 (D.C. Cir. 1986); Va. Sunshine All. v. NRC, 509 F. Supp. 863 (D.D.C 1981), aff'd per curiam on other grounds, 669 F.2d 788 (D.C. Cir. 1981).","“Restricted Data” pertaining to atomic weapons and special nuclear material and certain safeguards information for nuclear material","16"
"National Archives and Records Administration","Agency Overall","2020","50 U.S.C. § 3024(i)(1) (formerly at 50 U.S.C. § 403-1(i)(1)) (National Security Act of 1947)","CIA v. Sims, 471 U.S. 159, 167 (1985).","Intelligence sources and methods","143"
"National Archives and Records Administration","Agency Overall","2020","50 U.S.C. § 3141(a) (formerly at 50 U.S.C. § 431) (Central Intelligence Agency Information Act of 1984)","CIA v. Sims, 471 U.S. 159, 167, 174 n.19 (1985) (dictum); Wolf v. CIA, 569 F. Supp. 2d 1, 8 (D.D.C. 2008).","“[O]perational files of the Central Intelligence Agency”","93"
"National Archives and Records Administration","Agency Overall","2020","50 U.S.C. § 3605 (formerly at 50 U.S.C. § 402 note) (National Security Agency Act of 1959)","ACLU v. DOJ, 681 F.3d 61, 72-75 (2d Cir. 2012); Elec. Priv. Info. Ctr. v. NSA, 678 F.3d 926, 931 (D.C. Cir. 2012); Houghton v. NSA, 378 F. App’x 235, 238-39 (3d Cir. 2010) (per curiam); Lahr v. NTSB, 569 F.3d 964, 985 (9th Cir. 2009).","Information pertaining to the functions or organization of NSA; certain information pertaining to NSA employees","6"
"National Archives and Records Administration","Agency Overall","2020","Fed. R. Crim. P. 6(e), enacted by Act of July 30, 1977, Pub. L. No. 95-78, §2, 91 Stat. 319","Sussman v. USMS, 494 F.3d 1106, 1113 (D.C. Cir. 2007); Sorin v. DOJ, No. 18-99, 2018 WL 6431027 (2d Cir. Dec. 6, 2018) (per curium); Widi v. McNeil, No. 12-CV-00188, 2016 WL 4394724, at *23 (D. Me. Aug 16, 2016); Durham v. U.S. Att'y Gen., No. 06-843, 2008 WL 620744, at *2 (E.D. Tex. Mar. 3, 2008); Cozen O’Connor v. U.S. Dep’t of Treasury, 570 F. Supp. 2d 749, 776 (E.D. Pa. 2008).","Certain records that would reveal some secret aspect pertaining to grand jury proceedings","40"
"Department of Education","Agency Overall","2020","20 U.S.C. § 1099c–1 ","Bagwell v. U.S. Dep't of Educ., 183 F. Supp. 3d 109, 126-27 (D.D.C. 2016).","Certain program review reports and institutional responses until the Department of Education issues a final program review
determination.
","9"
"Department of Education","Agency Overall","2020","26 U.S.C. §§ 6103, 6105","Church of Scientology v. IRS,
484 U.S. 9, 15 (1987)
(26 U.S.C. § 6103); Elec. Priv.
Info. Ctr. v. IRS, 910 F.3d 1232
(D.C. Cir. 2018); Leonard v.
U.S. Dep’t of Treasury, 590 F.
App’x. 141, 143-44 (3d Cir.
2014) (per curiam); Pac.
Fisheries, Inc. v. IRS, 395 F.
App’x. 438, 440 (9th Cir. 2010)
(unpublished disposition) (26
U.S.C. §§ 6103, 6105); Tax
Analysts v. IRS, 217 F. Supp.
2d 23, 27-29 (D.D.C. 2002)
(26 U.S.C. § 6105).","Certain tax return
information, to include
Taxpayer Identification
Numbers of third parties,
and certain tax convention
information","1"
"Department of Education","Agency Overall","2020","30 USC § 3730(b)(2)","N/A","Records pertaining to civil actions for false claims against the United States Government","2"
"Department of Education","Agency Overall","2020","41 U.S.C. § 2102 (amending 41 U.S.C. § 423 (a)(1))* ","Legal & Safety Employer Research, Inc. v. U.S. Dep't of the
Army, No. Civ. S001748, 2001 WL 34098652, at *3-4 (E.D.
Cal. May 4, 2001) (dictum).
","Contractor bid or proposal information;
source selection information
","10"
"Office of Navajo and Hopi Indian Relocation","Agency Overall","2020","N/A","N/A","N/A","0"
"Neighborhood Reinvestment Corporation","Agency Overall","2020","N/A","N/A","N/A","0"
"National Capital Planning Commission","Agency Overall","2020","N/A","N/A","N/A","0"
"National Labor Relations Board","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10-885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Margolin v. NASA, No. 09-CV-00421, 2011 WL 1303221, at *6 (D. Nev. Mar. 31, 2011); Hornbostel v. U.S. Dep't of the Interior, 305F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts.","1"
"Department of the Treasury","Agency Overall","2020","31 U.S.C. § 5319 (Bank Secrecy Act)","Turner v. Dep’t of Treasury, No. 15-00007, 2017 WL 1106030 at *7 (E.D. Cal. Mar. 23, 2017); Yunes v. DOJ, 263 F. Supp. 3d 82, 87 (D.D.C. 2017);
Council on Am.-Islamic Relations, Cal. v. FBI, 749 F. Supp. 2d 1104, 1117 (S.D. Cal. 2010); Berger v. IRS, 487 F. Supp. 2d 482, 496-97 (D.N.J. 2007), aff’d on other grounds, 288 F. App’x 829 (3d Cir. 2008).","Reports pertaining to monetary instruments transactions filed under sub-chapter II of chapter 53 of title 31 and records of those reports","142"
"Department of the Treasury","Agency Overall","2020","26 U.S.C. § 6103 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9,15 (1987); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition).","Certain tax return information, to include taxpayer identification number of third parties and certain tax convention information","1656"
"Department of the Treasury","Agency Overall","2020","18 U.S.C. § 701","Jones v. IRS, No. 06-CV-322, 2008 WL 1901208, at *3-4 (W.D. Mich. Apr. 25, 2008).","Likeness of any badge, identification card, or other insignia, of the design prescribed by the head of any department or agency of the United States for use by any officer or employee thereof, or any colorable imitation thereof","5"
"Department of the Treasury","Agency Overall","2020","26 U.S.C. § 6105 (Internal Revenue Code)","Church of Scientology v. IRS, 484 U.S. 9, 15 (1987) (26 U.S.C. § 6103); Pac. Fisheries, Inc. v. IRS, 395 F. App'x. 438, 440 (9th Cir. 2010) (unpublished disposition) (26 U.S.C. §§ 6103, 6105); Tax Analysts v. IRS, 217 F. Supp. 2d 23, 27-29 (D.D.C. 2002) (26 U.S.C. § 6105).","Certain tax return information, to include taxpayer identification numbers of third parties and certain tax convention information","15"
"Department of the Treasury","Agency Overall","2020","41 U.S.C. § 4702 (formerly at 41 U.S.C. § 253b(m)(1))","Sinkfield v. HUD, No. 10- 885, 2012 U.S. Dist. LEXIS 35233, at *13-15 (S.D. Ohio Mar. 15, 2012); Hornbostel v. U.S. Dep't of the Interior, 305 F. Supp. 2d 21, 30 (D.D.C. 2003), summary affirmance granted, No. 03-5257, 2004 WL 1900562 (D.C. Cir. Aug. 25, 2004).","Contractor proposals that are in the possession or control of an executive agency and that have not been set forth or incorporated by reference into contracts","6"
